timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2080,dem,17.581553209631313
h0002,AT,electricity,scr2080,dem,18.37534037417386
h0003,AT,electricity,scr2080,dem,16.888255459079353
h0004,AT,electricity,scr2080,dem,15.205287368183479
h0005,AT,electricity,scr2080,dem,14.65068364350855
h0006,AT,electricity,scr2080,dem,18.816684503722254
h0007,AT,electricity,scr2080,dem,21.77582134310376
h0008,AT,electricity,scr2080,dem,28.271512686350146
h0009,AT,electricity,scr2080,dem,32.38278638185941
h0010,AT,electricity,scr2080,dem,36.90571051873448
h0011,AT,electricity,scr2080,dem,39.100770301287874
h0012,AT,electricity,scr2080,dem,33.56708093710911
h0013,AT,electricity,scr2080,dem,36.83807695988042
h0014,AT,electricity,scr2080,dem,30.500953511645708
h0015,AT,electricity,scr2080,dem,36.73277001229187
h0016,AT,electricity,scr2080,dem,32.32852435727098
h0017,AT,electricity,scr2080,dem,29.081740003536083
h0018,AT,electricity,scr2080,dem,29.01297536597442
h0019,AT,electricity,scr2080,dem,30.87838525871787
h0020,AT,electricity,scr2080,dem,42.16907717739063
h0021,AT,electricity,scr2080,dem,42.04458528864638
h0022,AT,electricity,scr2080,dem,41.73792483764727
h0023,AT,electricity,scr2080,dem,33.85422913010571
h0024,AT,electricity,scr2080,dem,26.870995225442837
h0025,AT,electricity,scr2080,dem,25.455710800303034
h0026,AT,electricity,scr2080,dem,29.530813702333905
h0027,AT,electricity,scr2080,dem,32.16703150371474
h0028,AT,electricity,scr2080,dem,21.9072937059273
h0029,AT,electricity,scr2080,dem,11.283798102957322
h0030,AT,electricity,scr2080,dem,5.312850825226752
h0031,AT,electricity,scr2080,dem,6.601744167817044
h0032,AT,electricity,scr2080,dem,7.597300684543585
h0033,AT,electricity,scr2080,dem,8.766325689363692
h0034,AT,electricity,scr2080,dem,7.935384983968602
h0035,AT,electricity,scr2080,dem,7.117345663853639
h0036,AT,electricity,scr2080,dem,7.1321556658747145
h0037,AT,electricity,scr2080,dem,6.62651526226931
h0038,AT,electricity,scr2080,dem,7.920105529584754
h0039,AT,electricity,scr2080,dem,9.854006443156676
h0040,AT,electricity,scr2080,dem,11.80062023142801
h0041,AT,electricity,scr2080,dem,12.593380434997227
h0042,AT,electricity,scr2080,dem,9.265814572297304
h0043,AT,electricity,scr2080,dem,8.531849058542981
h0044,AT,electricity,scr2080,dem,6.768876183357461
h0045,AT,electricity,scr2080,dem,7.619922581725879
h0046,AT,electricity,scr2080,dem,6.5495007701063805
h0047,AT,electricity,scr2080,dem,6.493705152137553
h0048,AT,electricity,scr2080,dem,5.762061298129708
h0049,AT,electricity,scr2080,dem,5.233128378363649
h0050,AT,electricity,scr2080,dem,4.892555510168846
h0051,AT,electricity,scr2080,dem,4.48343293988961
h0052,AT,electricity,scr2080,dem,4.597400971840112
h0053,AT,electricity,scr2080,dem,4.4593892060803775
h0054,AT,electricity,scr2080,dem,4.8956487151954295
h0055,AT,electricity,scr2080,dem,5.517863549316274
h0056,AT,electricity,scr2080,dem,6.52677971824316
h0057,AT,electricity,scr2080,dem,7.3466094613379305
h0058,AT,electricity,scr2080,dem,6.795443412165426
h0059,AT,electricity,scr2080,dem,7.019890032662836
h0060,AT,electricity,scr2080,dem,6.57236772335788
h0061,AT,electricity,scr2080,dem,7.5441062077257275
h0062,AT,electricity,scr2080,dem,7.35688652804258
h0063,AT,electricity,scr2080,dem,7.773602445531644
h0064,AT,electricity,scr2080,dem,7.709520512627522
h0065,AT,electricity,scr2080,dem,6.8319308564191115
