timestep_2,carrier_1,region_3,parameter,value,comment,source
all,processHeat_high,26FR,capaDem,0.737494267,,
all,processHeat_high,27FR,capaDem,0.128928853,,
all,processHeat_high,28BE,capaDem,3.381458136,,
all,processHeat_high,29LU,capaDem,0.243377078,,
all,processHeat_high,30NL,capaDem,4.984952468,,
all,processHeat_high,31DE,capaDem,1.780346544,,
all,processHeat_high,32DE,capaDem,0.850480417,,
all,processHeat_high,33DE,capaDem,4.581120079,,
all,processHeat_high,34DE,capaDem,2.138500056,,
all,processHeat_high,35DE,capaDem,2.526492259,,
all,processHeat_high,36DE,capaDem,2.910341036,,
all,processHeat_high,37DE,capaDem,3.123856773,,
all,processHeat_high,38DK,capaDem,0.224082362,,
all,processHeat_high,39CZ,capaDem,1.127721709,,
all,processHeat_high,40CZ,capaDem,1.100344444,,
all,processHeat_high,41PL,capaDem,0.990532144,,
all,processHeat_high,42PL,capaDem,0.807227127,,
all,processHeat_high,43PL,capaDem,1.321213308,,
all,processHeat_high,44PL,capaDem,1.169561141,,
all,processHeat_high,45PL,capaDem,0.685868768,,
all,processHeat_high,46SK,capaDem,1.774173094,,
all,processHeat_high,47CH,capaDem,0.702697522,,
all,processHeat_high,48CH,capaDem,0.072779035,,
all,processHeat_high,49AT,capaDem,0.674004198,,
all,processHeat_high,50AT,capaDem,1.116228018,,
all,processHeat_high,51AT,capaDem,0.635962135,,
all,processHeat_high,52IT,capaDem,4.706157233,,
all,processHeat_high,53IT,capaDem,0.877936502,,
all,processHeat_high,54IT,capaDem,1.645318798,,
all,processHeat_high,55IT,capaDem,0.629839221,,
all,processHeat_high,56IT,capaDem,0.441346566,,
all,processHeat_high,57SI,capaDem,0.275916527,,
all,processHeat_high,58HU,capaDem,0.802242348,,
all,processHeat_high,59RO,capaDem,0.987613021,,
all,processHeat_high,60RO,capaDem,1.327093086,,
all,processHeat_high,61RO,capaDem,0.635390842,,
all,processHeat_high,62HR,capaDem,0.310625604,,
all,processHeat_high,63BA,capaDem,0.669130643,,
all,processHeat_high,64ME,capaDem,0.128833818,,
all,processHeat_high,65RS,capaDem,1.405496435,,
all,processHeat_high,66BG,capaDem,0.557080014,,
all,processHeat_high,67MK,capaDem,0.402605682,,
all,processHeat_high,68GR,capaDem,0.240885628,,
all,processHeat_high,69GR,capaDem,0.454782995,,
all,processHeat_high,70AL,capaDem,0.571700068,,
all,processHeat_high,72DK,capaDem,0.086298765,,
all,processHeat_high,73EE,capaDem,0.069155233,,
all,processHeat_high,74FI,capaDem,0.122798904,,
all,processHeat_high,75FI,capaDem,0.901506777,,
all,processHeat_high,77LT,capaDem,0.178229404,,
all,processHeat_high,78LV,capaDem,0.171536448,,
all,processHeat_high,79NO,capaDem,0.014247497,,
all,processHeat_high,80NO,capaDem,0.033044645,,
all,processHeat_high,81NO,capaDem,0.067378718,,
all,processHeat_high,82NO,capaDem,0.12754996,,
all,processHeat_high,83NO,capaDem,0.033735187,,
all,processHeat_high,84NO,capaDem,0.028189547,,
all,processHeat_high,85NO,capaDem,0.004086041,,
all,processHeat_high,86SE,capaDem,0.033876428,,
all,processHeat_high,87SE,capaDem,0.161403745,,
all,processHeat_high,88SE,capaDem,0.774853616,,
all,processHeat_high,89SE,capaDem,0.208468255,,
all,processHeat_high,90UK,capaDem,1.224194419,,
all,processHeat_high,91UK,capaDem,0.341265507,,
all,processHeat_high,92UK,capaDem,2.417748073,,
all,processHeat_high,93UK,capaDem,0.62359955,,
all,processHeat_high,94UK,capaDem,0.165582241,,
all,processHeat_high,95UK,capaDem,0.161349415,,
all,processHeat_high,96IE,capaDem,0.450208466,,
all,processHeat_high,98IT,capaDem,0.225529842,,
all,processHeat_high,99FR,capaDem,0.003576044,,
all,processHeat_low,01ES,capaDem,0.155908932,,
all,processHeat_low,02ES,capaDem,0.159890237,,
all,processHeat_low,03ES,capaDem,0.133976672,,
all,processHeat_low,04ES,capaDem,0.296192537,,
all,processHeat_low,05ES,capaDem,0.12072171,,
all,processHeat_low,06ES,capaDem,0.809736205,,
all,processHeat_low,07ES,capaDem,0.35377996,,
all,processHeat_low,08ES,capaDem,0.119153175,,
all,processHeat_low,09ES,capaDem,0.195023766,,
all,processHeat_low,10ES,capaDem,0.112005251,,
all,processHeat_low,11ES,capaDem,0.575748813,,
all,processHeat_low,12PT,capaDem,0.594766038,,
all,processHeat_low,13PT,capaDem,0.39645283,,
all,processHeat_low,14FR,capaDem,0.329370962,,
all,processHeat_low,15FR,capaDem,0.129573961,,
all,processHeat_low,16FR,capaDem,0.269530607,,
all,processHeat_low,17FR,capaDem,0.325258796,,
all,processHeat_low,18FR,capaDem,0.142792038,,
all,processHeat_low,19FR,capaDem,0.190067382,,
all,processHeat_low,20FR,capaDem,0.159182543,,
all,processHeat_low,21FR,capaDem,0.515251494,,
all,processHeat_low,22FR,capaDem,0.020692966,,
all,processHeat_low,23FR,capaDem,1.823083975,,
all,processHeat_low,24FR,capaDem,0.106506799,,
all,processHeat_low,25FR,capaDem,0.321367151,,
all,processHeat_low,26FR,capaDem,0.356078515,,
all,processHeat_low,27FR,capaDem,0.078870529,,
all,processHeat_low,28BE,capaDem,2.014955853,,
all,processHeat_low,29LU,capaDem,0.0966516,,
all,processHeat_low,30NL,capaDem,3.540008963,,
all,processHeat_low,31DE,capaDem,1.635492522,,
all,processHeat_low,32DE,capaDem,0.801460981,,
all,processHeat_low,33DE,capaDem,2.85287536,,
all,processHeat_low,34DE,capaDem,1.143626768,,
all,processHeat_low,35DE,capaDem,2.26753042,,
all,processHeat_low,36DE,capaDem,2.125765311,,
all,processHeat_low,37DE,capaDem,2.396719661,,
all,processHeat_low,38DK,capaDem,0.459622239,,
all,processHeat_low,39CZ,capaDem,1.10271615,,
all,processHeat_low,40CZ,capaDem,0.953272949,,
all,processHeat_low,41PL,capaDem,0.690875452,,
all,processHeat_low,42PL,capaDem,0.400990135,,
all,processHeat_low,43PL,capaDem,0.646963381,,
all,processHeat_low,44PL,capaDem,0.641515901,,
all,processHeat_low,45PL,capaDem,0.409898158,,
all,processHeat_low,46SK,capaDem,1.389823688,,
all,processHeat_low,47CH,capaDem,0.79223099,,
all,processHeat_low,48CH,capaDem,0.082052099,,
all,processHeat_low,49AT,capaDem,0.495450243,,
all,processHeat_low,50AT,capaDem,0.875235396,,
all,processHeat_low,51AT,capaDem,0.63737008,,
all,processHeat_low,52IT,capaDem,3.719375167,,
all,processHeat_low,53IT,capaDem,0.693851705,,
all,processHeat_low,54IT,capaDem,1.300330095,,
all,processHeat_low,55IT,capaDem,0.4977752,,
all,processHeat_low,56IT,capaDem,0.348805485,,
all,processHeat_low,57SI,capaDem,0.206103989,,
all,processHeat_low,58HU,capaDem,0.839317345,,
all,processHeat_low,59RO,capaDem,0.404126427,,
all,processHeat_low,60RO,capaDem,0.627781457,,
all,processHeat_low,61RO,capaDem,0.279264326,,
all,processHeat_low,62HR,capaDem,0.193466733,,
all,processHeat_low,63BA,capaDem,0.376077625,,
all,processHeat_low,64ME,capaDem,0.059929639,,
all,processHeat_low,65RS,capaDem,0.808554987,,
all,processHeat_low,66BG,capaDem,1.069961833,,
all,processHeat_low,67MK,capaDem,0.226280159,,
all,processHeat_low,68GR,capaDem,0.230812418,,
all,processHeat_low,69GR,capaDem,0.388689175,,
all,processHeat_low,70AL,capaDem,0.321317826,,
all,processHeat_low,72DK,capaDem,0.19706011,,
all,processHeat_low,73EE,capaDem,0.123288118,,
all,processHeat_low,74FI,capaDem,0.24129821,,
all,processHeat_low,75FI,capaDem,3.034836888,,
all,processHeat_low,77LT,capaDem,0.437872459,,
all,processHeat_low,78LV,capaDem,0.200126911,,
all,processHeat_low,79NO,capaDem,0.026396934,,
all,processHeat_low,80NO,capaDem,0.061223196,,
all,processHeat_low,81NO,capaDem,0.12483537,,
all,processHeat_low,82NO,capaDem,0.236317151,,
all,processHeat_low,83NO,capaDem,0.062502594,,
all,processHeat_low,84NO,capaDem,0.052227953,,
all,processHeat_low,85NO,capaDem,0.007570379,,
all,processHeat_low,86SE,capaDem,0.039613869,,
all,processHeat_low,87SE,capaDem,0.209762961,,
all,processHeat_low,88SE,capaDem,0.931753593,,
all,processHeat_low,89SE,capaDem,0.256014347,,
all,processHeat_low,90UK,capaDem,1.715263879,,
all,processHeat_low,91UK,capaDem,0.417287761,,
all,processHeat_low,92UK,capaDem,2.309489332,,
all,processHeat_low,93UK,capaDem,0.641523746,,
all,processHeat_low,94UK,capaDem,0.262866839,,
all,processHeat_low,95UK,capaDem,0.189274566,,
all,processHeat_low,96IE,capaDem,0.483165139,,
all,processHeat_low,98IT,capaDem,0.178240983,,
all,processHeat_low,99FR,capaDem,0.012936523,,
all,processHeat_medium,01ES,capaDem,0.308763344,,
all,processHeat_medium,02ES,capaDem,0.33778246,,
all,processHeat_medium,03ES,capaDem,0.274392756,,
all,processHeat_medium,04ES,capaDem,0.653864677,,
all,processHeat_medium,05ES,capaDem,0.268206144,,
all,processHeat_medium,06ES,capaDem,1.950944408,,
all,processHeat_medium,07ES,capaDem,0.78815042,,
all,processHeat_medium,08ES,capaDem,0.237996648,,
all,processHeat_medium,09ES,capaDem,0.380746756,,
all,processHeat_medium,10ES,capaDem,0.218668919,,
all,processHeat_medium,11ES,capaDem,1.334887211,,
all,processHeat_medium,12PT,capaDem,1.243074745,,
all,processHeat_medium,13PT,capaDem,0.657219304,,
all,processHeat_medium,14FR,capaDem,0.433009716,,
all,processHeat_medium,15FR,capaDem,0.153871621,,
all,processHeat_medium,16FR,capaDem,0.348955225,,
all,processHeat_medium,17FR,capaDem,0.408565929,,
all,processHeat_medium,18FR,capaDem,0.200429832,,
all,processHeat_medium,19FR,capaDem,0.340465257,,
all,processHeat_medium,20FR,capaDem,0.277126859,,
all,processHeat_medium,21FR,capaDem,0.587003929,,
all,processHeat_medium,22FR,capaDem,0.028416055,,
all,processHeat_medium,23FR,capaDem,2.719038007,,
all,processHeat_medium,24FR,capaDem,0.134089503,,
all,processHeat_medium,25FR,capaDem,0.503602308,,
all,processHeat_medium,26FR,capaDem,0.506693507,,
all,processHeat_medium,27FR,capaDem,0.090632359,,
all,processHeat_medium,28BE,capaDem,2.665334133,,
all,processHeat_medium,29LU,capaDem,0.133073165,,
all,processHeat_medium,30NL,capaDem,3.317739126,,
all,processHeat_medium,31DE,capaDem,1.791850836,,
all,processHeat_medium,32DE,capaDem,0.808502946,,
all,processHeat_medium,33DE,capaDem,3.052684823,,
all,processHeat_medium,34DE,capaDem,1.36051534,,
all,processHeat_medium,35DE,capaDem,2.150635878,,
all,processHeat_medium,36DE,capaDem,2.300108131,,
all,processHeat_medium,37DE,capaDem,2.551764619,,
all,processHeat_medium,38DK,capaDem,0.585120015,,
all,processHeat_medium,39CZ,capaDem,1.060797577,,
all,processHeat_medium,40CZ,capaDem,0.904445768,,
all,processHeat_medium,41PL,capaDem,1.178778403,,
all,processHeat_medium,42PL,capaDem,0.654443194,,
all,processHeat_medium,43PL,capaDem,1.04339083,,
all,processHeat_medium,44PL,capaDem,1.156329406,,
all,processHeat_medium,45PL,capaDem,0.77570821,,
all,processHeat_medium,46SK,capaDem,0.652379686,,
all,processHeat_medium,47CH,capaDem,3.295528482,,
all,processHeat_medium,48CH,capaDem,0.341320944,,
all,processHeat_medium,49AT,capaDem,0.752923866,,
all,processHeat_medium,50AT,capaDem,1.394209736,,
all,processHeat_medium,51AT,capaDem,0.931892793,,
all,processHeat_medium,52IT,capaDem,3.157475172,,
all,processHeat_medium,53IT,capaDem,0.589028919,,
all,processHeat_medium,54IT,capaDem,1.103884337,,
all,processHeat_medium,55IT,capaDem,0.422574428,,
all,processHeat_medium,56IT,capaDem,0.296110129,,
all,processHeat_medium,57SI,capaDem,0.305229432,,
all,processHeat_medium,58HU,capaDem,0.488712405,,
all,processHeat_medium,59RO,capaDem,0.50307077,,
all,processHeat_medium,60RO,capaDem,0.795362149,,
all,processHeat_medium,61RO,capaDem,0.364451667,,
all,processHeat_medium,62HR,capaDem,0.464553011,,
all,processHeat_medium,63BA,capaDem,0.528500275,,
all,processHeat_medium,64ME,capaDem,0.079729482,,
all,processHeat_medium,65RS,capaDem,1.130791009,,
all,processHeat_medium,66BG,capaDem,0.560462847,,
all,processHeat_medium,67MK,capaDem,0.31364387,,
all,processHeat_medium,68GR,capaDem,0.248191608,,
all,processHeat_medium,69GR,capaDem,0.44814802,,
all,processHeat_medium,70AL,capaDem,0.451546565,,
all,processHeat_medium,72DK,capaDem,0.239721025,,
all,processHeat_medium,73EE,capaDem,0.22377263,,
all,processHeat_medium,74FI,capaDem,0.377582968,,
all,processHeat_medium,75FI,capaDem,4.649310083,,
all,processHeat_medium,77LT,capaDem,0.24962353,,
all,processHeat_medium,78LV,capaDem,0.460090183,,
all,processHeat_medium,79NO,capaDem,0.168275509,,
all,processHeat_medium,80NO,capaDem,0.390286404,,
all,processHeat_medium,81NO,capaDem,0.795802094,,
all,processHeat_medium,82NO,capaDem,1.506477553,,
all,processHeat_medium,83NO,capaDem,0.398442321,,
all,processHeat_medium,84NO,capaDem,0.332943414,,
all,processHeat_medium,85NO,capaDem,0.048259747,,
all,processHeat_medium,86SE,capaDem,0.179064056,,
all,processHeat_medium,87SE,capaDem,1.10103796,,
all,processHeat_medium,88SE,capaDem,3.753481685,,
all,processHeat_medium,89SE,capaDem,1.021771082,,
all,processHeat_medium,90UK,capaDem,2.396225246,,
all,processHeat_medium,91UK,capaDem,0.59426555,,
all,processHeat_medium,92UK,capaDem,3.489670544,,
all,processHeat_medium,93UK,capaDem,0.943368534,,
all,processHeat_medium,94UK,capaDem,0.375817761,,
all,processHeat_medium,95UK,capaDem,0.28406519,,
all,processHeat_medium,96IE,capaDem,0.690091878,,
all,processHeat_medium,98IT,capaDem,0.151313448,,
all,processHeat_medium,99FR,capaDem,0.013108141,,
