timestep_2,region_3,technology_3,parameter,value,source
2020,01ES,bioBoilerProHigh,capaConvResi,0.009685779,see heatInputs for details
2020,01ES,coalBoilerProHigh,capaConvResi,0.065957619,
2020,01ES,eBoilerProHigh,capaConvResi,0.042068686,
2020,01ES,bioBoilerProHigh,capaConvResi,0.009685779,
2020,01ES,coalBoilerProHigh,capaConvResi,0.065957619,
2020,01ES,eBoilerProHigh,capaConvResi,0.042068686,
2020,01ES,gasBoilerProHigh,capaConvResi,0.286043541,
2020,01ES,oilLiquidBoilerProHigh,capaConvResi,0.158563987,
2020,01ES,bioBoilerProLow,capaConvResi,0.015473651,
2020,01ES,gasBoilerProLow,capaConvResi,0.032843655,
2020,01ES,gasEngineProLow,capaConvResi,0.173626504,
2020,01ES,oilLiquidBoilerProLow,capaConvResi,0.017378501,
2020,01ES,oilPlantProLowStock,capaConvResi,0.022662599,
2020,01ES,bioBoilerProMed,capaConvResi,0.01848916,
2020,01ES,bioChpProMed,capaConvResi,0.083138521,
2020,01ES,coalBoilerProMed,capaConvResi,0.006996412,
2020,01ES,eBoilerProMed,capaConvResi,0.010221284,
2020,01ES,gasBoilerProMed,capaConvResi,0.04987595,
2020,01ES,hardcoalPlantProMedStock,capaConvResi,0.021996443,
2020,01ES,gasEngineProMed,capaConvResi,0.269121466,
2020,01ES,oilLiquidBoilerProMed,capaConvResi,0.052152327,
2020,01ES,oilPlantProMedStock,capaConvResi,0.041261295,
2020,01ES,heatpumpAirSpace,capaConvResi,0.01351529,
2020,01ES,solarThermalSpace,capaConvResi,0.054952969,
2020,01ES,bioBoilerSpaceStock,capaConvResi,1.036594418,
2020,01ES,gasBoilerSpaceStock,capaConvResi,2.078821978,
2020,01ES,oilLiquidBoilerSpaceStock,capaConvResi,1.516280284,
2020,01ES,resistiveHeatSpaceStock,capaConvResi,0.615894302,
2020,02ES,bioBoilerProHigh,capaConvResi,0.011630287,
2020,02ES,coalBoilerProHigh,capaConvResi,0.079199215,
2020,02ES,eBoilerProHigh,capaConvResi,0.05051436,
2020,02ES,gasBoilerProHigh,capaConvResi,0.343469403,
2020,02ES,oilLiquidBoilerProHigh,capaConvResi,0.19039716,
2020,02ES,bioBoilerProLow,capaConvResi,0.015868787,
2020,02ES,gasBoilerProLow,capaConvResi,0.033682353,
2020,02ES,gasEngineProLow,capaConvResi,0.178060246,
2020,02ES,oilLiquidBoilerProLow,capaConvResi,0.01782228,
2020,02ES,oilPlantProLowStock,capaConvResi,0.023241314,
2020,02ES,bioBoilerProMed,capaConvResi,0.020226864,
2020,02ES,bioChpProMed,capaConvResi,0.090952293,
2020,02ES,coalBoilerProMed,capaConvResi,0.007653969,
2020,02ES,eBoilerProMed,capaConvResi,0.011181931,
2020,02ES,gasBoilerProMed,capaConvResi,0.05456354,
2020,02ES,hardcoalPlantProMedStock,capaConvResi,0.024063778,
2020,02ES,gasEngineProMed,capaConvResi,0.294414841,
2020,02ES,oilLiquidBoilerProMed,capaConvResi,0.057053863,
2020,02ES,oilPlantProMedStock,capaConvResi,0.045139236,
2020,02ES,heatpumpAirSpace,capaConvResi,0.013720173,
2020,02ES,solarThermalSpace,capaConvResi,0.055786019,
2020,02ES,bioBoilerSpaceStock,capaConvResi,1.05230849,
2020,02ES,gasBoilerSpaceStock,capaConvResi,2.110335516,
2020,02ES,oilLiquidBoilerSpaceStock,capaConvResi,1.53926607,
2020,02ES,resistiveHeatSpaceStock,capaConvResi,0.625230844,
2020,03ES,coalBoilerProHigh,capaConvResi,0.05241077,
2020,03ES,eBoilerProHigh,capaConvResi,0.033428317,
2020,03ES,gasBoilerProHigh,capaConvResi,0.227293866,
2020,03ES,oilLiquidBoilerProHigh,capaConvResi,0.125996977,
2020,03ES,bioBoilerProLow,capaConvResi,0.013296917,
2020,03ES,gasBoilerProLow,capaConvResi,0.028223422,
2020,03ES,gasEngineProLow,capaConvResi,0.14920185,
2020,03ES,oilLiquidBoilerProLow,capaConvResi,0.014933806,
2020,03ES,oilPlantProLowStock,capaConvResi,0.019474572,
2020,03ES,bioBoilerProMed,capaConvResi,0.016431004,
2020,03ES,bioChpProMed,capaConvResi,0.073883796,
2020,03ES,eBoilerProMed,capaConvResi,0.009083482,
2020,03ES,gasBoilerProMed,capaConvResi,0.044323912,
2020,03ES,hardcoalPlantProMedStock,capaConvResi,0.019547866,
2020,03ES,gasEngineProMed,capaConvResi,0.239163691,
2020,03ES,oilLiquidBoilerProMed,capaConvResi,0.046346891,
2020,03ES,oilPlantProMedStock,capaConvResi,0.036668214,
2020,03ES,solarThermalSpace,capaConvResi,0.037109537,
2020,03ES,bioBoilerSpaceStock,capaConvResi,0.700008392,
2020,03ES,gasBoilerSpaceStock,capaConvResi,1.403820824,
2020,03ES,oilLiquidBoilerSpaceStock,capaConvResi,1.02393849,
2020,03ES,resistiveHeatSpaceStock,capaConvResi,0.415911153,
2020,04ES,bioBoilerProHigh,capaConvResi,0.018945708,
2020,04ES,coalBoilerProHigh,capaConvResi,0.129015314,
2020,04ES,eBoilerProHigh,capaConvResi,0.082287759,
2020,04ES,gasBoilerProHigh,capaConvResi,0.559510756,
2020,04ES,oilLiquidBoilerProHigh,capaConvResi,0.310156474,
2020,04ES,bioBoilerProLow,capaConvResi,0.029396519,
2020,04ES,gasBoilerProLow,capaConvResi,0.06239569,
2020,04ES,resistiveHeatProLow,capaConvResi,0.007790209,
2020,04ES,gasEngineProLow,capaConvResi,0.329852011,
2020,04ES,oilLiquidBoilerProLow,capaConvResi,0.033015314,
2020,04ES,oilPlantProLowStock,capaConvResi,0.043053934,
2020,04ES,bioBoilerProMed,capaConvResi,0.039154288,
2020,04ES,bioChpProMed,capaConvResi,0.176061515,
2020,04ES,coalBoilerProMed,capaConvResi,0.014816223,
2020,04ES,eBoilerProMed,capaConvResi,0.021645499,
2020,04ES,gasBoilerProMed,capaConvResi,0.105621741,
2020,04ES,hardcoalPlantProMedStock,capaConvResi,0.04658162,
2020,04ES,gasEngineProMed,capaConvResi,0.569915516,
2020,04ES,oilLiquidBoilerProMed,capaConvResi,0.1104424,
2020,04ES,oilPlantProMedStock,capaConvResi,0.087378582,
2020,04ES,coalBoilerSpaceStock,capaConvResi,0.037314482,
2020,04ES,heatpumpAirSpace,capaConvResi,0.015137827,
2020,04ES,solarThermalSpace,capaConvResi,0.061550179,
2020,04ES,bioBoilerSpaceStock,capaConvResi,1.161039586,
2020,04ES,gasBoilerSpaceStock,capaConvResi,2.328388584,
2020,04ES,oilLiquidBoilerSpaceStock,capaConvResi,1.69831267,
2020,04ES,resistiveHeatSpaceStock,capaConvResi,0.689833606,
2020,05ES,coalBoilerProHigh,capaConvResi,0.041865405,
2020,05ES,eBoilerProHigh,capaConvResi,0.026702337,
2020,05ES,gasBoilerProHigh,capaConvResi,0.181560962,
2020,05ES,oilLiquidBoilerProHigh,capaConvResi,0.100645621,
2020,05ES,bioBoilerProLow,capaConvResi,0.011981389,
2020,05ES,gasBoilerProLow,capaConvResi,0.025431142,
2020,05ES,gasEngineProLow,capaConvResi,0.134440587,
2020,05ES,oilLiquidBoilerProLow,capaConvResi,0.013456332,
2020,05ES,oilPlantProLowStock,capaConvResi,0.017547858,
2020,05ES,bioBoilerProMed,capaConvResi,0.016060541,
2020,05ES,bioChpProMed,capaConvResi,0.072217971,
2020,05ES,eBoilerProMed,capaConvResi,0.008878681,
2020,05ES,gasBoilerProMed,capaConvResi,0.043324561,
2020,05ES,hardcoalPlantProMedStock,capaConvResi,0.019107129,
2020,05ES,gasEngineProMed,capaConvResi,0.233771373,
2020,05ES,oilLiquidBoilerProMed,capaConvResi,0.045301928,
2020,05ES,oilPlantProMedStock,capaConvResi,0.035841472,
2020,05ES,solarThermalSpace,capaConvResi,0.026072938,
2020,05ES,bioBoilerSpaceStock,capaConvResi,0.491821697,
2020,05ES,gasBoilerSpaceStock,capaConvResi,0.986316089,
2020,05ES,oilLiquidBoilerSpaceStock,capaConvResi,0.71941304,
2020,05ES,resistiveHeatSpaceStock,capaConvResi,0.292216681,
2020,06ES,bioBoilerProHigh,capaConvResi,0.033100707,
2020,06ES,coalBoilerProHigh,capaConvResi,0.225407155,
2020,06ES,eBoilerProHigh,capaConvResi,0.143767815,
2020,06ES,gasBoilerProHigh,capaConvResi,0.977540762,
2020,06ES,oilLiquidBoilerProHigh,capaConvResi,0.541885196,
2020,06ES,bioBoilerProLow,capaConvResi,0.080364703,
2020,06ES,ccgtGasChpProLow,capaConvResi,0.030654746,
2020,06ES,districtHeatPro,capaConvResi,0.008312204,
2020,06ES,gasBoilerProLow,capaConvResi,0.170578401,
2020,06ES,resistiveHeatProLow,capaConvResi,0.021297005,
2020,06ES,gasEngineProLow,capaConvResi,0.901755047,
2020,06ES,oilLiquidBoilerProLow,capaConvResi,0.090257828,
2020,06ES,oilPlantProLowStock,capaConvResi,0.117701578,
2020,06ES,bioBoilerProMed,capaConvResi,0.116825149,
2020,06ES,bioChpProMed,capaConvResi,0.525316997,
2020,06ES,ccgtGasChpProMed,capaConvResi,0.056634885,
2020,06ES,coalBoilerProMed,capaConvResi,0.044207353,
2020,06ES,eBoilerProMed,capaConvResi,0.064583951,
2020,06ES,gasBoilerProMed,capaConvResi,0.315144941,
2020,06ES,hardcoalPlantProMedStock,capaConvResi,0.138986177,
2020,06ES,gasEngineProMed,capaConvResi,1.700464222,
2020,06ES,oilLiquidBoilerProMed,capaConvResi,0.329528403,
2020,06ES,oilPlantProMedStock,capaConvResi,0.260712593,
2020,06ES,coalBoilerSpaceStock,capaConvResi,0.083492882,
2020,06ES,districtHeatSpace,capaConvResi,0.055754127,
2020,06ES,heatpumpAirSpace,capaConvResi,0.033871589,
2020,06ES,solarThermalSpace,capaConvResi,0.137721376,
2020,06ES,bioBoilerSpaceStock,capaConvResi,2.597879827,
2020,06ES,gasBoilerSpaceStock,capaConvResi,5.209877254,
