timestep_2,region_3,technology_3,parameter,value,source
2020,06ES,oilLiquidBoilerSpaceStock,capaConvResi,3.800053226,
2020,06ES,resistiveHeatSpaceStock,capaConvResi,1.543534631,
2020,07ES,bioBoilerProHigh,capaConvResi,0.014079264,
2020,07ES,coalBoilerProHigh,capaConvResi,0.095876108,
2020,07ES,eBoilerProHigh,capaConvResi,0.061151114,
2020,07ES,gasBoilerProHigh,capaConvResi,0.415793383,
2020,07ES,oilLiquidBoilerProHigh,capaConvResi,0.230488884,
2020,07ES,bioBoilerProLow,capaConvResi,0.035111955,
2020,07ES,gasBoilerProLow,capaConvResi,0.074527012,
2020,07ES,resistiveHeatProLow,capaConvResi,0.009304825,
2020,07ES,gasEngineProLow,capaConvResi,0.393983698,
2020,07ES,oilLiquidBoilerProLow,capaConvResi,0.039434338,
2020,07ES,oilPlantProLowStock,capaConvResi,0.051424722,
2020,07ES,bioBoilerProMed,capaConvResi,0.047195497,
2020,07ES,bioChpProMed,capaConvResi,0.212219687,
2020,07ES,ccgtGasChpProMed,capaConvResi,0.02287959,
2020,07ES,coalBoilerProMed,capaConvResi,0.017859065,
2020,07ES,eBoilerProMed,capaConvResi,0.026090886,
2020,07ES,gasBoilerProMed,capaConvResi,0.127313529,
2020,07ES,hardcoalPlantProMedStock,capaConvResi,0.056148198,
2020,07ES,gasEngineProMed,capaConvResi,0.68696042,
2020,07ES,oilLiquidBoilerProMed,capaConvResi,0.133124218,
2020,07ES,oilPlantProMedStock,capaConvResi,0.105323729,
2020,07ES,coalBoilerSpaceStock,capaConvResi,0.078813937,
2020,07ES,districtHeatSpace,capaConvResi,0.052629663,
2020,07ES,heatpumpAirSpace,capaConvResi,0.031973424,
2020,07ES,solarThermalSpace,capaConvResi,0.130003464,
2020,07ES,bioBoilerSpaceStock,capaConvResi,2.452294529,
2020,07ES,gasBoilerSpaceStock,capaConvResi,4.917915508,
2020,07ES,oilLiquidBoilerSpaceStock,capaConvResi,3.587098079,
2020,07ES,resistiveHeatSpaceStock,capaConvResi,1.457034884,
2020,08ES,coalBoilerProHigh,capaConvResi,0.051678795,
2020,08ES,eBoilerProHigh,capaConvResi,0.032961453,
2020,08ES,gasBoilerProHigh,capaConvResi,0.224119453,
2020,08ES,oilLiquidBoilerProHigh,capaConvResi,0.124237289,
2020,08ES,bioBoilerProLow,capaConvResi,0.011825715,
2020,08ES,gasBoilerProLow,capaConvResi,0.025100715,
2020,08ES,gasEngineProLow,capaConvResi,0.132693804,
2020,08ES,oilLiquidBoilerProLow,capaConvResi,0.013281494,
2020,08ES,oilPlantProLowStock,capaConvResi,0.017319859,
2020,08ES,bioBoilerProMed,capaConvResi,0.014251556,
2020,08ES,bioChpProMed,capaConvResi,0.064083673,
2020,08ES,eBoilerProMed,capaConvResi,0.007878627,
2020,08ES,gasBoilerProMed,capaConvResi,0.038444683,
2020,08ES,gasEngineProMed,capaConvResi,0.207440449,
2020,08ES,oilLiquidBoilerProMed,capaConvResi,0.040199329,
2020,08ES,oilPlantProMedStock,capaConvResi,0.031804455,
2020,08ES,heatpumpAirSpace,capaConvResi,0.011411214,
2020,08ES,solarThermalSpace,capaConvResi,0.046397825,
2020,08ES,bioBoilerSpaceStock,capaConvResi,0.875216159,
2020,08ES,gasBoilerSpaceStock,capaConvResi,1.755188485,
2020,08ES,oilLiquidBoilerSpaceStock,capaConvResi,1.280223955,
2020,08ES,resistiveHeatSpaceStock,capaConvResi,0.52001114,
2020,09ES,bioBoilerProHigh,capaConvResi,0.0108352,
2020,09ES,coalBoilerProHigh,capaConvResi,0.073784881,
2020,09ES,eBoilerProHigh,capaConvResi,0.047061022,
2020,09ES,gasBoilerProHigh,capaConvResi,0.319988638,
2020,09ES,oilLiquidBoilerProHigh,capaConvResi,0.177380947,
2020,09ES,bioBoilerProLow,capaConvResi,0.01935572,
2020,09ES,gasBoilerProLow,capaConvResi,0.041083555,
2020,09ES,gasEngineProLow,capaConvResi,0.217186368,
2020,09ES,oilLiquidBoilerProLow,capaConvResi,0.021738464,
2020,09ES,oilPlantProLowStock,capaConvResi,0.028348251,
2020,09ES,bioBoilerProMed,capaConvResi,0.022799623,
2020,09ES,bioChpProMed,capaConvResi,0.102520985,
2020,09ES,coalBoilerProMed,capaConvResi,0.008627517,
2020,09ES,eBoilerProMed,capaConvResi,0.012604219,
2020,09ES,gasBoilerProMed,capaConvResi,0.061503759,
2020,09ES,hardcoalPlantProMedStock,capaConvResi,0.027124574,
2020,09ES,gasEngineProMed,capaConvResi,0.331862986,
2020,09ES,oilLiquidBoilerProMed,capaConvResi,0.064310838,
2020,09ES,oilPlantProMedStock,capaConvResi,0.050880729,
2020,09ES,coalBoilerSpaceStock,capaConvResi,0.050176542,
2020,09ES,districtHeatSpace,capaConvResi,0.03350644,
2020,09ES,heatpumpAirSpace,capaConvResi,0.020355738,
2020,09ES,solarThermalSpace,capaConvResi,0.082766126,
2020,09ES,bioBoilerSpaceStock,capaConvResi,1.561242382,
2020,09ES,gasBoilerSpaceStock,capaConvResi,3.130968989,
2020,09ES,oilLiquidBoilerSpaceStock,capaConvResi,2.283710004,
2020,09ES,resistiveHeatSpaceStock,capaConvResi,0.927614765,
2020,10ES,coalBoilerProHigh,capaConvResi,0.042375831,
2020,10ES,eBoilerProHigh,capaConvResi,0.027027894,
2020,10ES,gasBoilerProHigh,capaConvResi,0.183774565,
2020,10ES,oilLiquidBoilerProHigh,capaConvResi,0.101872699,
2020,10ES,bioBoilerProLow,capaConvResi,0.011116298,
2020,10ES,gasBoilerProLow,capaConvResi,0.023594939,
2020,10ES,gasEngineProLow,capaConvResi,0.124733586,
2020,10ES,oilLiquidBoilerProLow,capaConvResi,0.012484746,
2020,10ES,bioBoilerProMed,capaConvResi,0.013094186,
2020,10ES,bioChpProMed,capaConvResi,0.058879433,
2020,10ES,eBoilerProMed,capaConvResi,0.007238803,
2020,10ES,gasBoilerProMed,capaConvResi,0.035322587,
2020,10ES,gasEngineProMed,capaConvResi,0.190594192,
2020,10ES,oilLiquidBoilerProMed,capaConvResi,0.036934738,
2020,10ES,oilPlantProMedStock,capaConvResi,0.029221612,
2020,10ES,heatpumpAirSpace,capaConvResi,0.012487231,
2020,10ES,solarThermalSpace,capaConvResi,0.050772895,
2020,10ES,bioBoilerSpaceStock,capaConvResi,0.957744428,
2020,10ES,gasBoilerSpaceStock,capaConvResi,1.920693505,
2020,10ES,oilLiquidBoilerSpaceStock,capaConvResi,1.400942324,
2020,10ES,resistiveHeatSpaceStock,capaConvResi,0.569045449,
2020,11ES,bioBoilerProHigh,capaConvResi,0.042912075,
2020,11ES,coalBoilerProHigh,capaConvResi,0.292220006,
2020,11ES,eBoilerProHigh,capaConvResi,0.186381979,
2020,11ES,gasBoilerProHigh,capaConvResi,1.267293253,
2020,11ES,oilLiquidBoilerProHigh,capaConvResi,0.702505184,
2020,11ES,bioBoilerProLow,capaConvResi,0.057141921,
2020,11ES,ccgtGasChpProLow,capaConvResi,0.021796523,
2020,11ES,gasBoilerProLow,capaConvResi,0.121286798,
2020,11ES,resistiveHeatProLow,capaConvResi,0.015142864,
2020,11ES,gasEngineProLow,capaConvResi,0.641177206,
2020,11ES,oilLiquidBoilerProLow,capaConvResi,0.064176255,
2020,11ES,oilPlantProLowStock,capaConvResi,0.083689655,
2020,11ES,bioBoilerProMed,capaConvResi,0.079934824,
2020,11ES,bioChpProMed,capaConvResi,0.359435634,
2020,11ES,ccgtGasChpProMed,capaConvResi,0.03875107,
2020,11ES,coalBoilerProMed,capaConvResi,0.030247828,
2020,11ES,eBoilerProMed,capaConvResi,0.044190029,
2020,11ES,gasBoilerProMed,capaConvResi,0.215630414,
2020,11ES,hardcoalPlantProMedStock,capaConvResi,0.095097979,
2020,11ES,gasEngineProMed,capaConvResi,1.163502113,
2020,11ES,oilLiquidBoilerProMed,capaConvResi,0.225471956,
2020,11ES,oilPlantProMedStock,capaConvResi,0.178386378,
2020,11ES,coalBoilerSpaceStock,capaConvResi,0.081353841,
2020,11ES,districtHeatSpace,capaConvResi,0.054325737,
2020,11ES,heatpumpAirSpace,capaConvResi,0.033003818,
2020,11ES,solarThermalSpace,capaConvResi,0.13419303,
2020,11ES,bioBoilerSpaceStock,capaConvResi,2.531323589,
2020,11ES,gasBoilerSpaceStock,capaConvResi,5.076403094,
2020,11ES,oilLiquidBoilerSpaceStock,capaConvResi,3.702697973,
2020,11ES,resistiveHeatSpaceStock,capaConvResi,1.503990132,
2020,12PT,bioBoilerProHigh,capaConvResi,0.081940118,
2020,12PT,coalBoilerProHigh,capaConvResi,0.053796728,
2020,12PT,eBoilerProHigh,capaConvResi,0.092545456,
2020,12PT,gasBoilerProHigh,capaConvResi,0.444179903,
2020,12PT,oilLiquidBoilerProHigh,capaConvResi,0.331606666,
2020,12PT,bioBoilerProLow,capaConvResi,0.059165221,
2020,12PT,ccgtGasChpProLow,capaConvResi,0.031416424,
2020,12PT,districtHeatPro,capaConvResi,0.275846732,
2020,12PT,gasBoilerProLow,capaConvResi,0.133806396,
2020,12PT,resistiveHeatProLow,capaConvResi,0.011441019,
2020,12PT,gasEngineProLow,capaConvResi,0.159197637,
2020,12PT,oilLiquidBoilerProLow,capaConvResi,0.076310518,
2020,12PT,oilPlantProLowStock,capaConvResi,0.020362838,
2020,12PT,bioBoilerProMed,capaConvResi,0.52670587,
2020,12PT,bioChpProMed,capaConvResi,0.570918323,
2020,12PT,ccgtGasChpProMed,capaConvResi,0.037119947,
2020,12PT,coalBoilerProMed,capaConvResi,0.027285235,
2020,12PT,eBoilerProMed,capaConvResi,0.018420512,
2020,12PT,gasBoilerProMed,capaConvResi,0.158098401,
2020,12PT,hardcoalPlantProMedStock,capaConvResi,0.023210199,
2020,12PT,gasEngineProMed,capaConvResi,0.188099319,
2020,12PT,oilLiquidBoilerProMed,capaConvResi,0.238513235,
2020,12PT,oilPlantProMedStock,capaConvResi,0.088009351,
2020,12PT,districtHeatSpace,capaConvResi,0.10357151,
2020,12PT,solarThermalSpace,capaConvResi,0.060825993,
2020,12PT,bioBoilerSpaceStock,capaConvResi,1.537369339,
2020,12PT,gasBoilerSpaceStock,capaConvResi,2.075941958,
2020,12PT,oilLiquidBoilerSpaceStock,capaConvResi,1.35329463,
2020,12PT,resistiveHeatSpaceStock,capaConvResi,0.764922873,
2020,13PT,bioBoilerProHigh,capaConvResi,0.052365662,
2020,13PT,coalBoilerProHigh,capaConvResi,0.03438,
2020,13PT,eBoilerProHigh,capaConvResi,0.05914324,
2020,13PT,gasBoilerProHigh,capaConvResi,0.283863084,
2020,13PT,oilLiquidBoilerProHigh,capaConvResi,0.211920644,
2020,13PT,bioBoilerProLow,capaConvResi,0.039437725,
2020,13PT,ccgtGasChpProLow,capaConvResi,0.020941226,
2020,13PT,districtHeatPro,capaConvResi,0.183870985,
2020,13PT,gasBoilerProLow,capaConvResi,0.089191246,
2020,13PT,resistiveHeatProLow,capaConvResi,0.007626233,
2020,13PT,gasEngineProLow,capaConvResi,0.10611627,
2020,13PT,oilLiquidBoilerProLow,capaConvResi,0.050866255,
2020,13PT,bioBoilerProMed,capaConvResi,0.278471803,
2020,13PT,bioChpProMed,capaConvResi,0.301847129,
2020,13PT,coalBoilerProMed,capaConvResi,0.014425829,
2020,13PT,eBoilerProMed,capaConvResi,0.009739009,
2020,13PT,gasBoilerProMed,capaConvResi,0.083587348,
2020,13PT,gasEngineProMed,capaConvResi,0.09944897,
2020,13PT,oilLiquidBoilerProMed,capaConvResi,0.126103038,
2020,13PT,oilPlantProMedStock,capaConvResi,0.046530946,
2020,13PT,districtHeatSpace,capaConvResi,0.083848115,
2020,13PT,solarThermalSpace,capaConvResi,0.049242739,
2020,13PT,bioBoilerSpaceStock,capaConvResi,1.244604053,
2020,13PT,gasBoilerSpaceStock,capaConvResi,1.680614872,
2020,13PT,oilLiquidBoilerSpaceStock,capaConvResi,1.095583174,
2020,13PT,resistiveHeatSpaceStock,capaConvResi,0.619256599,
2020,14FR,coalBoilerProHigh,capaConvResi,0.151661068,
2020,14FR,eBoilerProHigh,capaConvResi,0.018611138,
2020,14FR,gasBoilerProHigh,capaConvResi,0.15076316,
2020,14FR,oilLiquidBoilerProHigh,capaConvResi,0.090978834,
2020,14FR,bioBoilerProLow,capaConvResi,0.021700763,
2020,14FR,ccgtGasChpProLow,capaConvResi,0.22070364,
2020,14FR,coalBoilerProLow,capaConvResi,0.014517518,
2020,14FR,districtHeatPro,capaConvResi,0.022146257,
2020,14FR,gasBoilerProLow,capaConvResi,0.13322613,
2020,14FR,hardcoalPlantProLowStock,capaConvResi,0.02153471,
2020,14FR,resistiveHeatProLow,capaConvResi,0.007225496,
2020,14FR,gasEngineProLow,capaConvResi,0.069849847,
2020,14FR,oilLiquidBoilerProLow,capaConvResi,0.035439661,
2020,14FR,oilPlantProLowStock,capaConvResi,0.018482973,
2020,14FR,bioBoilerProMed,capaConvResi,0.044733348,
2020,14FR,bioChpProMed,capaConvResi,0.067730247,
2020,14FR,ccgtGasChpProMed,capaConvResi,0.200407527,
2020,14FR,coalBoilerProMed,capaConvResi,0.040841227,
2020,14FR,eBoilerProMed,capaConvResi,0.015562737,
2020,14FR,gasBoilerProMed,capaConvResi,0.12097453,
2020,14FR,hardcoalPlantProMedStock,capaConvResi,0.060582254,
2020,14FR,gasEngineProMed,capaConvResi,0.06342639,
2020,14FR,oilLiquidBoilerProMed,capaConvResi,0.088466355,
2020,14FR,oilPlantProMedStock,capaConvResi,0.032339494,
2020,14FR,coalBoilerSpaceStock,capaConvResi,0.072943989,
2020,14FR,districtHeatSpace,capaConvResi,0.916148223,
2020,14FR,heatpumpAirSpace,capaConvResi,0.243445084,
2020,14FR,solarThermalSpace,capaConvResi,0.03105047,
2020,14FR,bioBoilerSpaceStock,capaConvResi,3.249167385,
2020,14FR,gasBoilerSpaceStock,capaConvResi,8.513666119,
2020,14FR,oilLiquidBoilerSpaceStock,capaConvResi,3.73304644,
2020,14FR,resistiveHeatSpaceStock,capaConvResi,3.061110117,
2020,15FR,coalBoilerProHigh,capaConvResi,0.036847137,
2020,15FR,gasBoilerProHigh,capaConvResi,0.036628984,
2020,15FR,oilLiquidBoilerProHigh,capaConvResi,0.022103956,
2020,15FR,bioBoilerProLow,capaConvResi,0.008537042,
2020,15FR,ccgtGasChpProLow,capaConvResi,0.086824426,
2020,15FR,districtHeatPro,capaConvResi,0.008712299,
2020,15FR,gasBoilerProLow,capaConvResi,0.052410927,
2020,15FR,gasEngineProLow,capaConvResi,0.027478808,
2020,15FR,oilLiquidBoilerProLow,capaConvResi,0.013941901,
2020,15FR,bioBoilerProMed,capaConvResi,0.015896162,
2020,15FR,bioChpProMed,capaConvResi,0.024068196,
2020,15FR,ccgtGasChpProMed,capaConvResi,0.071215564,
2020,15FR,coalBoilerProMed,capaConvResi,0.014513083,
2020,15FR,gasBoilerProMed,capaConvResi,0.042988751,
2020,15FR,hardcoalPlantProMedStock,capaConvResi,0.02152813,
2020,15FR,gasEngineProMed,capaConvResi,0.022538805,
2020,15FR,oilLiquidBoilerProMed,capaConvResi,0.03143685,
2020,15FR,districtHeatSpace,capaConvResi,0.538208928,
2020,15FR,heatpumpAirSpace,capaConvResi,0.143016506,
2020,15FR,solarThermalSpace,capaConvResi,0.018241197,
2020,15FR,bioBoilerSpaceStock,capaConvResi,1.908785993,
2020,15FR,gasBoilerSpaceStock,capaConvResi,5.001517221,
2020,15FR,oilLiquidBoilerSpaceStock,capaConvResi,2.193050068,
2020,15FR,resistiveHeatSpaceStock,capaConvResi,1.798308126,
2020,16FR,bioBoilerProHigh,capaConvResi,0.009095585,
2020,16FR,coalBoilerProHigh,capaConvResi,0.195664147,
2020,16FR,eBoilerProHigh,capaConvResi,0.02401099,
2020,16FR,gasBoilerProHigh,capaConvResi,0.194505719,
2020,16FR,oilLiquidBoilerProHigh,capaConvResi,0.117375515,
2020,16FR,bioBoilerProLow,capaConvResi,0.017758153,
2020,16FR,ccgtGasChpProLow,capaConvResi,0.180606043,
2020,16FR,coalBoilerProLow,capaConvResi,0.011879965,
2020,16FR,districtHeatPro,capaConvResi,0.018122709,
2020,16FR,gasBoilerProLow,capaConvResi,0.10902151,
2020,16FR,gasEngineProLow,capaConvResi,0.057159477,
2020,16FR,oilLiquidBoilerProLow,capaConvResi,0.029000958,
2020,16FR,bioBoilerProMed,capaConvResi,0.036049851,
2020,16FR,bioChpProMed,capaConvResi,0.054582663,
2020,16FR,ccgtGasChpProMed,capaConvResi,0.161505045,
2020,16FR,coalBoilerProMed,capaConvResi,0.032913256,
2020,16FR,eBoilerProMed,capaConvResi,0.012541747,
2020,16FR,gasBoilerProMed,capaConvResi,0.097491333,
2020,16FR,hardcoalPlantProMedStock,capaConvResi,0.048822216,
2020,16FR,gasEngineProMed,capaConvResi,0.051114258,
2020,16FR,oilLiquidBoilerProMed,capaConvResi,0.071293543,
2020,16FR,oilPlantProMedStock,capaConvResi,0.026061852,
2020,16FR,coalBoilerSpaceStock,capaConvResi,0.070253896,
2020,16FR,districtHeatSpace,capaConvResi,0.882361694,
2020,16FR,heatpumpAirSpace,capaConvResi,0.234467099,
2020,16FR,solarThermalSpace,capaConvResi,0.029905363,
2020,16FR,bioBoilerSpaceStock,capaConvResi,3.129341701,
2020,16FR,gasBoilerSpaceStock,capaConvResi,8.199691568,
2020,16FR,oilLiquidBoilerSpaceStock,capaConvResi,3.595375833,
2020,16FR,resistiveHeatSpaceStock,capaConvResi,2.948219776,
2020,17FR,coalBoilerProHigh,capaConvResi,0.177519864,
2020,17FR,eBoilerProHigh,capaConvResi,0.021784409,
2020,17FR,gasBoilerProHigh,capaConvResi,0.176468859,
2020,17FR,oilLiquidBoilerProHigh,capaConvResi,0.106491075,
2020,17FR,bioBoilerProLow,capaConvResi,0.021429831,
2020,17FR,ccgtGasChpProLow,capaConvResi,0.217948176,
