timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2132873648472405,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.22101742289326745,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2159537051189328,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.30139093564958325,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2525279857375436,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.27080070177471377,inter_all_total32_ext8_noLiquid_onlyMulti
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4217807230828223,inter_all_total32_ext8_noLiquid_onlyMulti
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.28955958791503134,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3396645391014607,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.33705892864652975,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.35983014893029364,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4053261269863119,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2905295419733105,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3659968680475526,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.36049027744418816,inter_all_total32_ext8_noLiquid_onlyMulti
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4237517571768285,inter_all_total32_ext8_noLiquid_onlyMulti
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5089644593312868,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4829110740983372,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.44083827892411304,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.24233468891469478,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14853927110389611,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.13996590878633436,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14235454062172873,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3333841542807982,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34645619680613,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3695222061799075,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3607303934197491,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34259140433737023,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34756129156648813,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34522642671246784,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3505435476133635,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.42382651848837194,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.34802110454012475,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07535195999486735,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07504885613599852,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LV,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07532226057051025,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < BE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07480749448459652,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < LU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07501977376338376,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < NL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07487702355463176,inter_all_total32_ext8_noLiquid_onlyMulti
none,CH_ < CH,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07488663131769956,inter_all_total32_ext8_noLiquid_onlyMulti
none,DE_ < DE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07489459413795994,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < AT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07489732032606101,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < CZ,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07492508028627254,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07502177752386825,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07495597539800557,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < PL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07492703107114161,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SI,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07516345290726602,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07498528638073738,inter_all_total32_ext8_noLiquid_onlyMulti
none,FR_ < FR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07485483163575439,inter_all_total32_ext8_noLiquid_onlyMulti
none,IT_ < IT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07490374641977748,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < ES,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07488671699154578,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < PT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07489835547656722,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < DK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0749619484884539,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < FI,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07509512729595562,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < NO,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07503853714296897,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < SE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07501498215884632,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < AL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07494754230005357,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BA,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07496435833069932,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BG,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07515759681084824,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < GR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07490738935500199,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < ME,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07529545486388078,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < MK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07497482234748482,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RO,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07522626946099358,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RS,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0750211831267956,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < IE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07494116337383133,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < UK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.07490210076657956,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < EE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.07631388463431149,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.1303815654932982,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LV,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.18903383223648831,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < BE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.04787263597462441,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < LU,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.12003317522134482,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < NL,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.08449844810097798,inter_all_total32_ext8_noLiquid_onlyMulti
none,CH_ < CH,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.2831240226480171,inter_all_total32_ext8_noLiquid_onlyMulti
none,DE_ < DE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,1.3178236470826306,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < AT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.1504945807668602,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < CZ,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.31858707283112614,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HR,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.04711244899489395,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HU,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.17814508030021245,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < PL,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.7508746489094534,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SI,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.0798821193027282,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.3397175285944275,inter_all_total32_ext8_noLiquid_onlyMulti
none,FR_ < FR,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.12782784355753668,inter_all_total32_ext8_noLiquid_onlyMulti
none,IT_ < IT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.5290716665985264,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < ES,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.12070212715892584,inter_all_total32_ext8_noLiquid_onlyMulti
none,Iberia < PT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.059042254994665845,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < DK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.4342974260605265,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < FI,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.17380999562246968,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < NO,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.08527112979684084,inter_all_total32_ext8_noLiquid_onlyMulti
none,Scan < SE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.15516036369092226,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < AL,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.08919695071066334,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BA,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.04708910217948823,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < BG,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.21929633533829002,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < GR,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.06637514461471893,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < ME,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.049698922741351154,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < MK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.05757957899487551,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RO,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.11864065839546017,inter_all_total32_ext8_noLiquid_onlyMulti
none,SouthEast < RS,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.09442725849703357,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < IE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.04732136699469499,inter_all_total32_ext8_noLiquid_onlyMulti
none,UkPlus < UK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.4569761925076899,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < EE,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.6027892046428042,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LT,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,1.7534091049460867,inter_all_total32_ext8_noLiquid_onlyMulti
none,Balt < LV,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,1.0933444017835823,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < BE,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.06556660651720334,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < LU,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.5952027922256437,inter_all_total32_ext8_noLiquid_onlyMulti
none,Benelux < NL,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.9652708109003544,inter_all_total32_ext8_noLiquid_onlyMulti
none,CH_ < CH,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,1.7925410495559153,inter_all_total32_ext8_noLiquid_onlyMulti
none,DE_ < DE,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,33.02364509191471,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < AT,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,2.8950343373655105,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < CZ,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,4.251719671045066,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HR,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.06310750910884765,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < HU,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,1.6411000207989228,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < PL,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,8.467595195267275,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SI,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,0.28261435419212544,inter_all_total32_ext8_noLiquid_onlyMulti
none,East < SK,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,2.15976912213421,inter_all_total32_ext8_noLiquid_onlyMulti
none,FR_ < FR,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,11.958703260688864,inter_all_total32_ext8_noLiquid_onlyMulti
none,IT_ < IT,none,none,networkHeat < pitThermalStorage,none,none,costOprStSize,17.084673912685435,inter_all_total32_ext8_noLiquid_onlyMulti
