region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,AT,at,49AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,AT,at,50AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,AT,at,50AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,AT,at,51AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,AT,at,51AT,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,BE,be,28BE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,BE,be,28BE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,BG,bg,66BG,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,BG,bg,66BG,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,CZ,cz,39CZ,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,CZ,cz,39CZ,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,CZ,cz,40CZ,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,CZ,cz,40CZ,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DE,de,31DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,31DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DE,de,32DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,32DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DE,de,33DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,33DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DE,de,34DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,34DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,0.9999999999999999
EU,DE,de,35DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,35DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DE,de,36DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,36DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,0.9999999999999999
EU,DE,de,37DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DE,de,37DE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,DK,dk_e,72DK,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DK,dk_e,72DK,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,0.9999999999999999
EU,DK,dk_w,38DK,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,DK,dk_w,38DK,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,EE,ee,73EE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,EE,ee,73EE,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,ES,es,01ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,ES,es,01ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,ES,es,02ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,ES,es,02ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,ES,es,03ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,ES,es,03ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,ES,es,04ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,ES,es,04ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
EU,ES,es,05ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,,desFac,0.0
EU,ES,es,05ES,spaceHeat,solar,rooftopResi_b,solarThermalResi_b,1,desFac,1.0
