region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,AT,at,50AT,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,AT,at,51AT,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,BE,be,28BE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,BG,bg,66BG,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,CZ,cz,39CZ,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,CZ,cz,40CZ,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,31DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,32DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,33DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,34DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,35DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,36DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DE,de,37DE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DK,dk_e,72DK,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,DK,dk_w,38DK,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,EE,ee,73EE,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,01ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,02ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,03ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,04ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,05ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,06ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,07ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
EU,ES,es,08ES,processHeat_high,miscProHeat,gasBoilerPro,gasBoilerProHigh,,desFac,0.987884615
