region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,BE,be,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,BG,bg,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,CZ,cz,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,DE,de,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,DK,dk_e,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,DK,dk_w,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,EE,ee,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,ES,es,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,FI,fi,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,FR,fr,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,FR,fr_co,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,GR,gr,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,HR,hr,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,HU,hu,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IE,ie,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_cn,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_cs,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_n,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_s,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_sar,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,IT,it_sic,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,LT,lt,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,LU,lu,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,LV,lv,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,NL,nl,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,PL,pl,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,PT,pt,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,RO,ro,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SE,se_1,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SE,se_2,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SE,se_3,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SE,se_4,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SI,si,psngRail,transport,,dieselPsngRail,,desFac,6.878
EU,SK,sk,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,AL,al,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,BA,ba,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,CH,ch,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,ME,me,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,MK,mk,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,NO,no_m,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,NO,no_n,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,NO,no_s,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,RS,rs,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,UK,ni,psngRail,transport,,dieselPsngRail,,desFac,6.878
nonEU,UK,uk,psngRail,transport,,dieselPsngRail,,desFac,6.878
