region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,BE,be,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,BG,bg,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,CZ,cz,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,DE,de,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,DK,dk_e,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,DK,dk_w,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,EE,ee,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,ES,es,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,FI,fi,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,FR,fr,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,FR,fr_co,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,GR,gr,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,HR,hr,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,HU,hu,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IE,ie,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_cn,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_cs,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_n,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_s,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_sar,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,IT,it_sic,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,LT,lt,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,LU,lu,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,LV,lv,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,NL,nl,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,PL,pl,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,PT,pt,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,RO,ro,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SE,se_1,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SE,se_2,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SE,se_3,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SE,se_4,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SI,si,frtRail,transport,,dieselFrtRail,,desFac,19.114
EU,SK,sk,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,AL,al,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,BA,ba,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,CH,ch,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,ME,me,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,MK,mk,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,NO,no_m,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,NO,no_n,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,NO,no_s,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,RS,rs,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,UK,ni,frtRail,transport,,dieselFrtRail,,desFac,19.114
nonEU,UK,uk,frtRail,transport,,dieselFrtRail,,desFac,19.114
