region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,AT,at,50AT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,AT,at,51AT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,BE,be,28BE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,BG,bg,66BG,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,CZ,cz,39CZ,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,CZ,cz,40CZ,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,31DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,32DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,33DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,34DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,35DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,36DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DE,de,37DE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DK,dk_e,72DK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,DK,dk_w,38DK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,EE,ee,73EE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,01ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,02ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,03ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,04ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,05ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,06ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,07ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,08ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,09ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,10ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,ES,es,11ES,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FI,fi,74FI,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FI,fi,75FI,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,14FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,15FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
