region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,BE,be,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,BG,bg,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,CZ,cz,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,DE,de,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.8042558444889614
EU,DK,dk_e,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,DK,dk_w,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,EE,ee,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,ES,es,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488959
EU,FI,fi,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,FR,fr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.8042558444889583
EU,FR,fr_co,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,GR,gr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,HR,hr,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,HU,hu,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IE,ie,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_cn,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_cs,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_n,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_s,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_sar,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,IT,it_sic,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,LT,lt,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,LU,lu,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,LV,lv,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,NL,nl,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,PL,pl,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.8042558444889605
EU,PT,pt,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,RO,ro,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SE,se_1,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SE,se_2,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SE,se_3,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SE,se_4,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SI,si,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
EU,SK,sk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,AL,al,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,BA,ba,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,CH,ch,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,ME,me,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,MK,mk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,NO,no_m,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,NO,no_n,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,NO,no_s,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488962
nonEU,RS,rs,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,UK,ni,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.804255844488961
nonEU,UK,uk,psngRoadPub,transport,bev,bevPsngRoadPub,,desFac,3.8042558444889605
