region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,AT,at,50AT,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,AT,at,51AT,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,BE,be,28BE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,BG,bg,66BG,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,CZ,cz,39CZ,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,CZ,cz,40CZ,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,31DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,32DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,33DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,34DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,35DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,36DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DE,de,37DE,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
EU,DK,dk_e,72DK,processHeat_low,miscProHeat,h2BoilerPro,h2BoilerProLow,,desFac,1.0085025641141026
