region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,BE,be,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,BG,bg,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,CZ,cz,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,DE,de,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.32899999999999996
EU,DK,dk_e,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,DK,dk_w,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,EE,ee,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,ES,es,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,FI,fi,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,FR,fr,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,FR,fr_co,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,GR,gr,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,HR,hr,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,HU,hu,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IE,ie,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_cn,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_cs,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_n,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_s,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_sar,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,IT,it_sic,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,LT,lt,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,LU,lu,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,LV,lv,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,NL,nl,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,PL,pl,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,PT,pt,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,RO,ro,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SE,se_1,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SE,se_2,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SE,se_3,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SE,se_4,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SI,si,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
EU,SK,sk,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,AL,al,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,BA,ba,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,CH,ch,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,ME,me,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,MK,mk,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,NO,no_m,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,NO,no_n,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,NO,no_s,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,RS,rs,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,UK,ni,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
nonEU,UK,uk,frtRoadLight,transport,,fcFrtRoadLight,,desFac,0.329
