region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,BE,be,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,BG,bg,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,CZ,cz,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,DE,de,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876727
EU,DK,dk_e,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,DK,dk_w,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,EE,ee,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,ES,es,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.1687988735487672
EU,FI,fi,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,FR,fr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876716
EU,FR,fr_co,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,GR,gr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,HR,hr,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,HU,hu,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IE,ie,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_cn,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_cs,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_n,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_s,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_sar,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,IT,it_sic,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,LT,lt,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,LU,lu,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,LV,lv,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,NL,nl,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,PL,pl,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,PT,pt,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,RO,ro,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SE,se_1,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SE,se_2,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SE,se_3,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SE,se_4,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SI,si,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
EU,SK,sk,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,AL,al,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,BA,ba,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,CH,ch,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,ME,me,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,MK,mk,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,NO,no_m,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,NO,no_n,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,NO,no_s,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,RS,rs,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,UK,ni,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
nonEU,UK,uk,frtRoadLight,transport,bev,bevFrtRoadLight,,desFac,0.16879887354876724
