region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,49AT,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9846236577778726
EU,AT,at,49AT,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,AT,at,50AT,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8930916267009312
EU,AT,at,50AT,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,AT,at,51AT,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.865494842475433
EU,AT,at,51AT,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,BE,be,28BE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.41
EU,BE,be,28BE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,BG,bg,66BG,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.809999999999999
EU,BG,bg,66BG,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,CZ,cz,39CZ,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9063131216352436
EU,CZ,cz,39CZ,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,CZ,cz,40CZ,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8680386405642557
EU,CZ,cz,40CZ,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DE,de,31DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,31DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DE,de,32DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,32DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DE,de,33DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,33DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DE,de,34DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,34DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,DE,de,35DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,35DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DE,de,36DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,36DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,DE,de,37DE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.23
EU,DE,de,37DE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,DK,dk_e,72DK,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9
EU,DK,dk_e,72DK,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,DK,dk_w,38DK,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9
EU,DK,dk_w,38DK,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,EE,ee,73EE,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9
EU,EE,ee,73EE,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,01ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.81
EU,ES,es,01ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,02ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,02ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,03ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.81
EU,ES,es,03ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,04ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.809999999999999
EU,ES,es,04ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,05ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,05ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,06ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.809999999999999
EU,ES,es,06ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,07ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,07ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,08ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,08ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,09ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.81
EU,ES,es,09ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,10ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,10ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,ES,es,11ES,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.8099999999999996
EU,ES,es,11ES,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FI,fi,74FI,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9000000000000004
EU,FI,fi,74FI,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FI,fi,75FI,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,3.9
EU,FI,fi,75FI,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,14FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,14FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,15FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,15FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,16FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,16FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,FR,fr,17FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,17FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,18FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,18FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,19FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,19FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,FR,fr,20FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,20FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,21FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,21FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,0.9999999999999999
EU,FR,fr,22FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,22FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,23FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,23FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,24FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,24FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,25FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,25FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,26FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,26FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
EU,FR,fr,27FR,spaceHeat,heatpump,,heatpumpGroundSpace,,desFac,4.657500000000001
EU,FR,fr,27FR,spaceHeat,heatpump,,heatpumpGroundSpace,1,desFac,1.0
