timestep_5,region_4,technology_2,parameter,value
h0001,01ES,offshore,avaConv,0.17843727846043
h0002,01ES,offshore,avaConv,0.40662492437703
h0003,01ES,offshore,avaConv,0.597504660088344
h0004,01ES,offshore,avaConv,0.55860543810046
h0005,01ES,offshore,avaConv,0.536517142783282
h0006,01ES,offshore,avaConv,0.440659518751573
h0007,01ES,offshore,avaConv,0.415156190417959
h0008,01ES,offshore,avaConv,0.237796958609153
h0009,01ES,offshore,avaConv,0.0901800525576089
h0010,01ES,offshore,avaConv,0.390159419889106
h0011,01ES,offshore,avaConv,0.719676414463092
h0012,01ES,offshore,avaConv,0.776250543226012
h0013,01ES,offshore,avaConv,0.507884473596061
h0014,01ES,offshore,avaConv,0.260047201544555
h0015,01ES,offshore,avaConv,0.296832973902749
h0016,01ES,offshore,avaConv,0.382958884884721
h0017,01ES,offshore,avaConv,0.636598920846393
h0018,01ES,offshore,avaConv,0.583035695286451
h0019,01ES,offshore,avaConv,0.443517743343494
h0020,01ES,offshore,avaConv,0.146924496486679
h0021,01ES,offshore,avaConv,0.0684310611636818
h0022,01ES,offshore,avaConv,0.0599606902601258
h0023,01ES,offshore,avaConv,0.0301651885671749
h0024,01ES,offshore,avaConv,0.126861085673245
h0025,01ES,offshore,avaConv,0.197892384888372
h0026,01ES,offshore,avaConv,0.19319026241972
h0027,01ES,offshore,avaConv,0.0738288840227254
h0028,01ES,offshore,avaConv,0.00865016599734541
h0029,01ES,offshore,avaConv,0.0222977083625911
h0030,01ES,offshore,avaConv,0.0183325973346121
h0031,01ES,offshore,avaConv,0.246153719035308
h0032,01ES,offshore,avaConv,0.308081109845167
h0033,01ES,offshore,avaConv,0.647927557939944
h0034,01ES,offshore,avaConv,0.583541555171567
h0035,01ES,offshore,avaConv,0.860073953035508
h0036,01ES,offshore,avaConv,0.660042145184212
h0037,01ES,offshore,avaConv,0.543800036840212
h0038,01ES,offshore,avaConv,0.227303793329104
h0039,01ES,offshore,avaConv,0.0924004247486831
h0040,01ES,offshore,avaConv,0.0302267902593831
h0041,01ES,offshore,avaConv,0.0226476742626402
h0042,01ES,offshore,avaConv,0.0175558833349799
h0043,01ES,offshore,avaConv,0.0866577123314938
h0044,01ES,offshore,avaConv,0.102734764915839
h0045,01ES,offshore,avaConv,0.138302398872694
h0046,01ES,offshore,avaConv,0.0919796004027509
h0047,01ES,offshore,avaConv,0.149468669507804
h0048,01ES,offshore,avaConv,0.138395959780347
h0049,01ES,offshore,avaConv,0.13114707699721
