timestep_4,region_4,carrier_1,parameter,value
hh0001,01ES,spaceHeat,mustOut,0.36760641504610897
hh0002,01ES,spaceHeat,mustOut,0.7436998073088925
hh0003,01ES,spaceHeat,mustOut,0.6861393233765758
hh0004,01ES,spaceHeat,mustOut,0.6191320833188245
hh0005,01ES,spaceHeat,mustOut,0.517922703747023
hh0006,01ES,spaceHeat,mustOut,0.3333486572859155
hh0007,01ES,spaceHeat,mustOut,0.24209700745662824
hh0008,01ES,spaceHeat,mustOut,0.5216707018176397
hh0009,01ES,spaceHeat,mustOut,0.4286760204832883
hh0010,01ES,spaceHeat,mustOut,0.405393150448224
hh0011,01ES,spaceHeat,mustOut,0.6065810976167852
hh0012,01ES,spaceHeat,mustOut,0.4620215572626165
hh0013,01ES,spaceHeat,mustOut,0.23517896028772325
hh0014,01ES,spaceHeat,mustOut,0.2598677899596795
hh0015,01ES,spaceHeat,mustOut,0.203840786113063
hh0016,01ES,spaceHeat,mustOut,0.16315247890395299
hh0017,01ES,spaceHeat,mustOut,0.26731096832919277
hh0018,01ES,spaceHeat,mustOut,0.16587584038554698
hh0019,01ES,spaceHeat,mustOut,0.09816942958131983
hh0020,01ES,spaceHeat,mustOut,0.29204194905769026
hh0021,01ES,spaceHeat,mustOut,0.267093115051882
hh0022,01ES,spaceHeat,mustOut,0.2591327246205545
hh0023,01ES,spaceHeat,mustOut,0.2630951825742825
hh0024,01ES,spaceHeat,mustOut,0.11481507912937003
hh0025,01ES,spaceHeat,mustOut,0.034325854503179674
hh0026,01ES,spaceHeat,mustOut,0.15057131689257655
hh0027,01ES,spaceHeat,mustOut,0.08500442861747189
hh0028,01ES,spaceHeat,mustOut,0.0730708671192377
hh0029,01ES,spaceHeat,mustOut,0.16627549036463674
hh0030,01ES,spaceHeat,mustOut,0.05580519960761385
hh0031,01ES,spaceHeat,mustOut,0.062067868113121524
hh0032,01ES,spaceHeat,mustOut,0.1563190864570615
hh0033,01ES,spaceHeat,mustOut,0.06687781547934588
hh0034,01ES,spaceHeat,mustOut,0.019289419341104848
hh0035,01ES,spaceHeat,mustOut,0.031041382827826126
