timestep_4,region_2,technology_3,parameter,value
hh0001,AL,heatpumpGroundSpace,effConv,4.476691983466215
hh0002,AL,heatpumpGroundSpace,effConv,4.537928010920975
hh0003,AL,heatpumpGroundSpace,effConv,4.646502999465028
hh0004,AL,heatpumpGroundSpace,effConv,5.053214539890368
hh0005,AL,heatpumpGroundSpace,effConv,5.15291033875906
hh0006,AL,heatpumpGroundSpace,effConv,4.9008492648237105
hh0007,AL,heatpumpGroundSpace,effConv,4.505347004171685
hh0008,AL,heatpumpGroundSpace,effConv,4.5932514579829675
hh0009,AL,heatpumpGroundSpace,effConv,4.764851063300948
hh0010,AL,heatpumpGroundSpace,effConv,4.924487965183271
hh0011,AL,heatpumpGroundSpace,effConv,4.6782684135765225
hh0012,AL,heatpumpGroundSpace,effConv,4.198498625282093
hh0013,AL,heatpumpGroundSpace,effConv,4.395237301701668
hh0014,AL,heatpumpGroundSpace,effConv,4.66959782222551
hh0015,AL,heatpumpGroundSpace,effConv,4.799340657211882
hh0016,AL,heatpumpGroundSpace,effConv,4.955444661916291
hh0017,AL,heatpumpGroundSpace,effConv,4.781073218272403
hh0018,AL,heatpumpGroundSpace,effConv,5.136638208921798
hh0019,AL,heatpumpGroundSpace,effConv,5.027836658647132
hh0020,AL,heatpumpGroundSpace,effConv,4.50000650345132
hh0021,AL,heatpumpGroundSpace,effConv,4.561192748066945
hh0022,AL,heatpumpGroundSpace,effConv,5.26874398405568
hh0023,AL,heatpumpGroundSpace,effConv,5.416676043880813
hh0024,AL,heatpumpGroundSpace,effConv,5.258133643585458
hh0025,AL,heatpumpGroundSpace,effConv,5.374833566226246
hh0026,AL,heatpumpGroundSpace,effConv,5.150099879107322
hh0027,AL,heatpumpGroundSpace,effConv,5.39565634981526
hh0028,AL,heatpumpGroundSpace,effConv,5.728653265826682
hh0029,AL,heatpumpGroundSpace,effConv,5.755287640575167
hh0030,AL,heatpumpGroundSpace,effConv,5.718623886828285
hh0031,AL,heatpumpGroundSpace,effConv,5.510970591257927
hh0032,AL,heatpumpGroundSpace,effConv,5.602242889275855
hh0033,AL,heatpumpGroundSpace,effConv,5.819139995188188
hh0034,AL,heatpumpGroundSpace,effConv,6.208101885562237
hh0035,AL,heatpumpGroundSpace,effConv,6.029668464941917
hh0036,AL,heatpumpGroundSpace,effConv,6.278014421153218
hh0037,AL,heatpumpGroundSpace,effConv,6.2232059670815225
hh0038,AL,heatpumpGroundSpace,effConv,6.242523985694037
hh0039,AL,heatpumpGroundSpace,effConv,6.252421479709027
hh0040,AL,heatpumpGroundSpace,effConv,6.302372869994828
hh0041,AL,heatpumpGroundSpace,effConv,6.302361053501644
hh0042,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0043,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0044,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0045,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0046,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0047,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0048,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0049,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0050,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0051,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0052,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0053,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0054,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0055,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0056,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0057,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0058,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0059,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0060,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0061,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0062,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0063,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0064,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0065,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0066,AL,heatpumpGroundSpace,effConv,6.31999999999999
hh0067,AL,heatpumpGroundSpace,effConv,6.315438366027919
hh0068,AL,heatpumpGroundSpace,effConv,6.310874367504765
hh0069,AL,heatpumpGroundSpace,effConv,6.31674511738464
hh0070,AL,heatpumpGroundSpace,effConv,6.31869836040503
hh0071,AL,heatpumpGroundSpace,effConv,6.316745509198615
hh0072,AL,heatpumpGroundSpace,effConv,6.31282956861513
hh0073,AL,heatpumpGroundSpace,effConv,6.2662179890752725
hh0074,AL,heatpumpGroundSpace,effConv,6.307612760021025
hh0075,AL,heatpumpGroundSpace,effConv,6.299116541064375
hh0076,AL,heatpumpGroundSpace,effConv,6.31609429758716
hh0077,AL,heatpumpGroundSpace,effConv,6.280033733786215
hh0078,AL,heatpumpGroundSpace,effConv,6.043198990756378
hh0079,AL,heatpumpGroundSpace,effConv,5.890512326547534
hh0080,AL,heatpumpGroundSpace,effConv,5.655014765135495
hh0081,AL,heatpumpGroundSpace,effConv,5.704348749481888
hh0082,AL,heatpumpGroundSpace,effConv,5.869499330174125
hh0083,AL,heatpumpGroundSpace,effConv,5.804031738331883
hh0084,AL,heatpumpGroundSpace,effConv,5.700293608972395
