timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s1980,wind,avaConv,0.366242429887452
h0002,LU,s1980,wind,avaConv,0.271072420006465
h0003,LU,s1980,wind,avaConv,0.202275220387805
h0004,LU,s1980,wind,avaConv,0.203418393230404
h0005,LU,s1980,wind,avaConv,0.151747634720516
h0006,LU,s1980,wind,avaConv,0.156639821106347
h0007,LU,s1980,wind,avaConv,0.149487690068275
h0008,LU,s1980,wind,avaConv,0.13380122563283
h0009,LU,s1980,wind,avaConv,0.120267997173623
h0010,LU,s1980,wind,avaConv,0.203875219968085
h0011,LU,s1980,wind,avaConv,0.256059396450649
h0012,LU,s1980,wind,avaConv,0.287001780662407
h0013,LU,s1980,wind,avaConv,0.296026642564983
h0014,LU,s1980,wind,avaConv,0.258286310525842
h0015,LU,s1980,wind,avaConv,0.179438756184916
h0016,LU,s1980,wind,avaConv,0.0993239167075508
h0017,LU,s1980,wind,avaConv,0.0916269945574155
h0018,LU,s1980,wind,avaConv,0.122276126769116
h0019,LU,s1980,wind,avaConv,0.16496345989432
h0020,LU,s1980,wind,avaConv,0.242352727517292
h0021,LU,s1980,wind,avaConv,0.221276168255421
h0022,LU,s1980,wind,avaConv,0.259955253549339
h0023,LU,s1980,wind,avaConv,0.22084775445758
h0024,LU,s1980,wind,avaConv,0.249225024464859
h0025,LU,s1980,wind,avaConv,0.403287024845209
h0026,LU,s1980,wind,avaConv,0.508408810953152
h0027,LU,s1980,wind,avaConv,0.463376923136845
h0028,LU,s1980,wind,avaConv,0.410122146088469
h0029,LU,s1980,wind,avaConv,0.455476526653177
h0030,LU,s1980,wind,avaConv,0.418946257783417
h0031,LU,s1980,wind,avaConv,0.4153159509471
h0032,LU,s1980,wind,avaConv,0.419740892190532
h0033,LU,s1980,wind,avaConv,0.554796577311411
h0034,LU,s1980,wind,avaConv,0.557643144013774
h0035,LU,s1980,wind,avaConv,0.401649967506618
h0036,LU,s1980,wind,avaConv,0.599071003839607
h0037,LU,s1980,wind,avaConv,0.596616070476142
h0038,LU,s1980,wind,avaConv,0.601111730398975
h0039,LU,s1980,wind,avaConv,0.441144522355116
h0040,LU,s1980,wind,avaConv,0.358265871080032
h0041,LU,s1980,wind,avaConv,0.370579526065117
h0042,LU,s1980,wind,avaConv,0.409526093537273
h0043,LU,s1980,wind,avaConv,0.399693970124193
h0044,LU,s1980,wind,avaConv,0.367320725132871
h0045,LU,s1980,wind,avaConv,0.256538875691998
h0046,LU,s1980,wind,avaConv,0.337894047206665
h0047,LU,s1980,wind,avaConv,0.25861661872386
h0048,LU,s1980,wind,avaConv,0.18418776955844
h0049,LU,s1980,wind,avaConv,0.174861487043998
h0050,LU,s1980,wind,avaConv,0.125251027970455
h0051,LU,s1980,wind,avaConv,0.0732383593547583
h0052,LU,s1980,wind,avaConv,0.0714244287300727
h0053,LU,s1980,wind,avaConv,0.086465865390199
h0054,LU,s1980,wind,avaConv,0.0612224552303238
h0055,LU,s1980,wind,avaConv,0.019982320506151
h0056,LU,s1980,wind,avaConv,6.25098692996443e-5
h0057,LU,s1980,wind,avaConv,0.0
h0058,LU,s1980,wind,avaConv,2.08366230998814e-5
h0059,LU,s1980,wind,avaConv,0.00582146815316336
h0060,LU,s1980,wind,avaConv,0.00766030008310676
h0061,LU,s1980,wind,avaConv,0.0192239940504181
h0062,LU,s1980,wind,avaConv,0.0424073803812988
h0063,LU,s1980,wind,avaConv,0.0431953046437574
h0064,LU,s1980,wind,avaConv,0.00338421474819801
h0065,LU,s1980,wind,avaConv,0.00653749023985695
h0066,LU,s1980,wind,avaConv,0.0834243505289295
h0067,LU,s1980,wind,avaConv,0.140811447227293
h0068,LU,s1980,wind,avaConv,0.187162197973263
h0069,LU,s1980,wind,avaConv,0.202641598648878
h0070,LU,s1980,wind,avaConv,0.255619658378748
h0071,LU,s1980,wind,avaConv,0.288407346550749
h0072,LU,s1980,wind,avaConv,0.438412756434289
h0073,LU,s1980,wind,avaConv,0.544762719120835
h0074,LU,s1980,wind,avaConv,0.654594607337015
h0075,LU,s1980,wind,avaConv,0.717374284658071
h0076,LU,s1980,wind,avaConv,0.709603368730593
h0077,LU,s1980,wind,avaConv,0.868906882177928
h0078,LU,s1980,wind,avaConv,0.881867260467783
h0079,LU,s1980,wind,avaConv,0.783118995110579
h0080,LU,s1980,wind,avaConv,0.638721005728806
h0081,LU,s1980,wind,avaConv,0.572705890069274
h0082,LU,s1980,wind,avaConv,0.546467295065094
h0083,LU,s1980,wind,avaConv,0.564935408983623
h0084,LU,s1980,wind,avaConv,0.566191841722051
h0085,LU,s1980,wind,avaConv,0.560269505970601
h0086,LU,s1980,wind,avaConv,0.519226411580536
h0087,LU,s1980,wind,avaConv,0.563504076421545
h0088,LU,s1980,wind,avaConv,0.624491962454388
h0089,LU,s1980,wind,avaConv,0.634615561362533
h0090,LU,s1980,wind,avaConv,0.709949935579969
h0091,LU,s1980,wind,avaConv,0.910457829604783
h0092,LU,s1980,wind,avaConv,0.805480519034804
h0093,LU,s1980,wind,avaConv,0.666563703763748
h0094,LU,s1980,wind,avaConv,0.500091049644874
h0095,LU,s1980,wind,avaConv,0.322657384741223
h0096,LU,s1980,wind,avaConv,0.228379916468083
h0097,LU,s1980,wind,avaConv,0.148036702907685
h0098,LU,s1980,wind,avaConv,0.0770211133730109
h0099,LU,s1980,wind,avaConv,0.0319782168309242
h0100,LU,s1980,wind,avaConv,0.0147433309428775
h0101,LU,s1980,wind,avaConv,0.00734696143823934
h0102,LU,s1980,wind,avaConv,0.0101763222951283
h0103,LU,s1980,wind,avaConv,0.0333087616788734
h0104,LU,s1980,wind,avaConv,0.0571600644955222
h0105,LU,s1980,wind,avaConv,0.0822878077499241
h0106,LU,s1980,wind,avaConv,0.11280939477232
h0107,LU,s1980,wind,avaConv,0.195045544731663
h0108,LU,s1980,wind,avaConv,0.260116303648407
h0109,LU,s1980,wind,avaConv,0.30478781162241
h0110,LU,s1980,wind,avaConv,0.279732088935492
h0111,LU,s1980,wind,avaConv,0.231671156412408
h0112,LU,s1980,wind,avaConv,0.192231337489653
h0113,LU,s1980,wind,avaConv,0.200333311173534
h0114,LU,s1980,wind,avaConv,0.223912159131065
h0115,LU,s1980,wind,avaConv,0.266584496130189
h0116,LU,s1980,wind,avaConv,0.329800440631537
h0117,LU,s1980,wind,avaConv,0.297345506779992
h0118,LU,s1980,wind,avaConv,0.260918118060232
h0119,LU,s1980,wind,avaConv,0.304683549341459
h0120,LU,s1980,wind,avaConv,0.201115472948357
h0121,LU,s1980,wind,avaConv,0.175575930208321
h0122,LU,s1980,wind,avaConv,0.171588874278475
h0123,LU,s1980,wind,avaConv,0.139547358525668
h0124,LU,s1980,wind,avaConv,0.131109157774153
h0125,LU,s1980,wind,avaConv,0.139054856525125
h0126,LU,s1980,wind,avaConv,0.136707263780097
h0127,LU,s1980,wind,avaConv,0.133815077533928
h0128,LU,s1980,wind,avaConv,0.142376403685243
h0129,LU,s1980,wind,avaConv,0.160462276089139
h0130,LU,s1980,wind,avaConv,0.180210342833992
h0131,LU,s1980,wind,avaConv,0.176262118419974
h0132,LU,s1980,wind,avaConv,0.182801818530556
h0133,LU,s1980,wind,avaConv,0.248536508015111
h0134,LU,s1980,wind,avaConv,0.23810556847392
h0135,LU,s1980,wind,avaConv,0.240214881881669
h0136,LU,s1980,wind,avaConv,0.243411803784089
h0137,LU,s1980,wind,avaConv,0.242495465815672
h0138,LU,s1980,wind,avaConv,0.23417383968223
h0139,LU,s1980,wind,avaConv,0.264560186395229
h0140,LU,s1980,wind,avaConv,0.21313713887388
h0141,LU,s1980,wind,avaConv,0.143026758822727
h0142,LU,s1980,wind,avaConv,0.0907755738510949
h0143,LU,s1980,wind,avaConv,0.106848699627246
h0144,LU,s1980,wind,avaConv,0.0964884784640805
h0145,LU,s1980,wind,avaConv,0.0755646028681369
h0146,LU,s1980,wind,avaConv,0.0827390306891226
h0147,LU,s1980,wind,avaConv,0.0948907277896765
h0148,LU,s1980,wind,avaConv,0.143697950610141
h0149,LU,s1980,wind,avaConv,0.198113737133598
h0150,LU,s1980,wind,avaConv,0.179032758194044
h0151,LU,s1980,wind,avaConv,0.150226127710913
h0152,LU,s1980,wind,avaConv,0.100079757374186
h0153,LU,s1980,wind,avaConv,0.0550958179825902
h0154,LU,s1980,wind,avaConv,0.0257505922940569
h0155,LU,s1980,wind,avaConv,0.0102378849188575
h0156,LU,s1980,wind,avaConv,0.00257284930528775
h0157,LU,s1980,wind,avaConv,0.000316337823425473
h0158,LU,s1980,wind,avaConv,0.00014585636169917
h0159,LU,s1980,wind,avaConv,0.0
h0160,LU,s1980,wind,avaConv,0.0
h0161,LU,s1980,wind,avaConv,0.0
h0162,LU,s1980,wind,avaConv,0.0
h0163,LU,s1980,wind,avaConv,0.0
h0164,LU,s1980,wind,avaConv,0.0
h0165,LU,s1980,wind,avaConv,0.0
h0166,LU,s1980,wind,avaConv,0.0
h0167,LU,s1980,wind,avaConv,0.0
h0168,LU,s1980,wind,avaConv,0.0
h0169,LU,s1980,wind,avaConv,0.0
h0170,LU,s1980,wind,avaConv,0.0
h0171,LU,s1980,wind,avaConv,0.0
h0172,LU,s1980,wind,avaConv,0.0
h0173,LU,s1980,wind,avaConv,0.0
h0174,LU,s1980,wind,avaConv,0.0
h0175,LU,s1980,wind,avaConv,0.0
h0176,LU,s1980,wind,avaConv,0.0
h0177,LU,s1980,wind,avaConv,0.0
h0178,LU,s1980,wind,avaConv,0.0
h0179,LU,s1980,wind,avaConv,0.0
h0180,LU,s1980,wind,avaConv,0.0
h0181,LU,s1980,wind,avaConv,0.0
h0182,LU,s1980,wind,avaConv,0.0
h0183,LU,s1980,wind,avaConv,0.0
h0184,LU,s1980,wind,avaConv,0.0
h0185,LU,s1980,wind,avaConv,0.0
h0186,LU,s1980,wind,avaConv,0.0
h0187,LU,s1980,wind,avaConv,2.08366230998814e-5
h0188,LU,s1980,wind,avaConv,6.25098692996443e-5
h0189,LU,s1980,wind,avaConv,0.00107655882781785
h0190,LU,s1980,wind,avaConv,0.00140299923212563
h0191,LU,s1980,wind,avaConv,0.00140299923212563
h0192,LU,s1980,wind,avaConv,0.00104183108222301
h0193,LU,s1980,wind,avaConv,0.00631176009765377
h0194,LU,s1980,wind,avaConv,0.0153949488944268
h0195,LU,s1980,wind,avaConv,0.0153949488944268
h0196,LU,s1980,wind,avaConv,0.0118890293816324
h0197,LU,s1980,wind,avaConv,0.00878437265699233
h0198,LU,s1980,wind,avaConv,0.00653749023985695
h0199,LU,s1980,wind,avaConv,0.00287371746810099
h0200,LU,s1980,wind,avaConv,0.00442604583042102
h0201,LU,s1980,wind,avaConv,0.013837253538379
h0202,LU,s1980,wind,avaConv,0.00545398579014908
h0203,LU,s1980,wind,avaConv,0.0462287301185783
h0204,LU,s1980,wind,avaConv,0.0179389111246137
h0205,LU,s1980,wind,avaConv,0.0115591162290436
h0206,LU,s1980,wind,avaConv,0.00926361504488932
h0207,LU,s1980,wind,avaConv,0.00555816902693359
h0208,LU,s1980,wind,avaConv,0.0
h0209,LU,s1980,wind,avaConv,0.00436700869323108
h0210,LU,s1980,wind,avaConv,0.0281425418257927
h0211,LU,s1980,wind,avaConv,0.0511376486929641
h0212,LU,s1980,wind,avaConv,0.0690100640802126
h0213,LU,s1980,wind,avaConv,0.0869694565462782
h0214,LU,s1980,wind,avaConv,0.101427231002449
h0215,LU,s1980,wind,avaConv,0.112365510651578
h0216,LU,s1980,wind,avaConv,0.127325100483422
h0217,LU,s1980,wind,avaConv,0.150858486992555
h0218,LU,s1980,wind,avaConv,0.154527626758039
h0219,LU,s1980,wind,avaConv,0.179193767667748
h0220,LU,s1980,wind,avaConv,0.226329640663277
h0221,LU,s1980,wind,avaConv,0.241845505236639
h0222,LU,s1980,wind,avaConv,0.241600438017568
h0223,LU,s1980,wind,avaConv,0.232074786703331
h0224,LU,s1980,wind,avaConv,0.243230666728636
h0225,LU,s1980,wind,avaConv,0.256858528048206
h0226,LU,s1980,wind,avaConv,0.30686606658969
h0227,LU,s1980,wind,avaConv,0.445420961743293
h0228,LU,s1980,wind,avaConv,0.453638365040365
h0229,LU,s1980,wind,avaConv,0.543181381621535
h0230,LU,s1980,wind,avaConv,0.543507190637278
h0231,LU,s1980,wind,avaConv,0.40245576766164
h0232,LU,s1980,wind,avaConv,0.166518629057895
h0233,LU,s1980,wind,avaConv,0.158320681112902
h0234,LU,s1980,wind,avaConv,0.228381968700516
h0235,LU,s1980,wind,avaConv,0.240266499266302
h0236,LU,s1980,wind,avaConv,0.262292624330628
h0237,LU,s1980,wind,avaConv,0.259373129459819
h0238,LU,s1980,wind,avaConv,0.245745268140249
h0239,LU,s1980,wind,avaConv,0.208519221589284
h0240,LU,s1980,wind,avaConv,0.1818904917945
h0241,LU,s1980,wind,avaConv,0.171881257158853
h0242,LU,s1980,wind,avaConv,0.167537413351258
h0243,LU,s1980,wind,avaConv,0.156618707580811
h0244,LU,s1980,wind,avaConv,0.162891793816916
h0245,LU,s1980,wind,avaConv,0.191605488200272
h0246,LU,s1980,wind,avaConv,0.191961210425387
h0247,LU,s1980,wind,avaConv,0.191961210425387
h0248,LU,s1980,wind,avaConv,0.203973602087469
h0249,LU,s1980,wind,avaConv,0.194220089644411
h0250,LU,s1980,wind,avaConv,0.168266063891739
h0251,LU,s1980,wind,avaConv,0.252564526658918
h0252,LU,s1980,wind,avaConv,0.215744873299076
h0253,LU,s1980,wind,avaConv,0.259880312056538
h0254,LU,s1980,wind,avaConv,0.273252451183518
h0255,LU,s1980,wind,avaConv,0.259880312056538
h0256,LU,s1980,wind,avaConv,0.176508566478677
h0257,LU,s1980,wind,avaConv,0.086268864589982
h0258,LU,s1980,wind,avaConv,0.114452487730027
h0259,LU,s1980,wind,avaConv,0.146688636683071
h0260,LU,s1980,wind,avaConv,0.169804817067498
h0261,LU,s1980,wind,avaConv,0.190704896409824
h0262,LU,s1980,wind,avaConv,0.212767761882269
h0263,LU,s1980,wind,avaConv,0.215930271622014
h0264,LU,s1980,wind,avaConv,0.195498621504938
h0265,LU,s1980,wind,avaConv,0.184275101408129
h0266,LU,s1980,wind,avaConv,0.201476680288785
h0267,LU,s1980,wind,avaConv,0.218025536111581
h0268,LU,s1980,wind,avaConv,0.239777233260649
