timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,BE,s1994,electricity,dem,8.99589023923736
h0002,BE,s1994,electricity,dem,8.63292870077583
h0003,BE,s1994,electricity,dem,8.4208311733033
h0004,BE,s1994,electricity,dem,8.40305232714945
h0005,BE,s1994,electricity,dem,8.71327485462198
h0006,BE,s1994,electricity,dem,9.53205919528131
h0007,BE,s1994,electricity,dem,10.2109932612154
h0008,BE,s1994,electricity,dem,10.6075234809956
h0009,BE,s1994,electricity,dem,10.8589396897868
h0010,BE,s1994,electricity,dem,10.9784946348418
h0011,BE,s1994,electricity,dem,11.091980898578
h0012,BE,s1994,electricity,dem,10.9243050744022
h0013,BE,s1994,electricity,dem,10.8316127667099
h0014,BE,s1994,electricity,dem,10.6754314480286
h0015,BE,s1994,electricity,dem,10.6282913381385
h0016,BE,s1994,electricity,dem,10.6814547996769
h0017,BE,s1994,electricity,dem,11.151410843633
h0018,BE,s1994,electricity,dem,11.3789355689077
h0019,BE,s1994,electricity,dem,11.0134726568198
h0020,BE,s1994,electricity,dem,10.4905056238527
h0021,BE,s1994,electricity,dem,9.96264436011648
h0022,BE,s1994,electricity,dem,10.0744795249516
h0023,BE,s1994,electricity,dem,10.0369273271495
h0024,BE,s1994,electricity,dem,9.45987925022637
h0025,BE,s1994,electricity,dem,8.25670688095736
h0026,BE,s1994,electricity,dem,7.89374534249583
h0027,BE,s1994,electricity,dem,7.6816478150233
h0028,BE,s1994,electricity,dem,7.66386896886945
h0029,BE,s1994,electricity,dem,7.97409149634198
h0030,BE,s1994,electricity,dem,8.79287583700132
h0031,BE,s1994,electricity,dem,9.47180990293538
h0032,BE,s1994,electricity,dem,9.8683401227156
h0033,BE,s1994,electricity,dem,10.1197563315068
h0034,BE,s1994,electricity,dem,10.2393112765618
h0035,BE,s1994,electricity,dem,10.352797540298
h0036,BE,s1994,electricity,dem,10.1851217161222
h0037,BE,s1994,electricity,dem,10.0924294084299
h0038,BE,s1994,electricity,dem,9.93624808974857
h0039,BE,s1994,electricity,dem,9.88910797985846
h0040,BE,s1994,electricity,dem,9.94227144139693
h0041,BE,s1994,electricity,dem,10.412227485353
h0042,BE,s1994,electricity,dem,10.6397522106277
h0043,BE,s1994,electricity,dem,10.2742892985398
h0044,BE,s1994,electricity,dem,9.75132226557274
h0045,BE,s1994,electricity,dem,9.22346100183648
h0046,BE,s1994,electricity,dem,9.33529616667165
h0047,BE,s1994,electricity,dem,9.29774396886945
h0048,BE,s1994,electricity,dem,8.72069589194637
h0049,BE,s1994,electricity,dem,9.41389405333736
h0050,BE,s1994,electricity,dem,9.05093251487583
h0051,BE,s1994,electricity,dem,8.8388349874033
h0052,BE,s1994,electricity,dem,8.82105614124945
h0053,BE,s1994,electricity,dem,9.13127866872198
h0054,BE,s1994,electricity,dem,9.95006300938132
h0055,BE,s1994,electricity,dem,10.6289970753154
h0056,BE,s1994,electricity,dem,11.0255272950956
h0057,BE,s1994,electricity,dem,11.2769435038868
h0058,BE,s1994,electricity,dem,11.3964984489418
h0059,BE,s1994,electricity,dem,11.509984712678
h0060,BE,s1994,electricity,dem,11.3423088885022
h0061,BE,s1994,electricity,dem,11.2496165808099
h0062,BE,s1994,electricity,dem,11.0934352621286
h0063,BE,s1994,electricity,dem,11.0462951522385
h0064,BE,s1994,electricity,dem,11.0994586137769
h0065,BE,s1994,electricity,dem,11.569414657733
h0066,BE,s1994,electricity,dem,11.7969393830077
h0067,BE,s1994,electricity,dem,11.4314764709198
h0068,BE,s1994,electricity,dem,10.9085094379527
h0069,BE,s1994,electricity,dem,10.3806481742165
h0070,BE,s1994,electricity,dem,10.4924833390516
h0071,BE,s1994,electricity,dem,10.4549311412495
h0072,BE,s1994,electricity,dem,9.87788306432637
h0073,BE,s1994,electricity,dem,9.73418896243736
h0074,BE,s1994,electricity,dem,9.37122742397583
h0075,BE,s1994,electricity,dem,9.1591298965033
h0076,BE,s1994,electricity,dem,9.14135105034945
h0077,BE,s1994,electricity,dem,9.45157357782198
h0078,BE,s1994,electricity,dem,10.2703579184813
h0079,BE,s1994,electricity,dem,10.9492919844154
h0080,BE,s1994,electricity,dem,11.3458222041956
h0081,BE,s1994,electricity,dem,11.5972384129868
h0082,BE,s1994,electricity,dem,11.7167933580418
h0083,BE,s1994,electricity,dem,11.830279621778
h0084,BE,s1994,electricity,dem,11.6626037976022
h0085,BE,s1994,electricity,dem,11.5699114899099
h0086,BE,s1994,electricity,dem,11.4137301712286
h0087,BE,s1994,electricity,dem,11.3665900613385
h0088,BE,s1994,electricity,dem,11.4197535228769
h0089,BE,s1994,electricity,dem,11.889709566833
h0090,BE,s1994,electricity,dem,12.1172342921077
h0091,BE,s1994,electricity,dem,11.7517713800198
h0092,BE,s1994,electricity,dem,11.2288043470527
h0093,BE,s1994,electricity,dem,10.7009430833165
h0094,BE,s1994,electricity,dem,10.8127782481516
h0095,BE,s1994,electricity,dem,10.7752260503494
h0096,BE,s1994,electricity,dem,10.1981779734264
h0097,BE,s1994,electricity,dem,9.72554278003736
h0098,BE,s1994,electricity,dem,9.36258124157583
h0099,BE,s1994,electricity,dem,9.1504837141033
h0100,BE,s1994,electricity,dem,9.13270486794945
h0101,BE,s1994,electricity,dem,9.44292739542198
h0102,BE,s1994,electricity,dem,10.2617117360813
h0103,BE,s1994,electricity,dem,10.9406458020154
h0104,BE,s1994,electricity,dem,11.3371760217956
h0105,BE,s1994,electricity,dem,11.5885922305868
h0106,BE,s1994,electricity,dem,11.7081471756418
h0107,BE,s1994,electricity,dem,11.821633439378
h0108,BE,s1994,electricity,dem,11.6539576152022
h0109,BE,s1994,electricity,dem,11.5612653075099
h0110,BE,s1994,electricity,dem,11.4050839888286
h0111,BE,s1994,electricity,dem,11.3579438789385
h0112,BE,s1994,electricity,dem,11.4111073404769
h0113,BE,s1994,electricity,dem,11.881063384433
