region_4,timestep_4,value,parameter,carrier_1
01ES,d275,0.49686448090225993,dem,processHeat_high
01ES,d276,0.4943282911514748,dem,processHeat_high
01ES,d277,0.49740336685369185,dem,processHeat_high
01ES,d278,0.49693030266673976,dem,processHeat_high
01ES,d279,0.4979881771859201,dem,processHeat_high
01ES,d280,0.4979903931932718,dem,processHeat_high
01ES,d281,0.4980140812032497,dem,processHeat_high
01ES,d282,0.49721017410965657,dem,processHeat_high
01ES,d283,0.4939171583608108,dem,processHeat_high
01ES,d284,0.49784963904889107,dem,processHeat_high
01ES,d285,0.4965489351184466,dem,processHeat_high
01ES,d286,0.4942677209164647,dem,processHeat_high
01ES,d287,0.4949016947650375,dem,processHeat_high
01ES,d288,0.49678593632522766,dem,processHeat_high
01ES,d289,0.49373295167183984,dem,processHeat_high
01ES,d290,0.49765494853164755,dem,processHeat_high
01ES,d291,0.4979983215433101,dem,processHeat_high
01ES,d292,0.4980184772990428,dem,processHeat_high
01ES,d293,0.4980444251632931,dem,processHeat_high
01ES,d294,0.4969116637127789,dem,processHeat_high
01ES,d295,0.4942363049750729,dem,processHeat_high
01ES,d296,0.49565185914063087,dem,processHeat_high
01ES,d297,0.4974381384176267,dem,processHeat_high
01ES,d298,0.4960319199979462,dem,processHeat_high
01ES,d299,0.498024308534206,dem,processHeat_high
01ES,d300,0.49799492423055586,dem,processHeat_high
01ES,d301,0.4978760807131058,dem,processHeat_high
01ES,d302,0.4986278820193109,dem,processHeat_high
01ES,d303,0.49817636189862213,dem,processHeat_high
01ES,d304,0.4983993417096111,dem,processHeat_high
01ES,d305,0.4985910529471304,dem,processHeat_high
01ES,d306,0.49750524479216063,dem,processHeat_high
01ES,d307,0.49602940526184397,dem,processHeat_high
01ES,d308,0.49890810182268375,dem,processHeat_high
01ES,d309,0.49887353026896814,dem,processHeat_high
01ES,d310,0.4987453528490342,dem,processHeat_high
01ES,d311,0.4966379723632912,dem,processHeat_high
01ES,d312,0.49802117228453097,dem,processHeat_high
01ES,d313,0.49803704851535585,dem,processHeat_high
01ES,d314,0.49788565927939654,dem,processHeat_high
01ES,d315,0.4977522577265685,dem,processHeat_high
01ES,d316,0.4979887585852965,dem,processHeat_high
01ES,d317,0.4967979153914568,dem,processHeat_high
01ES,d318,0.4949673930004001,dem,processHeat_high
01ES,d319,0.49849072032341346,dem,processHeat_high
