region_4,category,timestep_6,value,scenario_1,parameter,technology_3
70AL,1,h0049,0.47044964733010364,scr1983,avaConv,onshore_a
70AL,1,h0050,0.48904414133919916,scr1983,avaConv,onshore_a
70AL,1,h0051,0.4174954084543751,scr1983,avaConv,onshore_a
70AL,1,h0052,0.4228630137725018,scr1983,avaConv,onshore_a
70AL,1,h0053,0.38002707054629725,scr1983,avaConv,onshore_a
70AL,1,h0054,0.2164264580045267,scr1983,avaConv,onshore_a
70AL,1,h0055,0.37685447904979724,scr1983,avaConv,onshore_a
70AL,1,h0056,0.5465797102413307,scr1983,avaConv,onshore_a
70AL,1,h0057,0.584514379285699,scr1983,avaConv,onshore_a
70AL,1,h0058,0.5002414360337014,scr1983,avaConv,onshore_a
70AL,1,h0059,0.3434440717250191,scr1983,avaConv,onshore_a
70AL,1,h0060,0.2004782388961013,scr1983,avaConv,onshore_a
70AL,1,h0061,0.25016522902187666,scr1983,avaConv,onshore_a
70AL,1,h0062,0.3220115052161025,scr1983,avaConv,onshore_a
70AL,1,h0063,0.4130429238405889,scr1983,avaConv,onshore_a
70AL,1,h0064,0.3332266228097602,scr1983,avaConv,onshore_a
70AL,1,h0065,0.30919755167006474,scr1983,avaConv,onshore_a
70AL,1,h0066,0.16555607836354905,scr1983,avaConv,onshore_a
70AL,1,h0067,0.3960301510478874,scr1983,avaConv,onshore_a
70AL,1,h0068,0.5786232220997675,scr1983,avaConv,onshore_a
70AL,1,h0069,0.7146325477598556,scr1983,avaConv,onshore_a
70AL,1,h0070,0.6381752035812259,scr1983,avaConv,onshore_a
70AL,1,h0071,0.5097098744440028,scr1983,avaConv,onshore_a
70AL,1,h0072,0.34287612467134576,scr1983,avaConv,onshore_a
49AT,1,h0049,0.3283422267382259,scr1983,avaConv,onshore_a
49AT,1,h0050,0.11937185529236524,scr1983,avaConv,onshore_a
49AT,1,h0051,0.02615014024373467,scr1983,avaConv,onshore_a
49AT,1,h0052,0.07753414550336368,scr1983,avaConv,onshore_a
49AT,1,h0053,0.0532332424439907,scr1983,avaConv,onshore_a
49AT,1,h0054,0.0567248721483366,scr1983,avaConv,onshore_a
49AT,1,h0055,0.20994719094538872,scr1983,avaConv,onshore_a
49AT,1,h0056,0.30076623508497824,scr1983,avaConv,onshore_a
49AT,1,h0057,0.3065952141184371,scr1983,avaConv,onshore_a
49AT,1,h0058,0.18388583944008496,scr1983,avaConv,onshore_a
49AT,1,h0059,0.15275484805188627,scr1983,avaConv,onshore_a
49AT,1,h0060,0.28186916951666346,scr1983,avaConv,onshore_a
49AT,1,h0061,0.21460114281894116,scr1983,avaConv,onshore_a
49AT,1,h0062,0.17287930601874107,scr1983,avaConv,onshore_a
49AT,1,h0063,0.028188322249202084,scr1983,avaConv,onshore_a
49AT,1,h0064,0.07098538630493045,scr1983,avaConv,onshore_a
49AT,1,h0065,0.041181583830361086,scr1983,avaConv,onshore_a
49AT,1,h0066,0.13653933331774704,scr1983,avaConv,onshore_a
49AT,1,h0067,0.10693202116652857,scr1983,avaConv,onshore_a
49AT,1,h0068,0.12335510239688616,scr1983,avaConv,onshore_a
49AT,1,h0069,0.14974752475375255,scr1983,avaConv,onshore_a
49AT,1,h0070,0.36155479695469506,scr1983,avaConv,onshore_a
49AT,1,h0071,0.4743577679619066,scr1983,avaConv,onshore_a
49AT,1,h0072,0.3661780631035923,scr1983,avaConv,onshore_a
50AT,1,h0049,0.28944097970816585,scr1983,avaConv,onshore_a
50AT,1,h0050,0.1489760167379114,scr1983,avaConv,onshore_a
50AT,1,h0051,0.06423361022842537,scr1983,avaConv,onshore_a
50AT,1,h0052,0.18820832328034406,scr1983,avaConv,onshore_a
50AT,1,h0053,0.23030405053493994,scr1983,avaConv,onshore_a
50AT,1,h0054,0.24754890777895072,scr1983,avaConv,onshore_a
50AT,1,h0055,0.3597690854065195,scr1983,avaConv,onshore_a
50AT,1,h0056,0.35985944804140924,scr1983,avaConv,onshore_a
50AT,1,h0057,0.37310909124919606,scr1983,avaConv,onshore_a
50AT,1,h0058,0.21311557727511612,scr1983,avaConv,onshore_a
50AT,1,h0059,0.2878812295828884,scr1983,avaConv,onshore_a
50AT,1,h0060,0.4224453348664375,scr1983,avaConv,onshore_a
50AT,1,h0061,0.40096044255597313,scr1983,avaConv,onshore_a
50AT,1,h0062,0.30357705658758843,scr1983,avaConv,onshore_a
50AT,1,h0063,0.14630816200561755,scr1983,avaConv,onshore_a
50AT,1,h0064,0.2646010431689314,scr1983,avaConv,onshore_a
50AT,1,h0065,0.21984759721043615,scr1983,avaConv,onshore_a
50AT,1,h0066,0.3075310535391721,scr1983,avaConv,onshore_a
50AT,1,h0067,0.21689410880149912,scr1983,avaConv,onshore_a
50AT,1,h0068,0.24320106518922552,scr1983,avaConv,onshore_a
50AT,1,h0069,0.3341858242937066,scr1983,avaConv,onshore_a
50AT,1,h0070,0.4375048247033212,scr1983,avaConv,onshore_a
50AT,1,h0071,0.5445986170758745,scr1983,avaConv,onshore_a
50AT,1,h0072,0.3922514697185993,scr1983,avaConv,onshore_a
51AT,1,h0049,0.23196373963630673,scr1983,avaConv,onshore_a
51AT,1,h0050,0.1284763495658522,scr1983,avaConv,onshore_a
51AT,1,h0051,0.09244949915221444,scr1983,avaConv,onshore_a
