timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,AT,at,50AT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,AT,at,51AT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,BE,be,28BE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,31DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,32DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,33DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,34DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,35DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,36DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DE,de,37DE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,01ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,02ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,03ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,04ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,05ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,06ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,07ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,08ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,09ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,10ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,ES,es,11ES,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,NL,nl,30NL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PT,pt,12PT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,PT,pt,13PT,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,transport,,cngPsngRoadPrvt,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,transport,,cngPsngRoadPrvt,expConvFix,0.0
