timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,BG,bg,66BG,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.3815
30th,2040,EU,ES,es,01ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.212
30th,2040,EU,ES,es,02ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.2319
30th,2040,EU,ES,es,03ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.1884
30th,2040,EU,ES,es,04ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.4489
30th,2040,EU,ES,es,05ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.1842
30th,2040,EU,ES,es,06ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,1.339305921925
30th,2040,EU,ES,es,07ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.5411
30th,2040,EU,ES,es,08ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.1634
30th,2040,EU,ES,es,09ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.2614
30th,2040,EU,ES,es,10ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.1502
30th,2040,EU,ES,es,11ES,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.9164
30th,2040,EU,FR,fr,22FR,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.1555
30th,2040,EU,GR,gr,69GR,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.280799883506
30th,2040,EU,HR,hr,62HR,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.3334
30th,2040,EU,PT,pt,12PT,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.9935
30th,2040,EU,PT,pt,13PT,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.5253
30th,2040,EU,RO,ro,59RO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.361
30th,2040,EU,RO,ro,60RO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.5707
30th,2040,EU,RO,ro,61RO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.2615
30th,2040,EU,SE,se_1,86SE,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.158
30th,2040,EU,SE,se_2,87SE,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.974499846979
30th,2040,nonEU,AL,al,70AL,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.324
30th,2040,nonEU,BA,ba,63BA,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.379199858039
30th,2040,nonEU,ME,me,64ME,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.057299361901
30th,2040,nonEU,NO,no_m,83NO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.351799774303
30th,2040,nonEU,NO,no_n,84NO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.293899836334
30th,2040,nonEU,NO,no_n,85NO,miscProHeat,electricHeatPro,eBoilerProMed,expConvFix,0.0
