timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,IT,it_sar,98IT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,NL,nl,30NL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PT,pt,12PT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,PT,pt,13PT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SE,se_3,88SE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SI,si,57SI,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,BA,ba,63BA,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,CH,ch,47CH,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,transport,,fcPsngRail,expConvFix,0.001628484681
30th,2040,nonEU,MK,mk,67MK,transport,,fcPsngRail,expConvFix,0.001716809274
30th,2040,nonEU,NO,no_m,83NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,ni,95UK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,uk,90UK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,uk,91UK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,uk,92UK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,uk,93UK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,nonEU,UK,uk,94UK,transport,,fcPsngRail,expConvFix,0.0
