timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,AT,at,50AT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,AT,at,51AT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,BE,be,28BE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,31DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,32DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,33DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,34DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,35DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,36DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DE,de,37DE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,01ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,02ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,03ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,04ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,05ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,06ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,07ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,08ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,09ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,10ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,ES,es,11ES,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,transport,,fcPsngRail,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,transport,,fcPsngRail,expConvFix,0.0
