timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,AT,at,50AT,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,AT,at,51AT,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,BE,be,28BE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,31DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,32DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,33DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,34DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,35DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,36DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,37DE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,03ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,07ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscProHeat,gasBoilerPro,gasBoilerProMed,expConvFix,0.0
