timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,AT,at,50AT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,AT,at,51AT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,BE,be,28BE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,31DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,32DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,33DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,34DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,35DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,36DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,37DE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,01ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,02ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,03ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,04ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,05ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,06ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,07ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,08ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,09ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,10ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,11ES,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,NL,nl,30NL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PT,pt,12PT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,PT,pt,13PT,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,SI,si,57SI,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,BA,ba,63BA,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,CH,ch,47CH,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_m,83NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,ni,95UK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,90UK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,91UK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,92UK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,93UK,networkHeat,,oilBoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,94UK,networkHeat,,oilBoilerDh,expConvFix,0.0
