timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,AT,at,50AT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,AT,at,51AT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,BE,be,28BE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,31DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,32DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,33DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,34DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,35DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,36DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DE,de,37DE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,01ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,02ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,03ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,04ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,05ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,06ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,07ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,08ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,09ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,10ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,ES,es,11ES,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,powerToX,synthFuel,methanePyrolysis,expConvFix,0.0
