timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,EE,ee,73EE,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,01ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,02ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,03ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,04ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,05ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,06ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,07ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,08ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,09ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,10ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,ES,es,11ES,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,PT,pt,12PT,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,PT,pt,13PT,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,nuclear,,nuclearPowerFlexChp_HTR,expConvFix,0.0
