timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,AT,at,50AT,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,AT,at,51AT,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,BE,be,28BE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,31DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,32DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,33DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,34DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,35DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,36DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DE,de,37DE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,01ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,02ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,03ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,04ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,05ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,06ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,07ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,08ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,09ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,10ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,ES,es,11ES,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,bioConversion,,solidBioPlantProLow,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,bioConversion,,solidBioPlantProLow,expConvFix,0.0
