timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,AT,at,50AT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,AT,at,51AT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,BE,be,28BE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,31DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,32DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,33DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,34DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,35DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,36DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DE,de,37DE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,01ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,02ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,03ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,04ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,05ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,06ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,07ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,08ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,09ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,10ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,ES,es,11ES,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,networkHeat,,solidBioBoilerDh,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,networkHeat,,solidBioBoilerDh,expConvFix,0.0
