timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,AT,at,50AT,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,AT,at,51AT,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,DE,de,32DE,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,03ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.087
30th,2040,EU,ES,es,07ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,11ES,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.1128
30th,2040,EU,FI,fi,74FI,miscProHeat,electricHeatPro,eBoilerProHigh,expConvFix,0.0
