timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,AT,at,50AT,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,AT,at,51AT,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,BE,be,28BE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,31DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,32DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,33DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,34DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,35DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,36DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DE,de,37DE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,01ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,02ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,03ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,04ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,05ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,06ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,07ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,08ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,09ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,10ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,ES,es,11ES,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,transport,,fcFrtRail,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,transport,,fcFrtRail,expConvFix,0.0
