timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,AT,at,50AT,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,AT,at,51AT,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,31DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,32DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,33DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,34DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,35DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,36DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DE,de,37DE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,ES,es,01ES,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,ES,es,02ES,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,ES,es,03ES,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,ES,es,08ES,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,SE,se_3,88SE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,powerToX,,h2ToCrudeOil,expConvFix,0.71200465186
30th,2040,nonEU,CH,ch,47CH,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,powerToX,,h2ToCrudeOil,expConvFix,0.621994934225
30th,2040,nonEU,NO,no_m,83NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,powerToX,,h2ToCrudeOil,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,powerToX,,h2ToCrudeOil,expConvFix,0.0
