timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,AT,at,50AT,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,AT,at,51AT,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,BE,be,28BE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,31DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,32DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,33DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,34DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,35DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,36DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DE,de,37DE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,ES,es,01ES,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
30th,2040,EU,ES,es,02ES,ccgt,ccgtH2,ccgtH2BackProLow,expConvFix,0.0
