timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,EU,AT,at,50AT,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,BE,be,28BE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,BG,bg,66BG,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,CZ,cz,39CZ,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,CZ,cz,40CZ,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,DE,de,33DE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,01ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,02ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,04ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,05ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,06ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,09ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,ES,es,11ES,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FI,fi,74FI,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FI,fi,75FI,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,16FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,20FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,22FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,23FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,24FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,25FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,26FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr,27FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,FR,fr_co,99FR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,GR,gr,68GR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,GR,gr,69GR,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,HU,hu,58HU,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,IE,ie,96IE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,IT,it_s,55IT,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,IT,it_sar,98IT,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,LT,lt,77LT,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,LV,lv,78LV,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,NL,nl,30NL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,PL,pl,41PL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,PL,pl,43PL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,PL,pl,44PL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,PL,pl,45PL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,PT,pt,12PT,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,RO,ro,60RO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,RO,ro,61RO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,SE,se_1,86SE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,SE,se_2,87SE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,SE,se_4,89SE,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,EU,SK,sk,46SK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,AL,al,70AL,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,CH,ch,47CH,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,CH,ch,48CH,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,MK,mk,67MK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,NO,no_n,84NO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,NO,no_n,85NO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,NO,no_s,79NO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,NO,no_s,81NO,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,RS,rs,65RS,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,UK,ni,95UK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,UK,uk,92UK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,UK,uk,93UK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
30th,nonEU,UK,uk,94UK,solar,openspace_b,pvOpenspace_b,expConvFix,0.0
