timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,IT,it_cn,53IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,5.195962717474
30th,2040,EU,IT,it_cs,54IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,14.713579048023
30th,2040,EU,IT,it_n,52IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,32.646111048802
30th,2040,EU,IT,it_s,55IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,5.94859657782
30th,2040,EU,IT,it_sar,98IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.669287556904
30th,2040,EU,IT,it_sic,56IT,networkHeat,heatGrid,districtHeatSpace,expConvFix,4.653702421525
30th,2040,EU,LT,lt,77LT,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.898223996889
30th,2040,EU,LU,lu,29LU,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.520499927122
30th,2040,EU,LV,lv,78LV,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.971816666667
30th,2040,EU,NL,nl,30NL,networkHeat,heatGrid,districtHeatSpace,expConvFix,24.421180196397
30th,2040,EU,PL,pl,41PL,networkHeat,heatGrid,districtHeatSpace,expConvFix,6.823866480933
30th,2040,EU,PL,pl,42PL,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.593011811094
30th,2040,EU,PL,pl,43PL,networkHeat,heatGrid,districtHeatSpace,expConvFix,7.015993657689
30th,2040,EU,PL,pl,44PL,networkHeat,heatGrid,districtHeatSpace,expConvFix,3.522518162591
30th,2040,EU,PL,pl,45PL,networkHeat,heatGrid,districtHeatSpace,expConvFix,3.351772028021
30th,2040,EU,PT,pt,12PT,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.499768255853
30th,2040,EU,PT,pt,13PT,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.643812180425
30th,2040,EU,RO,ro,59RO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.372596259553
30th,2040,EU,RO,ro,60RO,networkHeat,heatGrid,districtHeatSpace,expConvFix,4.691566838241
30th,2040,EU,RO,ro,61RO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.388340950931
30th,2040,EU,SE,se_1,86SE,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.25479778165
30th,2040,EU,SE,se_2,87SE,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.6986633786
30th,2040,EU,SE,se_3,88SE,networkHeat,heatGrid,districtHeatSpace,expConvFix,16.22052323112
30th,2040,EU,SE,se_4,89SE,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.305409253736
30th,2040,EU,SI,si,57SI,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.977903543305
30th,2040,EU,SK,sk,46SK,networkHeat,heatGrid,districtHeatSpace,expConvFix,2.228414885066
30th,2040,nonEU,AL,al,70AL,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.0608
30th,2040,nonEU,BA,ba,63BA,networkHeat,heatGrid,districtHeatSpace,expConvFix,1.261396829748
30th,2040,nonEU,CH,ch,47CH,networkHeat,heatGrid,districtHeatSpace,expConvFix,7.653716689193
30th,2040,nonEU,CH,ch,48CH,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.757967302374
30th,2040,nonEU,ME,me,64ME,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.233369963322
30th,2040,nonEU,MK,mk,67MK,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.854294444444
30th,2040,nonEU,NO,no_m,83NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.273654749003
30th,2040,nonEU,NO,no_n,85NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.149647483236
30th,2040,nonEU,NO,no_s,80NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.347468494476
30th,2040,nonEU,NO,no_s,81NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,0.540161219498
30th,2040,nonEU,NO,no_s,82NO,networkHeat,heatGrid,districtHeatSpace,expConvFix,5.703158086623
30th,2040,nonEU,RS,rs,65RS,networkHeat,heatGrid,districtHeatSpace,expConvFix,2.323553113078
30th,2040,nonEU,UK,ni,95UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,2.196770582994
30th,2040,nonEU,UK,uk,90UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,29.892993652102
30th,2040,nonEU,UK,uk,91UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,4.868591656266
30th,2040,nonEU,UK,uk,92UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,31.084143456082
30th,2040,nonEU,UK,uk,93UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,7.72072964149
30th,2040,nonEU,UK,uk,94UK,networkHeat,heatGrid,districtHeatSpace,expConvFix,4.136370950332
