timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,AT,at,50AT,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,AT,at,51AT,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,BE,be,28BE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,31DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,32DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,33DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,34DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,35DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,36DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DE,de,37DE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,01ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,02ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,03ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,04ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,05ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,06ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,07ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,08ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,09ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,10ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,ES,es,11ES,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,transport,,fcPsngRoadPub,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,transport,,fcPsngRoadPub,expConvFix,0.0
