timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,AT,at,50AT,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,AT,at,51AT,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,BE,be,28BE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,31DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,32DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,33DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,34DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,35DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,36DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DE,de,37DE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,03ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,07ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,ES,es,11ES,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,miscProHeat,bioBoilerPro,bioBoilerProMed,expConvFix,0.0
