timestep_5,region_4,technology_2,parameter,value
h0001,01ES,rooftopInd_b,avaConv,0.0
h0002,01ES,rooftopInd_b,avaConv,0.0
h0003,01ES,rooftopInd_b,avaConv,0.0
h0004,01ES,rooftopInd_b,avaConv,0.0
h0005,01ES,rooftopInd_b,avaConv,0.0
h0006,01ES,rooftopInd_b,avaConv,0.0
h0007,01ES,rooftopInd_b,avaConv,0.0
h0008,01ES,rooftopInd_b,avaConv,0.0
h0009,01ES,rooftopInd_b,avaConv,0.0328440420264153
h0010,01ES,rooftopInd_b,avaConv,0.0927734743286744
h0011,01ES,rooftopInd_b,avaConv,0.288439511133839
h0012,01ES,rooftopInd_b,avaConv,0.498403818266734
h0013,01ES,rooftopInd_b,avaConv,0.571669021752336
h0014,01ES,rooftopInd_b,avaConv,0.657084277163729
h0015,01ES,rooftopInd_b,avaConv,0.480958808755468
h0016,01ES,rooftopInd_b,avaConv,0.511066239740626
h0017,01ES,rooftopInd_b,avaConv,0.352129751112864
h0018,01ES,rooftopInd_b,avaConv,0.283141411775305
h0019,01ES,rooftopInd_b,avaConv,0.121215908969497
h0020,01ES,rooftopInd_b,avaConv,0.0170097400792207
h0021,01ES,rooftopInd_b,avaConv,0.0
h0022,01ES,rooftopInd_b,avaConv,0.0
h0023,01ES,rooftopInd_b,avaConv,0.0
h0024,01ES,rooftopInd_b,avaConv,0.0
h0025,01ES,rooftopInd_b,avaConv,0.0
h0026,01ES,rooftopInd_b,avaConv,0.0
h0027,01ES,rooftopInd_b,avaConv,0.0
h0028,01ES,rooftopInd_b,avaConv,0.0
h0029,01ES,rooftopInd_b,avaConv,0.0
h0030,01ES,rooftopInd_b,avaConv,0.0
h0031,01ES,rooftopInd_b,avaConv,0.0158717583491433
h0032,01ES,rooftopInd_b,avaConv,0.0727566204811702
h0033,01ES,rooftopInd_b,avaConv,0.110287548028649
h0034,01ES,rooftopInd_b,avaConv,0.281737019022621
h0035,01ES,rooftopInd_b,avaConv,0.421355775630559
h0036,01ES,rooftopInd_b,avaConv,0.677917254713255
h0037,01ES,rooftopInd_b,avaConv,0.69661860342117
h0038,01ES,rooftopInd_b,avaConv,0.727385494285216
h0039,01ES,rooftopInd_b,avaConv,0.72040832003077
h0040,01ES,rooftopInd_b,avaConv,0.734298228046265
h0041,01ES,rooftopInd_b,avaConv,0.639284744728848
h0042,01ES,rooftopInd_b,avaConv,0.395075295395162
h0043,01ES,rooftopInd_b,avaConv,0.197660864748185
h0044,01ES,rooftopInd_b,avaConv,0.065516448235231
h0045,01ES,rooftopInd_b,avaConv,0.0304040183632404
h0046,01ES,rooftopInd_b,avaConv,0.0115085575949461
h0047,01ES,rooftopInd_b,avaConv,0.0
h0048,01ES,rooftopInd_b,avaConv,0.0
h0049,01ES,rooftopInd_b,avaConv,0.0
h0050,01ES,rooftopInd_b,avaConv,0.0
h0051,01ES,rooftopInd_b,avaConv,0.0
h0052,01ES,rooftopInd_b,avaConv,0.0
h0053,01ES,rooftopInd_b,avaConv,0.0
h0054,01ES,rooftopInd_b,avaConv,0.0
h0055,01ES,rooftopInd_b,avaConv,0.0139303406414209
h0056,01ES,rooftopInd_b,avaConv,0.0375177192061517
h0057,01ES,rooftopInd_b,avaConv,0.127627609466145
h0058,01ES,rooftopInd_b,avaConv,0.301812010468872
h0059,01ES,rooftopInd_b,avaConv,0.557346253707087
h0060,01ES,rooftopInd_b,avaConv,0.781979586883605
h0061,01ES,rooftopInd_b,avaConv,0.911915273000001
h0062,01ES,rooftopInd_b,avaConv,0.873970582846622
h0063,01ES,rooftopInd_b,avaConv,0.827911156821099
h0064,01ES,rooftopInd_b,avaConv,0.697040645805568
h0065,01ES,rooftopInd_b,avaConv,0.526357901233074
h0066,01ES,rooftopInd_b,avaConv,0.269856512020575
h0067,01ES,rooftopInd_b,avaConv,0.0909290237881112
h0068,01ES,rooftopInd_b,avaConv,0.0208641924983687
h0069,01ES,rooftopInd_b,avaConv,0.0
h0070,01ES,rooftopInd_b,avaConv,0.0
h0071,01ES,rooftopInd_b,avaConv,0.0
h0072,01ES,rooftopInd_b,avaConv,0.0
h0073,01ES,rooftopInd_b,avaConv,0.0
h0074,01ES,rooftopInd_b,avaConv,0.0
h0075,01ES,rooftopInd_b,avaConv,0.0
h0076,01ES,rooftopInd_b,avaConv,0.0
h0077,01ES,rooftopInd_b,avaConv,0.0
h0078,01ES,rooftopInd_b,avaConv,0.0
h0079,01ES,rooftopInd_b,avaConv,0.0
h0080,01ES,rooftopInd_b,avaConv,0.010015067000004
h0081,01ES,rooftopInd_b,avaConv,0.0244730604588338
h0082,01ES,rooftopInd_b,avaConv,0.0382495869782753
h0083,01ES,rooftopInd_b,avaConv,0.0591168642096485
h0084,01ES,rooftopInd_b,avaConv,0.175732101567715
h0085,01ES,rooftopInd_b,avaConv,0.187824508300907
h0086,01ES,rooftopInd_b,avaConv,0.276920156821204
h0087,01ES,rooftopInd_b,avaConv,0.151439283345897
h0088,01ES,rooftopInd_b,avaConv,0.21261149703297
h0089,01ES,rooftopInd_b,avaConv,0.127405839065378
h0090,01ES,rooftopInd_b,avaConv,0.0995300430901969
h0091,01ES,rooftopInd_b,avaConv,0.024573080878504
h0092,01ES,rooftopInd_b,avaConv,0.0
h0093,01ES,rooftopInd_b,avaConv,0.0
h0094,01ES,rooftopInd_b,avaConv,0.0
h0095,01ES,rooftopInd_b,avaConv,0.0
h0096,01ES,rooftopInd_b,avaConv,0.0
h0001,02ES,rooftopInd_b,avaConv,0.0
h0002,02ES,rooftopInd_b,avaConv,0.0
h0003,02ES,rooftopInd_b,avaConv,0.0
h0004,02ES,rooftopInd_b,avaConv,0.0
h0005,02ES,rooftopInd_b,avaConv,0.0
h0006,02ES,rooftopInd_b,avaConv,0.0
h0007,02ES,rooftopInd_b,avaConv,0.0
h0008,02ES,rooftopInd_b,avaConv,0.0
h0009,02ES,rooftopInd_b,avaConv,0.0306399431889991
h0010,02ES,rooftopInd_b,avaConv,0.0544736681403685
h0011,02ES,rooftopInd_b,avaConv,0.246363762968878
h0012,02ES,rooftopInd_b,avaConv,0.393627752226755
h0013,02ES,rooftopInd_b,avaConv,0.395524790785609
h0014,02ES,rooftopInd_b,avaConv,0.467333336527247
h0015,02ES,rooftopInd_b,avaConv,0.351936359483539
h0016,02ES,rooftopInd_b,avaConv,0.504031285164288
h0017,02ES,rooftopInd_b,avaConv,0.316683686608939
h0018,02ES,rooftopInd_b,avaConv,0.254201881128365
h0019,02ES,rooftopInd_b,avaConv,0.0904256021639857
h0020,02ES,rooftopInd_b,avaConv,0.0134803344027098
h0021,02ES,rooftopInd_b,avaConv,0.0
h0022,02ES,rooftopInd_b,avaConv,0.0
h0023,02ES,rooftopInd_b,avaConv,0.0
h0024,02ES,rooftopInd_b,avaConv,0.0
h0025,02ES,rooftopInd_b,avaConv,0.0
h0026,02ES,rooftopInd_b,avaConv,0.0
h0027,02ES,rooftopInd_b,avaConv,0.0
h0028,02ES,rooftopInd_b,avaConv,0.0
h0029,02ES,rooftopInd_b,avaConv,0.0
h0030,02ES,rooftopInd_b,avaConv,0.0
h0031,02ES,rooftopInd_b,avaConv,0.0170651675343388
h0032,02ES,rooftopInd_b,avaConv,0.0596657020214282
h0033,02ES,rooftopInd_b,avaConv,0.0944417825822322
h0034,02ES,rooftopInd_b,avaConv,0.280795993032467
h0035,02ES,rooftopInd_b,avaConv,0.346309048113066
h0036,02ES,rooftopInd_b,avaConv,0.627023637838617
h0037,02ES,rooftopInd_b,avaConv,0.646124029496242
h0038,02ES,rooftopInd_b,avaConv,0.813063573671087
h0039,02ES,rooftopInd_b,avaConv,0.760070338502654
h0040,02ES,rooftopInd_b,avaConv,0.717110001838775
h0041,02ES,rooftopInd_b,avaConv,0.550706449636613
h0042,02ES,rooftopInd_b,avaConv,0.334155480574541
h0043,02ES,rooftopInd_b,avaConv,0.155960304522026
h0044,02ES,rooftopInd_b,avaConv,0.0556945333903284
h0045,02ES,rooftopInd_b,avaConv,0.0176945535547123
h0046,02ES,rooftopInd_b,avaConv,0.010135787242401
h0047,02ES,rooftopInd_b,avaConv,0.0
