timestep_5,region_4,carrier_1,parameter,value
h0001,01ES,psngRoadPrvt,mustOut,0.147655490999997
h0002,01ES,psngRoadPrvt,mustOut,0.255086341071947
h0003,01ES,psngRoadPrvt,mustOut,0.231518699425296
h0004,01ES,psngRoadPrvt,mustOut,0.362823454772679
h0005,01ES,psngRoadPrvt,mustOut,0.457572851970906
h0006,01ES,psngRoadPrvt,mustOut,0.610815290556588
h0007,01ES,psngRoadPrvt,mustOut,0.666034700811116
h0008,01ES,psngRoadPrvt,mustOut,0.595619426334408
h0009,01ES,psngRoadPrvt,mustOut,0.668768001446377
h0010,01ES,psngRoadPrvt,mustOut,0.593000359920537
h0011,01ES,psngRoadPrvt,mustOut,0.61392458556169
h0012,01ES,psngRoadPrvt,mustOut,0.52714303255424
h0013,01ES,psngRoadPrvt,mustOut,0.607356397273251
h0014,01ES,psngRoadPrvt,mustOut,0.704912074140389
h0015,01ES,psngRoadPrvt,mustOut,0.607782754131032
h0016,01ES,psngRoadPrvt,mustOut,0.616355315125318
h0017,01ES,psngRoadPrvt,mustOut,0.408641666716117
h0018,01ES,psngRoadPrvt,mustOut,0.420118356461234
h0019,01ES,psngRoadPrvt,mustOut,0.297671053511956
h0020,01ES,psngRoadPrvt,mustOut,0.388272102847258
h0021,01ES,psngRoadPrvt,mustOut,0.414021885199009
h0022,01ES,psngRoadPrvt,mustOut,0.345468420867814
h0023,01ES,psngRoadPrvt,mustOut,0.343621625529442
h0024,01ES,psngRoadPrvt,mustOut,0.247905055776834
h0025,01ES,psngRoadPrvt,mustOut,0.343678497921741
h0026,01ES,psngRoadPrvt,mustOut,0.368912500797585
h0027,01ES,psngRoadPrvt,mustOut,0.433048471131341
h0028,01ES,psngRoadPrvt,mustOut,0.469496595395203
h0029,01ES,psngRoadPrvt,mustOut,0.441791496925104
h0030,01ES,psngRoadPrvt,mustOut,0.55067500290354
h0031,01ES,psngRoadPrvt,mustOut,0.580837753615828
h0032,01ES,psngRoadPrvt,mustOut,0.618434630362279
