timestep_5,region_4,carrier_1,parameter,value
h0001,01ES,frtRoadHeavy,mustOut,0.147655490999997
h0002,01ES,frtRoadHeavy,mustOut,0.255086341071947
h0003,01ES,frtRoadHeavy,mustOut,0.231518699425296
h0004,01ES,frtRoadHeavy,mustOut,0.362823454772679
h0005,01ES,frtRoadHeavy,mustOut,0.457572851970906
h0006,01ES,frtRoadHeavy,mustOut,0.610815290556588
h0007,01ES,frtRoadHeavy,mustOut,0.666034700811116
h0008,01ES,frtRoadHeavy,mustOut,0.595619426334408
h0009,01ES,frtRoadHeavy,mustOut,0.668768001446377
h0010,01ES,frtRoadHeavy,mustOut,0.593000359920537
h0011,01ES,frtRoadHeavy,mustOut,0.61392458556169
h0012,01ES,frtRoadHeavy,mustOut,0.52714303255424
h0013,01ES,frtRoadHeavy,mustOut,0.607356397273251
h0014,01ES,frtRoadHeavy,mustOut,0.704912074140389
h0015,01ES,frtRoadHeavy,mustOut,0.607782754131032
h0016,01ES,frtRoadHeavy,mustOut,0.616355315125318
h0017,01ES,frtRoadHeavy,mustOut,0.408641666716117
h0018,01ES,frtRoadHeavy,mustOut,0.420118356461234
h0019,01ES,frtRoadHeavy,mustOut,0.297671053511956
h0020,01ES,frtRoadHeavy,mustOut,0.388272102847258
h0021,01ES,frtRoadHeavy,mustOut,0.414021885199009
h0022,01ES,frtRoadHeavy,mustOut,0.345468420867814
h0023,01ES,frtRoadHeavy,mustOut,0.343621625529442
h0024,01ES,frtRoadHeavy,mustOut,0.247905055776834
h0025,01ES,frtRoadHeavy,mustOut,0.343678497921741
h0026,01ES,frtRoadHeavy,mustOut,0.368912500797585
h0027,01ES,frtRoadHeavy,mustOut,0.433048471131341
h0028,01ES,frtRoadHeavy,mustOut,0.469496595395203
h0029,01ES,frtRoadHeavy,mustOut,0.441791496925104
h0030,01ES,frtRoadHeavy,mustOut,0.55067500290354
h0031,01ES,frtRoadHeavy,mustOut,0.580837753615828
h0032,01ES,frtRoadHeavy,mustOut,0.618434630362279
h0033,01ES,frtRoadHeavy,mustOut,0.571659676587877
h0034,01ES,frtRoadHeavy,mustOut,0.450777359695609
h0035,01ES,frtRoadHeavy,mustOut,0.503940689395441
h0036,01ES,frtRoadHeavy,mustOut,0.461476344174818
h0037,01ES,frtRoadHeavy,mustOut,0.636898829687945
h0038,01ES,frtRoadHeavy,mustOut,0.694951558529467
h0039,01ES,frtRoadHeavy,mustOut,0.803526287747928
h0040,01ES,frtRoadHeavy,mustOut,0.728105681377714
h0041,01ES,frtRoadHeavy,mustOut,0.468956436582303
h0042,01ES,frtRoadHeavy,mustOut,0.356858835575977
h0043,01ES,frtRoadHeavy,mustOut,0.195559901561647
h0044,01ES,frtRoadHeavy,mustOut,0.312781916647038
h0045,01ES,frtRoadHeavy,mustOut,0.341366504061781
h0046,01ES,frtRoadHeavy,mustOut,0.480015820020215
h0047,01ES,frtRoadHeavy,mustOut,0.510965679913552
h0048,01ES,frtRoadHeavy,mustOut,0.454336948256832
h0049,01ES,frtRoadHeavy,mustOut,0.401995362389406
h0050,01ES,frtRoadHeavy,mustOut,0.388820222034142
h0051,01ES,frtRoadHeavy,mustOut,0.4697174645921
h0052,01ES,frtRoadHeavy,mustOut,0.544269610128861
h0053,01ES,frtRoadHeavy,mustOut,0.425388512014189
h0054,01ES,frtRoadHeavy,mustOut,0.543830922171591
h0055,01ES,frtRoadHeavy,mustOut,0.467640097524262
h0056,01ES,frtRoadHeavy,mustOut,0.733339965179105
h0057,01ES,frtRoadHeavy,mustOut,0.729881741770182
