region_1,technology_3,parameter,value
AT,rooftopInd,capaConvUp,12.40
CH,rooftopInd,capaConvUp,8.58
DE,rooftopInd,capaConvUp,85.144
FR,rooftopInd,capaConvUp,106.98
IT,rooftopInd,capaConvUp,67.94
