region_1,technology_3,parameter,value
AT,onshore,capaConvUp,73.1880089
CH,onshore,capaConvUp,2.22
DE,onshore,capaConvUp,385.56
FR,onshore,capaConvUp,656.54
IT,onshore,capaConvUp,295.84
