timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s1994,electricity,dem,59.4451295303476
h0002,FR,s1994,electricity,dem,57.9557174424355
h0003,FR,s1994,electricity,dem,55.1994427171608
h0004,FR,s1994,electricity,dem,54.213777881996
h0005,FR,s1994,electricity,dem,56.0828053545234
h0006,FR,s1994,electricity,dem,60.3518548050729
h0007,FR,s1994,electricity,dem,64.8103602995784
h0008,FR,s1994,electricity,dem,66.8155800797982
h0009,FR,s1994,electricity,dem,67.9656899699081
h0010,FR,s1994,electricity,dem,68.1925855743036
h0011,FR,s1994,electricity,dem,68.2710745852927
h0012,FR,s1994,electricity,dem,68.3339317281498
h0013,FR,s1994,electricity,dem,66.6045141457322
h0014,FR,s1994,electricity,dem,64.5286075523256
h0015,FR,s1994,electricity,dem,62.541766892985
h0016,FR,s1994,electricity,dem,61.9812833765015
h0017,FR,s1994,electricity,dem,64.3290965633147
h0018,FR,s1994,electricity,dem,68.5997613984795
h0019,FR,s1994,electricity,dem,69.5102284314465
h0020,FR,s1994,electricity,dem,66.2075855743036
h0021,FR,s1994,electricity,dem,62.8713987611168
h0022,FR,s1994,electricity,dem,63.2621405193586
h0023,FR,s1994,electricity,dem,64.3587174424355
h0024,FR,s1994,electricity,dem,61.6769152446334
h0025,FR,s1994,electricity,dem,51.3917407161476
h0026,FR,s1994,electricity,dem,49.9023286282355
h0027,FR,s1994,electricity,dem,47.1460539029608
h0028,FR,s1994,electricity,dem,46.160389067796
h0029,FR,s1994,electricity,dem,48.0294165403234
h0030,FR,s1994,electricity,dem,52.2984659908729
h0031,FR,s1994,electricity,dem,56.7569714853784
h0032,FR,s1994,electricity,dem,58.7621912655982
h0033,FR,s1994,electricity,dem,59.9123011557081
h0034,FR,s1994,electricity,dem,60.1391967601036
h0035,FR,s1994,electricity,dem,60.2176857710927
h0036,FR,s1994,electricity,dem,60.2805429139498
h0037,FR,s1994,electricity,dem,58.5511253315322
h0038,FR,s1994,electricity,dem,56.4752187381256
h0039,FR,s1994,electricity,dem,54.488378078785
h0040,FR,s1994,electricity,dem,53.9278945623015
h0041,FR,s1994,electricity,dem,56.2757077491147
h0042,FR,s1994,electricity,dem,60.5463725842795
h0043,FR,s1994,electricity,dem,61.4568396172465
h0044,FR,s1994,electricity,dem,58.1541967601036
h0045,FR,s1994,electricity,dem,54.8180099469168
h0046,FR,s1994,electricity,dem,55.2087517051586
h0047,FR,s1994,electricity,dem,56.3053286282355
h0048,FR,s1994,electricity,dem,53.6235264304334
h0049,FR,s1994,electricity,dem,56.6417980389476
h0050,FR,s1994,electricity,dem,55.1523859510355
h0051,FR,s1994,electricity,dem,52.3961112257608
h0052,FR,s1994,electricity,dem,51.410446390596
h0053,FR,s1994,electricity,dem,53.2794738631234
h0054,FR,s1994,electricity,dem,57.5485233136729
h0055,FR,s1994,electricity,dem,62.0070288081784
h0056,FR,s1994,electricity,dem,64.0122485883982
h0057,FR,s1994,electricity,dem,65.1623584785081
h0058,FR,s1994,electricity,dem,65.3892540829036
h0059,FR,s1994,electricity,dem,65.4677430938927
h0060,FR,s1994,electricity,dem,65.5306002367498
h0061,FR,s1994,electricity,dem,63.8011826543322
h0062,FR,s1994,electricity,dem,61.7252760609256
h0063,FR,s1994,electricity,dem,59.738435401585
h0064,FR,s1994,electricity,dem,59.1779518851015
h0065,FR,s1994,electricity,dem,61.5257650719147
h0066,FR,s1994,electricity,dem,65.7964299070795
h0067,FR,s1994,electricity,dem,66.7068969400465
h0068,FR,s1994,electricity,dem,63.4042540829037
h0069,FR,s1994,electricity,dem,60.0680672697168
