timestep_4,region_3,carrier_1,parameter,value
hh0001,77LT,processHeat_high,mustOut,0.963060585
hh0002,77LT,processHeat_high,mustOut,0.966128595
hh0003,77LT,processHeat_high,mustOut,0.969752635
hh0004,77LT,processHeat_high,mustOut,0.9682581
hh0005,77LT,processHeat_high,mustOut,0.962344918
hh0006,77LT,processHeat_high,mustOut,0.960122188
hh0007,77LT,processHeat_high,mustOut,0.96970721
hh0008,77LT,processHeat_high,mustOut,0.970083345
hh0009,77LT,processHeat_high,mustOut,0.972612275
hh0010,77LT,processHeat_high,mustOut,0.973914485
hh0011,77LT,processHeat_high,mustOut,0.968240805
hh0012,77LT,processHeat_high,mustOut,0.96680399
hh0001,02ES,processHeat_high,mustOut,0.974022425
hh0002,02ES,processHeat_high,mustOut,0.976464535
hh0003,02ES,processHeat_high,mustOut,0.976138488
hh0004,02ES,processHeat_high,mustOut,0.97268091
hh0005,02ES,processHeat_high,mustOut,0.967658453
hh0006,02ES,processHeat_high,mustOut,0.969272857
hh0007,02ES,processHeat_high,mustOut,0.980411615
hh0008,02ES,processHeat_high,mustOut,0.980176195
hh0009,02ES,processHeat_high,mustOut,0.980327073
hh0010,02ES,processHeat_high,mustOut,0.978815958
hh0011,02ES,processHeat_high,mustOut,0.976233252
hh0012,02ES,processHeat_high,mustOut,0.978150323
hh0001,72DK,processHeat_high,mustOut,0.966800293
hh0002,72DK,processHeat_high,mustOut,0.96977865
hh0003,72DK,processHeat_high,mustOut,0.972230523
hh0004,72DK,processHeat_high,mustOut,0.969791135
hh0005,72DK,processHeat_high,mustOut,0.963707638
hh0006,72DK,processHeat_high,mustOut,0.962846748
hh0007,72DK,processHeat_high,mustOut,0.97348044
hh0008,72DK,processHeat_high,mustOut,0.97352213
hh0009,72DK,processHeat_high,mustOut,0.975211127
hh0010,72DK,processHeat_high,mustOut,0.975742675
hh0011,72DK,processHeat_high,mustOut,0.971002072
hh0012,72DK,processHeat_high,mustOut,0.970696023
hh0001,01ES,processHeat_high,mustOut,0.974518533
hh0002,01ES,processHeat_high,mustOut,0.976919588
hh0003,01ES,processHeat_high,mustOut,0.976401097
hh0004,01ES,processHeat_high,mustOut,0.972887808
hh0005,01ES,processHeat_high,mustOut,0.967956613
hh0006,01ES,processHeat_high,mustOut,0.969733355
hh0007,01ES,processHeat_high,mustOut,0.980883158
hh0008,01ES,processHeat_high,mustOut,0.980634817
hh0009,01ES,processHeat_high,mustOut,0.980684658
hh0010,01ES,processHeat_high,mustOut,0.979029378
hh0011,01ES,processHeat_high,mustOut,0.976595467
hh0012,01ES,processHeat_high,mustOut,0.978661013
hh0001,04ES,processHeat_high,mustOut,0.974353585
hh0002,04ES,processHeat_high,mustOut,0.976766175
hh0003,04ES,processHeat_high,mustOut,0.976310855
hh0004,04ES,processHeat_high,mustOut,0.972823233
hh0005,04ES,processHeat_high,mustOut,0.967870933
hh0006,04ES,processHeat_high,mustOut,0.969589835
hh0007,04ES,processHeat_high,mustOut,0.980724077
hh0008,04ES,processHeat_high,mustOut,0.980483108
hh0009,04ES,processHeat_high,mustOut,0.98056886
hh0010,04ES,processHeat_high,mustOut,0.978959582
hh0011,04ES,processHeat_high,mustOut,0.97647648
hh0012,04ES,processHeat_high,mustOut,0.97849053
hh0001,48CH,processHeat_high,mustOut,0.971502628
hh0002,48CH,processHeat_high,mustOut,0.974002008
hh0003,48CH,processHeat_high,mustOut,0.974595323
hh0004,48CH,processHeat_high,mustOut,0.971931043
hh0005,48CH,processHeat_high,mustOut,0.96710425
hh0006,48CH,processHeat_high,mustOut,0.967617995
hh0007,48CH,processHeat_high,mustOut,0.977852383
hh0008,48CH,processHeat_high,mustOut,0.977901928
hh0009,48CH,processHeat_high,mustOut,0.978731718
hh0010,48CH,processHeat_high,mustOut,0.977814865
hh0011,48CH,processHeat_high,mustOut,0.97449656
hh0012,48CH,processHeat_high,mustOut,0.975507415
hh0001,44PL,processHeat_high,mustOut,0.973924808
hh0002,44PL,processHeat_high,mustOut,0.976355495
hh0003,44PL,processHeat_high,mustOut,0.976059828
hh0004,44PL,processHeat_high,mustOut,0.972679007
hh0005,44PL,processHeat_high,mustOut,0.967723588
hh0006,44PL,processHeat_high,mustOut,0.96927045
