timestep_4,region_3,carrier_1,parameter,value
hh0001,79NO,processHeat_low,mustOut,0.96226554
hh0002,79NO,processHeat_low,mustOut,0.965067675
hh0003,79NO,processHeat_low,mustOut,0.968663303
hh0004,79NO,processHeat_low,mustOut,0.969325875
hh0005,79NO,processHeat_low,mustOut,0.9655938
hh0006,79NO,processHeat_low,mustOut,0.961841275
hh0007,79NO,processHeat_low,mustOut,0.967820903
hh0008,79NO,processHeat_low,mustOut,0.969541997
hh0009,79NO,processHeat_low,mustOut,0.972968763
hh0010,79NO,processHeat_low,mustOut,0.974095595
hh0011,79NO,processHeat_low,mustOut,0.968746795
hh0012,79NO,processHeat_low,mustOut,0.966057833
hh0001,96IE,processHeat_low,mustOut,0.961580392
hh0002,96IE,processHeat_low,mustOut,0.965008805
hh0003,96IE,processHeat_low,mustOut,0.96904498
hh0004,96IE,processHeat_low,mustOut,0.970471423
hh0005,96IE,processHeat_low,mustOut,0.966331633
hh0006,96IE,processHeat_low,mustOut,0.96132373
hh0007,96IE,processHeat_low,mustOut,0.966012565
hh0008,96IE,processHeat_low,mustOut,0.96900021
hh0009,96IE,processHeat_low,mustOut,0.973136848
hh0010,96IE,processHeat_low,mustOut,0.975002975
hh0011,96IE,processHeat_low,mustOut,0.970189297
hh0012,96IE,processHeat_low,mustOut,0.965877895
hh0001,08ES,processHeat_low,mustOut,0.9623185
hh0002,08ES,processHeat_low,mustOut,0.96565927
hh0003,08ES,processHeat_low,mustOut,0.969471462
hh0004,08ES,processHeat_low,mustOut,0.970397112
hh0005,08ES,processHeat_low,mustOut,0.966053803
hh0006,08ES,processHeat_low,mustOut,0.961612385
hh0007,08ES,processHeat_low,mustOut,0.967072
hh0008,08ES,processHeat_low,mustOut,0.969645957
hh0009,08ES,processHeat_low,mustOut,0.97344948
hh0010,08ES,processHeat_low,mustOut,0.975109713
hh0011,08ES,processHeat_low,mustOut,0.970288603
hh0012,08ES,processHeat_low,mustOut,0.966544308
hh0001,98IT,processHeat_low,mustOut,0.963745105
hh0002,98IT,processHeat_low,mustOut,0.966471735
hh0003,98IT,processHeat_low,mustOut,0.969797363
hh0004,98IT,processHeat_low,mustOut,0.970292198
hh0005,98IT,processHeat_low,mustOut,0.966638725
hh0006,98IT,processHeat_low,mustOut,0.963198665
hh0007,98IT,processHeat_low,mustOut,0.969357685
hh0008,98IT,processHeat_low,mustOut,0.970964508
hh0009,98IT,processHeat_low,mustOut,0.974202673
hh0010,98IT,processHeat_low,mustOut,0.975109738
hh0011,98IT,processHeat_low,mustOut,0.96991603
hh0012,98IT,processHeat_low,mustOut,0.967533113
hh0001,59RO,processHeat_low,mustOut,0.963566725
hh0002,59RO,processHeat_low,mustOut,0.966818678
hh0003,59RO,processHeat_low,mustOut,0.970233745
hh0004,59RO,processHeat_low,mustOut,0.970354468
hh0005,59RO,processHeat_low,mustOut,0.965628178
hh0006,59RO,processHeat_low,mustOut,0.962077835
hh0007,59RO,processHeat_low,mustOut,0.968739218
hh0008,59RO,processHeat_low,mustOut,0.970737225
hh0009,59RO,processHeat_low,mustOut,0.974011433
hh0010,59RO,processHeat_low,mustOut,0.975358228
hh0011,59RO,processHeat_low,mustOut,0.970635092
hh0012,59RO,processHeat_low,mustOut,0.967732928
hh0001,14FR,processHeat_low,mustOut,0.961919548
hh0002,14FR,processHeat_low,mustOut,0.965280775
hh0003,14FR,processHeat_low,mustOut,0.969215228
hh0004,14FR,processHeat_low,mustOut,0.970437173
hh0005,14FR,processHeat_low,mustOut,0.966261775
hh0006,14FR,processHeat_low,mustOut,0.96151199
hh0007,14FR,processHeat_low,mustOut,0.966521255
hh0008,14FR,processHeat_low,mustOut,0.96930121
hh0009,14FR,processHeat_low,mustOut,0.97328776
hh0010,14FR,processHeat_low,mustOut,0.975040223
hh0011,14FR,processHeat_low,mustOut,0.970194325
hh0012,14FR,processHeat_low,mustOut,0.96616385
hh0001,28BE,processHeat_low,mustOut,0.963129403
hh0002,28BE,processHeat_low,mustOut,0.966368645
hh0003,28BE,processHeat_low,mustOut,0.970026445
hh0004,28BE,processHeat_low,mustOut,0.969667043
hh0005,28BE,processHeat_low,mustOut,0.964454028
hh0006,28BE,processHeat_low,mustOut,0.961185535
hh0007,28BE,processHeat_low,mustOut,0.968794685
hh0008,28BE,processHeat_low,mustOut,0.970286108
hh0009,28BE,processHeat_low,mustOut,0.973410758
hh0010,28BE,processHeat_low,mustOut,0.97488069
hh0011,28BE,processHeat_low,mustOut,0.969723525
hh0012,28BE,processHeat_low,mustOut,0.967153055
hh0001,26FR,processHeat_low,mustOut,0.962356358
hh0002,26FR,processHeat_low,mustOut,0.965678823
hh0003,26FR,processHeat_low,mustOut,0.969472795
hh0004,26FR,processHeat_low,mustOut,0.97042809
hh0005,26FR,processHeat_low,mustOut,0.966142443
hh0006,26FR,processHeat_low,mustOut,0.961698523
hh0007,26FR,processHeat_low,mustOut,0.967104568
hh0008,26FR,processHeat_low,mustOut,0.969684875
hh0009,26FR,processHeat_low,mustOut,0.97349003
hh0010,26FR,processHeat_low,mustOut,0.97512644
hh0011,26FR,processHeat_low,mustOut,0.970310997
hh0012,26FR,processHeat_low,mustOut,0.96657552
hh0001,78LV,processHeat_low,mustOut,0.962312808
hh0002,78LV,processHeat_low,mustOut,0.965686553
hh0003,78LV,processHeat_low,mustOut,0.969483958
hh0004,78LV,processHeat_low,mustOut,0.970523323
hh0005,78LV,processHeat_low,mustOut,0.96623603
hh0006,78LV,processHeat_low,mustOut,0.961687103
hh0007,78LV,processHeat_low,mustOut,0.966933678
hh0008,78LV,processHeat_low,mustOut,0.969649592
hh0009,78LV,processHeat_low,mustOut,0.973512415
hh0010,78LV,processHeat_low,mustOut,0.975190898
hh0011,78LV,processHeat_low,mustOut,0.970463018
hh0012,78LV,processHeat_low,mustOut,0.966585513
hh0001,31DE,processHeat_low,mustOut,0.963531445
hh0002,31DE,processHeat_low,mustOut,0.966641845
hh0003,31DE,processHeat_low,mustOut,0.97012374
hh0004,31DE,processHeat_low,mustOut,0.9699151
hh0005,31DE,processHeat_low,mustOut,0.965079697
hh0006,31DE,processHeat_low,mustOut,0.961862015
hh0007,31DE,processHeat_low,mustOut,0.969168638
hh0008,31DE,processHeat_low,mustOut,0.970680825
hh0009,31DE,processHeat_low,mustOut,0.97377506
hh0010,31DE,processHeat_low,mustOut,0.975048395
hh0011,31DE,processHeat_low,mustOut,0.969968138
hh0012,31DE,processHeat_low,mustOut,0.967515168
hh0001,69GR,processHeat_low,mustOut,0.961763638
hh0002,69GR,processHeat_low,mustOut,0.96516712
hh0003,69GR,processHeat_low,mustOut,0.969153343
hh0004,69GR,processHeat_low,mustOut,0.970444745
hh0005,69GR,processHeat_low,mustOut,0.966247455
hh0006,69GR,processHeat_low,mustOut,0.961388403
hh0007,69GR,processHeat_low,mustOut,0.966290915
hh0008,69GR,processHeat_low,mustOut,0.969160443
hh0009,69GR,processHeat_low,mustOut,0.973210135
hh0010,69GR,processHeat_low,mustOut,0.975025833
hh0011,69GR,processHeat_low,mustOut,0.970196548
hh0012,69GR,processHeat_low,mustOut,0.966037633
hh0001,13PT,processHeat_low,mustOut,0.961303825
hh0002,13PT,processHeat_low,mustOut,0.964549943
hh0003,13PT,processHeat_low,mustOut,0.96852353
hh0004,13PT,processHeat_low,mustOut,0.969714513
hh0005,13PT,processHeat_low,mustOut,0.9656543
hh0006,13PT,processHeat_low,mustOut,0.96099189
hh0007,13PT,processHeat_low,mustOut,0.966110298
hh0008,13PT,processHeat_low,mustOut,0.968689342
hh0009,13PT,processHeat_low,mustOut,0.972633795
hh0010,13PT,processHeat_low,mustOut,0.974323805
hh0011,13PT,processHeat_low,mustOut,0.969277595
hh0012,13PT,processHeat_low,mustOut,0.965432473
hh0001,04ES,processHeat_low,mustOut,0.96350971
hh0002,04ES,processHeat_low,mustOut,0.966646938
hh0003,04ES,processHeat_low,mustOut,0.970022913
hh0004,04ES,processHeat_low,mustOut,0.970668995
hh0005,04ES,processHeat_low,mustOut,0.966556267
hh0006,04ES,processHeat_low,mustOut,0.962683318
hh0007,04ES,processHeat_low,mustOut,0.968467805
hh0008,04ES,processHeat_low,mustOut,0.970738863
hh0009,04ES,processHeat_low,mustOut,0.97420437
hh0010,04ES,processHeat_low,mustOut,0.975451988
