timestep_4,region_3,carrier_1,parameter,value
hh0001,24FR,spaceHeat,mustOut,0.066930203
hh0002,24FR,spaceHeat,mustOut,0.149355048
hh0003,24FR,spaceHeat,mustOut,0.121297063
hh0004,24FR,spaceHeat,mustOut,0.108264155
hh0005,24FR,spaceHeat,mustOut,0.125349058
hh0006,24FR,spaceHeat,mustOut,0.08114936
hh0007,24FR,spaceHeat,mustOut,0.279445923
hh0008,24FR,spaceHeat,mustOut,0.480659828
hh0009,24FR,spaceHeat,mustOut,0.489402975
hh0010,24FR,spaceHeat,mustOut,0.448437545
hh0011,24FR,spaceHeat,mustOut,0.489994238
hh0012,24FR,spaceHeat,mustOut,0.377824445
hh0001,99FR,spaceHeat,mustOut,0.0691599
hh0002,99FR,spaceHeat,mustOut,0.151003532
hh0003,99FR,spaceHeat,mustOut,0.123436025
hh0004,99FR,spaceHeat,mustOut,0.110118618
hh0005,99FR,spaceHeat,mustOut,0.12695621
hh0006,99FR,spaceHeat,mustOut,0.083947722
hh0007,99FR,spaceHeat,mustOut,0.284643363
hh0008,99FR,spaceHeat,mustOut,0.486632365
hh0009,99FR,spaceHeat,mustOut,0.495834743
hh0010,99FR,spaceHeat,mustOut,0.453822582
hh0011,99FR,spaceHeat,mustOut,0.49430191
hh0012,99FR,spaceHeat,mustOut,0.38420844
hh0001,30NL,spaceHeat,mustOut,0.071676888
hh0002,30NL,spaceHeat,mustOut,0.154661843
hh0003,30NL,spaceHeat,mustOut,0.129069555
hh0004,30NL,spaceHeat,mustOut,0.115871792
hh0005,30NL,spaceHeat,mustOut,0.132504815
hh0006,30NL,spaceHeat,mustOut,0.08706934
hh0007,30NL,spaceHeat,mustOut,0.294675495
hh0008,30NL,spaceHeat,mustOut,0.487807738
hh0009,30NL,spaceHeat,mustOut,0.503914515
hh0010,30NL,spaceHeat,mustOut,0.457610283
hh0011,30NL,spaceHeat,mustOut,0.489095545
hh0012,30NL,spaceHeat,mustOut,0.384703588
hh0001,41PL,spaceHeat,mustOut,0.08023408
hh0002,41PL,spaceHeat,mustOut,0.210962013
hh0003,41PL,spaceHeat,mustOut,0.17083325
hh0004,41PL,spaceHeat,mustOut,0.147007322
hh0005,41PL,spaceHeat,mustOut,0.170641043
hh0006,41PL,spaceHeat,mustOut,0.1056506
hh0007,41PL,spaceHeat,mustOut,0.284250393
hh0008,41PL,spaceHeat,mustOut,0.503692863
hh0009,41PL,spaceHeat,mustOut,0.506479593
hh0010,41PL,spaceHeat,mustOut,0.455835578
hh0011,41PL,spaceHeat,mustOut,0.492422303
hh0012,41PL,spaceHeat,mustOut,0.391269383
hh0001,16FR,spaceHeat,mustOut,0.072626377
hh0002,16FR,spaceHeat,mustOut,0.153566398
hh0003,16FR,spaceHeat,mustOut,0.126761425
hh0004,16FR,spaceHeat,mustOut,0.113001715
hh0005,16FR,spaceHeat,mustOut,0.129454817
hh0006,16FR,spaceHeat,mustOut,0.08829829
hh0007,16FR,spaceHeat,mustOut,0.292723735
hh0008,16FR,spaceHeat,mustOut,0.495917762
hh0009,16FR,spaceHeat,mustOut,0.505834095
hh0010,16FR,spaceHeat,mustOut,0.462194595
hh0011,16FR,spaceHeat,mustOut,0.50099898
hh0012,16FR,spaceHeat,mustOut,0.394133515
hh0001,14FR,spaceHeat,mustOut,0.067114638
hh0002,14FR,spaceHeat,mustOut,0.149491408
hh0003,14FR,spaceHeat,mustOut,0.12147399
hh0004,14FR,spaceHeat,mustOut,0.10841755
hh0005,14FR,spaceHeat,mustOut,0.125481995
hh0006,14FR,spaceHeat,mustOut,0.08138083
hh0007,14FR,spaceHeat,mustOut,0.279875835
hh0008,14FR,spaceHeat,mustOut,0.48115386
hh0009,14FR,spaceHeat,mustOut,0.489934988
hh0010,14FR,spaceHeat,mustOut,0.44888298
hh0011,14FR,spaceHeat,mustOut,0.49035055
hh0012,14FR,spaceHeat,mustOut,0.378352505
hh0001,23FR,spaceHeat,mustOut,0.077182563
hh0002,23FR,spaceHeat,mustOut,0.15693492
hh0003,23FR,spaceHeat,mustOut,0.131132198
hh0004,23FR,spaceHeat,mustOut,0.116791135
hh0005,23FR,spaceHeat,mustOut,0.132738883
hh0006,23FR,spaceHeat,mustOut,0.094016492
hh0007,23FR,spaceHeat,mustOut,0.30334423
hh0008,23FR,spaceHeat,mustOut,0.508122093
hh0009,23FR,spaceHeat,mustOut,0.518976828
hh0010,23FR,spaceHeat,mustOut,0.473198415
hh0011,23FR,spaceHeat,mustOut,0.509801318
hh0012,23FR,spaceHeat,mustOut,0.407178625
hh0001,08ES,spaceHeat,mustOut,0.06452108
hh0002,08ES,spaceHeat,mustOut,0.118939022
hh0003,08ES,spaceHeat,mustOut,0.08759326
hh0004,08ES,spaceHeat,mustOut,0.085131888
hh0005,08ES,spaceHeat,mustOut,0.098091298
hh0006,08ES,spaceHeat,mustOut,0.047539385
hh0007,08ES,spaceHeat,mustOut,0.260289218
hh0008,08ES,spaceHeat,mustOut,0.45560536
hh0009,08ES,spaceHeat,mustOut,0.405867305
hh0010,08ES,spaceHeat,mustOut,0.40052192
hh0011,08ES,spaceHeat,mustOut,0.432184548
hh0012,08ES,spaceHeat,mustOut,0.28324367
hh0001,64ME,spaceHeat,mustOut,0.055393698
hh0002,64ME,spaceHeat,mustOut,0.13253799
hh0003,64ME,spaceHeat,mustOut,0.105393713
hh0004,64ME,spaceHeat,mustOut,0.09234349
hh0005,64ME,spaceHeat,mustOut,0.108810425
hh0006,64ME,spaceHeat,mustOut,0.07075195
hh0007,64ME,spaceHeat,mustOut,0.26984555
hh0008,64ME,spaceHeat,mustOut,0.47375786
hh0009,64ME,spaceHeat,mustOut,0.477505425
hh0010,64ME,spaceHeat,mustOut,0.441126223
hh0011,64ME,spaceHeat,mustOut,0.486178498
hh0012,64ME,spaceHeat,mustOut,0.375579995
hh0001,61RO,spaceHeat,mustOut,0.09497966
hh0002,61RO,spaceHeat,mustOut,0.179370778
hh0003,61RO,spaceHeat,mustOut,0.13552964
hh0004,61RO,spaceHeat,mustOut,0.12809355
hh0005,61RO,spaceHeat,mustOut,0.14537573
hh0006,61RO,spaceHeat,mustOut,0.071775313
hh0007,61RO,spaceHeat,mustOut,0.309776228
hh0008,61RO,spaceHeat,mustOut,0.553202863
hh0009,61RO,spaceHeat,mustOut,0.492307543
hh0010,61RO,spaceHeat,mustOut,0.474215472
hh0011,61RO,spaceHeat,mustOut,0.509800715
hh0012,61RO,spaceHeat,mustOut,0.342981838
hh0001,80NO,spaceHeat,mustOut,0.081092423
hh0002,80NO,spaceHeat,mustOut,0.211094065
hh0003,80NO,spaceHeat,mustOut,0.170706048
hh0004,80NO,spaceHeat,mustOut,0.146374708
hh0005,80NO,spaceHeat,mustOut,0.169354435
hh0006,80NO,spaceHeat,mustOut,0.105086635
hh0007,80NO,spaceHeat,mustOut,0.29023415
hh0008,80NO,spaceHeat,mustOut,0.5091989
hh0009,80NO,spaceHeat,mustOut,0.513056668
hh0010,80NO,spaceHeat,mustOut,0.46043347
hh0011,80NO,spaceHeat,mustOut,0.495654183
hh0012,80NO,spaceHeat,mustOut,0.394356448
hh0001,58HU,spaceHeat,mustOut,0.064894238
hh0002,58HU,spaceHeat,mustOut,0.156936052
hh0003,58HU,spaceHeat,mustOut,0.12790402
hh0004,58HU,spaceHeat,mustOut,0.10974536
hh0005,58HU,spaceHeat,mustOut,0.126771053
hh0006,58HU,spaceHeat,mustOut,0.082581958
hh0007,58HU,spaceHeat,mustOut,0.29986852
hh0008,58HU,spaceHeat,mustOut,0.50459107
hh0009,58HU,spaceHeat,mustOut,0.516199588
hh0010,58HU,spaceHeat,mustOut,0.46769747
hh0011,58HU,spaceHeat,mustOut,0.502121515
hh0012,58HU,spaceHeat,mustOut,0.39758271
hh0001,63BA,spaceHeat,mustOut,0.055393698
hh0002,63BA,spaceHeat,mustOut,0.13253799
hh0003,63BA,spaceHeat,mustOut,0.105393713
hh0004,63BA,spaceHeat,mustOut,0.09234349
hh0005,63BA,spaceHeat,mustOut,0.108810425
hh0006,63BA,spaceHeat,mustOut,0.07075195
hh0007,63BA,spaceHeat,mustOut,0.26984555
hh0008,63BA,spaceHeat,mustOut,0.47375786
hh0009,63BA,spaceHeat,mustOut,0.477505425
hh0010,63BA,spaceHeat,mustOut,0.441126223
hh0011,63BA,spaceHeat,mustOut,0.486178498
hh0012,63BA,spaceHeat,mustOut,0.375579995
hh0001,98IT,spaceHeat,mustOut,0.063898928
hh0002,98IT,spaceHeat,mustOut,0.118291188
hh0003,98IT,spaceHeat,mustOut,0.087386275
hh0004,98IT,spaceHeat,mustOut,0.08529837
hh0005,98IT,spaceHeat,mustOut,0.09861514
hh0006,98IT,spaceHeat,mustOut,0.047467535
hh0007,98IT,spaceHeat,mustOut,0.258897658
hh0008,98IT,spaceHeat,mustOut,0.455298233
hh0009,98IT,spaceHeat,mustOut,0.405491403
hh0010,98IT,spaceHeat,mustOut,0.40115736
hh0011,98IT,spaceHeat,mustOut,0.434019325
hh0012,98IT,spaceHeat,mustOut,0.283545808
hh0001,13PT,spaceHeat,mustOut,0.074053513
hh0002,13PT,spaceHeat,mustOut,0.127093428
hh0003,13PT,spaceHeat,mustOut,0.096424735
hh0004,13PT,spaceHeat,mustOut,0.091109618
hh0005,13PT,spaceHeat,mustOut,0.104171125
hh0006,13PT,spaceHeat,mustOut,0.05783709
hh0007,13PT,spaceHeat,mustOut,0.279640275
hh0008,13PT,spaceHeat,mustOut,0.475579668
hh0009,13PT,spaceHeat,mustOut,0.425995753
hh0010,13PT,spaceHeat,mustOut,0.413206235
hh0011,13PT,spaceHeat,mustOut,0.44179074
hh0012,13PT,spaceHeat,mustOut,0.303589135
hh0001,42PL,spaceHeat,mustOut,0.074642928
hh0002,42PL,spaceHeat,mustOut,0.209180465
