timestep_5,region_3,carrier_1,parameter,value
h0001,01ES,electricity,dem,1.13302078
h0002,01ES,electricity,dem,1.06239462
h0003,01ES,electricity,dem,1.01534101
h0004,01ES,electricity,dem,0.99201931
h0005,01ES,electricity,dem,0.98352756
h0006,01ES,electricity,dem,0.99552213
h0007,01ES,electricity,dem,1.05766098
h0008,01ES,electricity,dem,1.14163988
h0009,01ES,electricity,dem,1.2273348
h0010,01ES,electricity,dem,1.29539613
h0011,01ES,electricity,dem,1.34308235
h0012,01ES,electricity,dem,1.35710167
h0013,01ES,electricity,dem,1.36244529
h0014,01ES,electricity,dem,1.36540176
h0015,01ES,electricity,dem,1.32087473
h0016,01ES,electricity,dem,1.2730427
h0017,01ES,electricity,dem,1.25248911
h0018,01ES,electricity,dem,1.24876218
h0019,01ES,electricity,dem,1.24519631
h0020,01ES,electricity,dem,1.26551634
h0021,01ES,electricity,dem,1.3181515
h0022,01ES,electricity,dem,1.37003512
h0023,01ES,electricity,dem,1.31264713
h0024,01ES,electricity,dem,1.20884557
h0025,01ES,electricity,dem,1.15013004
h0026,01ES,electricity,dem,1.07625435
h0027,01ES,electricity,dem,1.02867351
h0028,01ES,electricity,dem,1.00599528
h0029,01ES,electricity,dem,0.99950333
h0030,01ES,electricity,dem,1.0164348
h0031,01ES,electricity,dem,1.09145758
h0032,01ES,electricity,dem,1.21857185
h0033,01ES,electricity,dem,1.29639701
h0034,01ES,electricity,dem,1.34941148
h0035,01ES,electricity,dem,1.38860961
h0036,01ES,electricity,dem,1.39058509
h0037,01ES,electricity,dem,1.37765669
h0038,01ES,electricity,dem,1.37847341
h0039,01ES,electricity,dem,1.33841329
h0040,01ES,electricity,dem,1.29533617
h0041,01ES,electricity,dem,1.2822612
h0042,01ES,electricity,dem,1.30538243
h0043,01ES,electricity,dem,1.39974277
h0044,01ES,electricity,dem,1.46450814
h0045,01ES,electricity,dem,1.48130582
h0046,01ES,electricity,dem,1.44293451
h0047,01ES,electricity,dem,1.34601293
h0048,01ES,electricity,dem,1.23025308
h0001,02ES,electricity,dem,1.03625138
h0002,02ES,electricity,dem,0.97165728
h0003,02ES,electricity,dem,0.92862244
h0004,02ES,electricity,dem,0.90729261
h0005,02ES,electricity,dem,0.89952612
h0006,02ES,electricity,dem,0.91049626
h0007,02ES,electricity,dem,0.96732793
h0008,02ES,electricity,dem,1.04413433
h0009,02ES,electricity,dem,1.1225102
h0010,02ES,electricity,dem,1.18475852
