timestep_4,region_2,technology_3,parameter,value
hh0001,SI,heatpumpAirSpace,effConv,3.934875563
hh0002,SI,heatpumpAirSpace,effConv,3.93514706
hh0003,SI,heatpumpAirSpace,effConv,3.957680995
hh0004,SI,heatpumpAirSpace,effConv,4.050147063
hh0005,SI,heatpumpAirSpace,effConv,4.03200226
hh0006,SI,heatpumpAirSpace,effConv,4.006300905
hh0007,SI,heatpumpAirSpace,effConv,3.119548613
hh0008,SI,heatpumpAirSpace,effConv,3.099305558
hh0009,SI,heatpumpAirSpace,effConv,3.083645833
hh0010,SI,heatpumpAirSpace,effConv,3.448020833
hh0011,SI,heatpumpAirSpace,effConv,3.35684028
hh0012,SI,heatpumpAirSpace,effConv,3.269288195
hh0001,BA,heatpumpAirSpace,effConv,3.993506788
hh0002,BA,heatpumpAirSpace,effConv,3.993382353
hh0003,BA,heatpumpAirSpace,effConv,4.006402718
hh0004,BA,heatpumpAirSpace,effConv,4.05588235
hh0005,BA,heatpumpAirSpace,effConv,4.049457015
hh0006,BA,heatpumpAirSpace,effConv,4.036074658
hh0007,BA,heatpumpAirSpace,effConv,3.319131945
hh0008,BA,heatpumpAirSpace,effConv,3.304114585
hh0009,BA,heatpumpAirSpace,effConv,3.289670138
hh0010,BA,heatpumpAirSpace,effConv,3.58329861
hh0011,BA,heatpumpAirSpace,effConv,3.513802085
hh0012,BA,heatpumpAirSpace,effConv,3.445225695
hh0001,BE,heatpumpAirSpace,effConv,3.941436655
hh0002,BE,heatpumpAirSpace,effConv,3.93199095
hh0003,BE,heatpumpAirSpace,effConv,3.955339365
hh0004,BE,heatpumpAirSpace,effConv,4.04561086
hh0005,BE,heatpumpAirSpace,effConv,4.031538463
hh0006,BE,heatpumpAirSpace,effConv,4.005531675
hh0007,BE,heatpumpAirSpace,effConv,3.27673611
hh0008,BE,heatpumpAirSpace,effConv,3.260868055
hh0009,BE,heatpumpAirSpace,effConv,3.24907986
hh0010,BE,heatpumpAirSpace,effConv,3.428836803
hh0011,BE,heatpumpAirSpace,effConv,3.39092014
hh0012,BE,heatpumpAirSpace,effConv,3.354791665
hh0001,ME,heatpumpAirSpace,effConv,3.993506788
hh0002,ME,heatpumpAirSpace,effConv,3.993382353
hh0003,ME,heatpumpAirSpace,effConv,4.006402718
hh0004,ME,heatpumpAirSpace,effConv,4.05588235
hh0005,ME,heatpumpAirSpace,effConv,4.049457015
hh0006,ME,heatpumpAirSpace,effConv,4.036074658
hh0007,ME,heatpumpAirSpace,effConv,3.319131945
hh0008,ME,heatpumpAirSpace,effConv,3.304114585
hh0009,ME,heatpumpAirSpace,effConv,3.289670138
hh0010,ME,heatpumpAirSpace,effConv,3.58329861
hh0011,ME,heatpumpAirSpace,effConv,3.513802085
hh0012,ME,heatpumpAirSpace,effConv,3.445225695
hh0001,SE,heatpumpAirSpace,effConv,3.970690045
