timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AL,wind,scr2096,avaConv,0.8750373766592864
h0002,AL,wind,scr2096,avaConv,0.6278595561934758
h0003,AL,wind,scr2096,avaConv,0.37856372533298877
h0004,AL,wind,scr2096,avaConv,0.10123245679099331
h0005,AL,wind,scr2096,avaConv,0.11263196228477744
h0006,AL,wind,scr2096,avaConv,0.25677196375261624
h0007,AL,wind,scr2096,avaConv,0.28946639812753144
h0008,AL,wind,scr2096,avaConv,0.18478344888669065
h0009,AL,wind,scr2096,avaConv,0.12658036769155848
h0010,AL,wind,scr2096,avaConv,0.2612978033004377
h0011,AL,wind,scr2096,avaConv,0.20691323946669893
h0012,AL,wind,scr2096,avaConv,0.15241929233787407
h0013,AL,wind,scr2096,avaConv,0.04348436904796497
h0014,AL,wind,scr2096,avaConv,0.08704754384857379
h0015,AL,wind,scr2096,avaConv,0.06703227807101304
h0016,AL,wind,scr2096,avaConv,0.23927078380355588
h0017,AL,wind,scr2096,avaConv,0.49279104016961267
h0018,AL,wind,scr2096,avaConv,0.7230771757430903
h0019,AL,wind,scr2096,avaConv,0.4466575578723096
h0020,AL,wind,scr2096,avaConv,0.14332736214736505
h0021,AL,wind,scr2096,avaConv,0.15591713846437372
h0022,AL,wind,scr2096,avaConv,0.306095294606096
h0023,AL,wind,scr2096,avaConv,0.4601102227157124
h0024,AL,wind,scr2096,avaConv,0.5120718979920146
h0025,AL,wind,scr2096,avaConv,0.36409791445128786
h0026,AL,wind,scr2096,avaConv,0.3319521677231223
h0027,AL,wind,scr2096,avaConv,0.18854236071566488
h0028,AL,wind,scr2096,avaConv,0.28327153602484634
h0029,AL,wind,scr2096,avaConv,0.29142062664789636
h0030,AL,wind,scr2096,avaConv,0.2746416258392674
h0031,AL,wind,scr2096,avaConv,0.26562404210832324
h0032,AL,wind,scr2096,avaConv,0.21732139809065967
h0033,AL,wind,scr2096,avaConv,0.20240574488625007
h0034,AL,wind,scr2096,avaConv,0.10733786167322158
h0035,AL,wind,scr2096,avaConv,0.15294919218177197
h0036,AL,wind,scr2096,avaConv,0.0977232783387654
h0037,AL,wind,scr2096,avaConv,0.45426298684920186
h0038,AL,wind,scr2096,avaConv,0.43716191221832296
h0039,AL,wind,scr2096,avaConv,0.5706367462591664
h0040,AL,wind,scr2096,avaConv,0.29925592381915705
h0041,AL,wind,scr2096,avaConv,0.21450853426453453
h0042,AL,wind,scr2096,avaConv,0.2519299194944345
h0043,AL,wind,scr2096,avaConv,0.1488260018572755
h0044,AL,wind,scr2096,avaConv,0.2650817102776067
h0045,AL,wind,scr2096,avaConv,0.30309251355109534
h0046,AL,wind,scr2096,avaConv,0.3112343698545758
h0047,AL,wind,scr2096,avaConv,0.16873689106624248
h0048,AL,wind,scr2096,avaConv,0.07058947470002719
h0049,AL,wind,scr2096,avaConv,0.17294396560548858
h0050,AL,wind,scr2096,avaConv,0.17458901407490163
h0051,AL,wind,scr2096,avaConv,0.08567135484548508
h0052,AL,wind,scr2096,avaConv,0.00045261816975311056
h0053,AL,wind,scr2096,avaConv,0.05081344760021976
h0054,AL,wind,scr2096,avaConv,0.056372672280953995
h0055,AL,wind,scr2096,avaConv,0.05057235382280817
h0056,AL,wind,scr2096,avaConv,0.15434953856803296
