timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AL,electricity,scr2094,dem,26.045666900228063
h0002,AL,electricity,scr2094,dem,21.854303597477312
h0003,AL,electricity,scr2094,dem,17.358732124516727
h0004,AL,electricity,scr2094,dem,14.562198485653193
h0005,AL,electricity,scr2094,dem,17.927239909757393
h0006,AL,electricity,scr2094,dem,15.243426312231664
h0007,AL,electricity,scr2094,dem,16.704797628479902
h0008,AL,electricity,scr2094,dem,13.598226100845556
h0009,AL,electricity,scr2094,dem,15.294974044010411
h0010,AL,electricity,scr2094,dem,10.186731907979178
h0011,AL,electricity,scr2094,dem,6.927966905065229
h0012,AL,electricity,scr2094,dem,13.208274603824886
h0013,AL,electricity,scr2094,dem,27.399092854936146
h0014,AL,electricity,scr2094,dem,28.510982418930116
h0015,AL,electricity,scr2094,dem,24.878646526345484
h0016,AL,electricity,scr2094,dem,13.980469916753654
h0017,AL,electricity,scr2094,dem,13.807267746521326
h0018,AL,electricity,scr2094,dem,8.051295009984514
h0019,AL,electricity,scr2094,dem,7.173015079579096
h0020,AL,electricity,scr2094,dem,4.89182424713821
h0021,AL,electricity,scr2094,dem,6.192372017714655
h0022,AL,electricity,scr2094,dem,4.993167605381233
h0023,AL,electricity,scr2094,dem,8.162039416282791
h0024,AL,electricity,scr2094,dem,11.293555372535332
h0025,AL,electricity,scr2094,dem,13.65252350448209
h0026,AL,electricity,scr2094,dem,10.430207427383323
h0027,AL,electricity,scr2094,dem,5.589279906322093
h0028,AL,electricity,scr2094,dem,2.9887886481805155
h0029,AL,electricity,scr2094,dem,2.85994775824799
h0030,AL,electricity,scr2094,dem,1.6439477151484534
h0031,AL,electricity,scr2094,dem,1.690205999954475
h0032,AL,electricity,scr2094,dem,2.577397169531203
h0033,AL,electricity,scr2094,dem,3.5904149048967464
h0034,AL,electricity,scr2094,dem,3.3325461332490987
h0035,AL,electricity,scr2094,dem,1.2590811958424948
h0036,AL,electricity,scr2094,dem,0.667902212983043
h0037,AL,electricity,scr2094,dem,0.4215992723573484
h0038,AL,electricity,scr2094,dem,0.5242237379167707
h0039,AL,electricity,scr2094,dem,0.5229181620647124
h0040,AL,electricity,scr2094,dem,0.5371045910647403
h0041,AL,electricity,scr2094,dem,0.3960785552773101
h0042,AL,electricity,scr2094,dem,0.38847861372502984
h0043,AL,electricity,scr2094,dem,0.3769451645714926
h0044,AL,electricity,scr2094,dem,0.3724807935606524
h0045,AL,electricity,scr2094,dem,0.37570811252211317
