timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AL,electricity,scr2095,dem,12.70762783488232
h0002,AL,electricity,scr2095,dem,11.78017765182638
h0003,AL,electricity,scr2095,dem,11.878013619043976
h0004,AL,electricity,scr2095,dem,11.733841091396267
h0005,AL,electricity,scr2095,dem,15.945484465354392
h0006,AL,electricity,scr2095,dem,17.701451489849422
h0007,AL,electricity,scr2095,dem,21.304170834986497
h0008,AL,electricity,scr2095,dem,21.82065278742382
h0009,AL,electricity,scr2095,dem,22.297175782759364
h0010,AL,electricity,scr2095,dem,21.795623657635613
h0011,AL,electricity,scr2095,dem,18.702005721447737
h0012,AL,electricity,scr2095,dem,19.027520949886693
h0013,AL,electricity,scr2095,dem,15.772378028288575
h0014,AL,electricity,scr2095,dem,13.08893598664709
h0015,AL,electricity,scr2095,dem,10.807259290140342
h0016,AL,electricity,scr2095,dem,9.725263901289907
h0017,AL,electricity,scr2095,dem,9.008551840035667
h0018,AL,electricity,scr2095,dem,8.072912042526642
h0019,AL,electricity,scr2095,dem,7.241229641849028
h0020,AL,electricity,scr2095,dem,10.717161643199535
h0021,AL,electricity,scr2095,dem,12.61707375821336
h0022,AL,electricity,scr2095,dem,15.265006511891993
h0023,AL,electricity,scr2095,dem,14.271190295975044
h0024,AL,electricity,scr2095,dem,13.550286811186844
h0025,AL,electricity,scr2095,dem,12.973688964758871
h0026,AL,electricity,scr2095,dem,12.525672305434892
h0027,AL,electricity,scr2095,dem,11.33632474469037
h0028,AL,electricity,scr2095,dem,8.427271638385353
h0029,AL,electricity,scr2095,dem,5.5379258220575585
h0030,AL,electricity,scr2095,dem,5.239633777568674
h0031,AL,electricity,scr2095,dem,6.1661543772973015
h0032,AL,electricity,scr2095,dem,5.858530071224596
h0033,AL,electricity,scr2095,dem,3.0868374893596275
h0034,AL,electricity,scr2095,dem,1.2467149365014958
h0035,AL,electricity,scr2095,dem,0.48524193362670714
h0036,AL,electricity,scr2095,dem,0.5024866983448001
h0037,AL,electricity,scr2095,dem,0.8304797704700233
h0038,AL,electricity,scr2095,dem,1.7504883765143335
h0039,AL,electricity,scr2095,dem,1.722202057179322
h0040,AL,electricity,scr2095,dem,1.357192937807093
h0041,AL,electricity,scr2095,dem,0.4749210194802995
h0042,AL,electricity,scr2095,dem,0.4599079609851276
h0043,AL,electricity,scr2095,dem,0.4342203190485444
h0044,AL,electricity,scr2095,dem,0.5665197215301194
h0045,AL,electricity,scr2095,dem,0.9893631217362822
h0046,AL,electricity,scr2095,dem,1.1280744021837437
h0047,AL,electricity,scr2095,dem,0.9851736555597805
h0048,AL,electricity,scr2095,dem,0.5570761722568662
