timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,BE,electricity,scr2003,dem,8.238727895991799
h0002,BE,electricity,scr2003,dem,9.258835271525731
h0003,BE,electricity,scr2003,dem,10.208510276496039
h0004,BE,electricity,scr2003,dem,10.747210625359477
h0005,BE,electricity,scr2003,dem,11.588217186817253
h0006,BE,electricity,scr2003,dem,11.70409600538036
h0007,BE,electricity,scr2003,dem,11.548136017394764
h0008,BE,electricity,scr2003,dem,11.608325791404685
h0009,BE,electricity,scr2003,dem,12.348057067000745
h0010,BE,electricity,scr2003,dem,14.317654072126238
h0011,BE,electricity,scr2003,dem,13.10582982631421
h0012,BE,electricity,scr2003,dem,12.861872378534784
h0013,BE,electricity,scr2003,dem,12.90621373955318
h0014,BE,electricity,scr2003,dem,13.120715445492994
h0015,BE,electricity,scr2003,dem,13.039157775676482
h0016,BE,electricity,scr2003,dem,13.651664716916134
h0017,BE,electricity,scr2003,dem,15.059952685575293
h0018,BE,electricity,scr2003,dem,13.983935692193832
h0019,BE,electricity,scr2003,dem,13.974686734148992
h0020,BE,electricity,scr2003,dem,14.21601241109764
h0021,BE,electricity,scr2003,dem,14.883910571447764
h0022,BE,electricity,scr2003,dem,14.141378470664005
h0023,BE,electricity,scr2003,dem,14.487062954605115
h0024,BE,electricity,scr2003,dem,15.555723936964398
h0025,BE,electricity,scr2003,dem,14.85766839820894
h0026,BE,electricity,scr2003,dem,13.364346223835835
h0027,BE,electricity,scr2003,dem,11.247744757900279
h0028,BE,electricity,scr2003,dem,9.76915400178842
h0029,BE,electricity,scr2003,dem,8.604162493093902
h0030,BE,electricity,scr2003,dem,8.401907533227426
h0031,BE,electricity,scr2003,dem,8.557140460249766
h0032,BE,electricity,scr2003,dem,9.710059694194396
h0033,BE,electricity,scr2003,dem,11.27834225076614
h0034,BE,electricity,scr2003,dem,12.931019153176585
h0035,BE,electricity,scr2003,dem,11.916358304452853
h0036,BE,electricity,scr2003,dem,12.14212617325104
h0037,BE,electricity,scr2003,dem,12.381439722354578
h0038,BE,electricity,scr2003,dem,13.218642139659273
h0039,BE,electricity,scr2003,dem,12.82938388181876
h0040,BE,electricity,scr2003,dem,12.72651871931724
h0041,BE,electricity,scr2003,dem,13.096323398563463
h0042,BE,electricity,scr2003,dem,11.339543445246917
h0043,BE,electricity,scr2003,dem,11.198190812602409
h0044,BE,electricity,scr2003,dem,11.5760256286706
h0045,BE,electricity,scr2003,dem,12.703444808549648
h0046,BE,electricity,scr2003,dem,12.142396535372537
h0047,BE,electricity,scr2003,dem,12.299485636933351
h0048,BE,electricity,scr2003,dem,13.002703753007768
h0049,BE,electricity,scr2003,dem,13.427862870206678
h0050,BE,electricity,scr2003,dem,12.366173719758706
h0051,BE,electricity,scr2003,dem,10.464900030090135
h0052,BE,electricity,scr2003,dem,8.41117590202107
h0053,BE,electricity,scr2003,dem,7.414607620734002
h0054,BE,electricity,scr2003,dem,7.707955197432515
h0055,BE,electricity,scr2003,dem,7.871710006680951
h0056,BE,electricity,scr2003,dem,8.822539077021213
h0057,BE,electricity,scr2003,dem,9.446911709297133
h0058,BE,electricity,scr2003,dem,11.382801182607775
h0059,BE,electricity,scr2003,dem,10.707600949478904
h0060,BE,electricity,scr2003,dem,10.622837804834086
h0061,BE,electricity,scr2003,dem,10.516792337613605
h0062,BE,electricity,scr2003,dem,10.769917562269594
h0063,BE,electricity,scr2003,dem,11.045836240421064
h0064,BE,electricity,scr2003,dem,10.968993842902522
h0065,BE,electricity,scr2003,dem,11.738059260704318
h0066,BE,electricity,scr2003,dem,11.013422787023046
h0067,BE,electricity,scr2003,dem,11.40859789431937
h0068,BE,electricity,scr2003,dem,11.442148149415889
h0069,BE,electricity,scr2003,dem,11.454951547281539
h0070,BE,electricity,scr2003,dem,10.20799839941792
h0071,BE,electricity,scr2003,dem,10.350032263044938
h0072,BE,electricity,scr2003,dem,11.015242068039123
h0073,BE,electricity,scr2003,dem,11.225607785537076
h0074,BE,electricity,scr2003,dem,10.09494056399499
h0075,BE,electricity,scr2003,dem,8.895811444520545
h0076,BE,electricity,scr2003,dem,7.899700699590788
h0077,BE,electricity,scr2003,dem,7.469201994399342
h0078,BE,electricity,scr2003,dem,7.350368476494662
h0079,BE,electricity,scr2003,dem,7.315952254834181
h0080,BE,electricity,scr2003,dem,8.02621349929473
h0081,BE,electricity,scr2003,dem,9.066954701460066
h0082,BE,electricity,scr2003,dem,10.850045628217536
h0083,BE,electricity,scr2003,dem,10.409981039933836
h0084,BE,electricity,scr2003,dem,10.712199383629322
h0085,BE,electricity,scr2003,dem,10.666624094394422
h0086,BE,electricity,scr2003,dem,10.915498912458563
h0087,BE,electricity,scr2003,dem,10.736771081559393
h0088,BE,electricity,scr2003,dem,10.691350419594887
h0089,BE,electricity,scr2003,dem,11.429635819532095
h0090,BE,electricity,scr2003,dem,10.412970283545889
h0091,BE,electricity,scr2003,dem,10.507178804288955
h0092,BE,electricity,scr2003,dem,10.464539959984025
h0093,BE,electricity,scr2003,dem,10.594320182122141
h0094,BE,electricity,scr2003,dem,10.07891526403775
h0095,BE,electricity,scr2003,dem,10.1726271341525
h0096,BE,electricity,scr2003,dem,10.863580202487473
h0097,BE,electricity,scr2003,dem,10.931286730579329
h0098,BE,electricity,scr2003,dem,9.676844186164391
h0099,BE,electricity,scr2003,dem,8.493840378666023
h0100,BE,electricity,scr2003,dem,7.200222975484995
h0101,BE,electricity,scr2003,dem,6.82911479657194
h0102,BE,electricity,scr2003,dem,6.667841412154781
h0103,BE,electricity,scr2003,dem,6.61358075279468
h0104,BE,electricity,scr2003,dem,7.0425684006524305
h0105,BE,electricity,scr2003,dem,7.881078547703094
h0106,BE,electricity,scr2003,dem,9.396670596587331
h0107,BE,electricity,scr2003,dem,9.508071726785886
h0108,BE,electricity,scr2003,dem,10.139728573769421
h0109,BE,electricity,scr2003,dem,10.632181602121069
h0110,BE,electricity,scr2003,dem,11.335522422199038
h0111,BE,electricity,scr2003,dem,11.466880070809598
h0112,BE,electricity,scr2003,dem,11.200311079555934
h0113,BE,electricity,scr2003,dem,11.561607468132156
h0114,BE,electricity,scr2003,dem,10.256703856116566
h0115,BE,electricity,scr2003,dem,10.367191560191468
h0116,BE,electricity,scr2003,dem,10.303331119403534
h0117,BE,electricity,scr2003,dem,10.560612205000524
h0118,BE,electricity,scr2003,dem,10.253507740582648
h0119,BE,electricity,scr2003,dem,10.356930693468907
h0120,BE,electricity,scr2003,dem,11.07293803255035
h0121,BE,electricity,scr2003,dem,10.465172105264072
h0122,BE,electricity,scr2003,dem,9.449133409439114
h0123,BE,electricity,scr2003,dem,8.446697578971028
h0124,BE,electricity,scr2003,dem,7.686424300001865
h0125,BE,electricity,scr2003,dem,7.415585388681645
h0126,BE,electricity,scr2003,dem,7.456276678208042
h0127,BE,electricity,scr2003,dem,7.565715210593954
h0128,BE,electricity,scr2003,dem,8.394274521700792
h0129,BE,electricity,scr2003,dem,9.405272975948481
h0130,BE,electricity,scr2003,dem,11.19694051826983
h0131,BE,electricity,scr2003,dem,10.837612442227119
h0132,BE,electricity,scr2003,dem,11.310515199993958
h0133,BE,electricity,scr2003,dem,11.286720209368504
h0134,BE,electricity,scr2003,dem,11.449399464098143
h0135,BE,electricity,scr2003,dem,11.17682418813455
h0136,BE,electricity,scr2003,dem,11.033607334170606
h0137,BE,electricity,scr2003,dem,12.002852998481856
h0138,BE,electricity,scr2003,dem,11.159228824485474
h0139,BE,electricity,scr2003,dem,11.632552427518078
h0140,BE,electricity,scr2003,dem,11.857975448945506
h0141,BE,electricity,scr2003,dem,12.453858778393798
h0142,BE,electricity,scr2003,dem,12.333915467152433
h0143,BE,electricity,scr2003,dem,12.369556933328372
h0144,BE,electricity,scr2003,dem,13.266385002709622
h0145,BE,electricity,scr2003,dem,12.752073101245376
h0146,BE,electricity,scr2003,dem,12.240714931335425
h0147,BE,electricity,scr2003,dem,10.836291609591935
h0148,BE,electricity,scr2003,dem,10.023003480119048
h0149,BE,electricity,scr2003,dem,9.064005389868349
h0150,BE,electricity,scr2003,dem,8.659424109229878
h0151,BE,electricity,scr2003,dem,8.219634550309209
h0152,BE,electricity,scr2003,dem,8.905953210446611
h0153,BE,electricity,scr2003,dem,10.316754074534547
h0154,BE,electricity,scr2003,dem,12.354121145159894
h0155,BE,electricity,scr2003,dem,11.423892430817343
h0156,BE,electricity,scr2003,dem,11.465642280887163
h0157,BE,electricity,scr2003,dem,11.289309834012446
h0158,BE,electricity,scr2003,dem,11.991779644644982
h0159,BE,electricity,scr2003,dem,11.460330358651518
h0160,BE,electricity,scr2003,dem,11.33457024064408
h0161,BE,electricity,scr2003,dem,11.669023696626617
h0162,BE,electricity,scr2003,dem,11.441909469562638
h0163,BE,electricity,scr2003,dem,12.456547544706186
h0164,BE,electricity,scr2003,dem,13.681476983160351
h0165,BE,electricity,scr2003,dem,13.562687083552252
h0166,BE,electricity,scr2003,dem,12.51646303171707
h0167,BE,electricity,scr2003,dem,12.13574644781897
h0168,BE,electricity,scr2003,dem,13.915413781704476
h0169,BE,electricity,scr2003,dem,14.169322228517053
h0001,DE,electricity,scr2003,dem,52.034951291462285
h0002,DE,electricity,scr2003,dem,51.03956513194428
h0003,DE,electricity,scr2003,dem,50.71736501736278
h0004,DE,electricity,scr2003,dem,52.7585114051479
h0005,DE,electricity,scr2003,dem,62.37451964661532
h0006,DE,electricity,scr2003,dem,73.98346270588527
h0007,DE,electricity,scr2003,dem,75.3988390849454
