region_4,category,timestep_6,value,scenario_1,parameter,technology_3
70AL,1,h0049,0.6886699342119195,scr1997,avaConv,onshore_a
70AL,1,h0050,0.6705547903343946,scr1997,avaConv,onshore_a
70AL,1,h0051,0.5225251762284169,scr1997,avaConv,onshore_a
70AL,1,h0052,0.15809522514833196,scr1997,avaConv,onshore_a
70AL,1,h0053,0.28181449482770304,scr1997,avaConv,onshore_a
70AL,1,h0054,0.2649764957945323,scr1997,avaConv,onshore_a
70AL,1,h0055,0.4359169017119333,scr1997,avaConv,onshore_a
70AL,1,h0056,0.4327125515143033,scr1997,avaConv,onshore_a
70AL,1,h0057,0.6115150057369824,scr1997,avaConv,onshore_a
70AL,1,h0058,0.6168101325074223,scr1997,avaConv,onshore_a
70AL,1,h0059,0.5115373391514793,scr1997,avaConv,onshore_a
70AL,1,h0060,0.409038156319797,scr1997,avaConv,onshore_a
70AL,1,h0061,0.21661070884837533,scr1997,avaConv,onshore_a
70AL,1,h0062,0.3708159348701323,scr1997,avaConv,onshore_a
70AL,1,h0063,0.25797491295972386,scr1997,avaConv,onshore_a
70AL,1,h0064,0.26116574532537,scr1997,avaConv,onshore_a
70AL,1,h0065,0.0,scr1997,avaConv,onshore_a
70AL,1,h0066,0.2047924155014609,scr1997,avaConv,onshore_a
70AL,1,h0067,0.49251177913700317,scr1997,avaConv,onshore_a
70AL,1,h0068,0.7798865548535703,scr1997,avaConv,onshore_a
70AL,1,h0069,0.7404285297246195,scr1997,avaConv,onshore_a
70AL,1,h0070,0.5874203874587863,scr1997,avaConv,onshore_a
70AL,1,h0071,0.3093913648914332,scr1997,avaConv,onshore_a
70AL,1,h0072,0.3042784317798914,scr1997,avaConv,onshore_a
49AT,1,h0049,0.20200586755030053,scr1997,avaConv,onshore_a
49AT,1,h0050,0.3038380627244934,scr1997,avaConv,onshore_a
49AT,1,h0051,0.2842664762655317,scr1997,avaConv,onshore_a
49AT,1,h0052,0.17605894131184033,scr1997,avaConv,onshore_a
49AT,1,h0053,0.016868413763818323,scr1997,avaConv,onshore_a
49AT,1,h0054,0.01551564557137359,scr1997,avaConv,onshore_a
49AT,1,h0055,0.052398430304578796,scr1997,avaConv,onshore_a
49AT,1,h0056,0.09456243670847848,scr1997,avaConv,onshore_a
49AT,1,h0057,0.28894989492352957,scr1997,avaConv,onshore_a
49AT,1,h0058,0.2524468457201897,scr1997,avaConv,onshore_a
49AT,1,h0059,0.2283371699886059,scr1997,avaConv,onshore_a
49AT,1,h0060,0.044001472554718285,scr1997,avaConv,onshore_a
49AT,1,h0061,0.029812544461189024,scr1997,avaConv,onshore_a
49AT,1,h0062,0.3326495942887869,scr1997,avaConv,onshore_a
49AT,1,h0063,0.33276110857513136,scr1997,avaConv,onshore_a
49AT,1,h0064,0.31991084820061105,scr1997,avaConv,onshore_a
49AT,1,h0065,0.004985360049923435,scr1997,avaConv,onshore_a
49AT,1,h0066,0.2196967736713879,scr1997,avaConv,onshore_a
49AT,1,h0067,0.23753200239366176,scr1997,avaConv,onshore_a
49AT,1,h0068,0.49031191280667025,scr1997,avaConv,onshore_a
49AT,1,h0069,0.2371398214398466,scr1997,avaConv,onshore_a
49AT,1,h0070,0.3418767097709155,scr1997,avaConv,onshore_a
49AT,1,h0071,0.09913104935370554,scr1997,avaConv,onshore_a
49AT,1,h0072,0.10621168140586729,scr1997,avaConv,onshore_a
50AT,1,h0049,0.6867001170429693,scr1997,avaConv,onshore_a
50AT,1,h0050,0.5848791301342505,scr1997,avaConv,onshore_a
50AT,1,h0051,0.3142239909432619,scr1997,avaConv,onshore_a
50AT,1,h0052,0.14133574531811582,scr1997,avaConv,onshore_a
50AT,1,h0053,0.04906085779779231,scr1997,avaConv,onshore_a
50AT,1,h0054,0.036417785768808185,scr1997,avaConv,onshore_a
50AT,1,h0055,0.031769580331806144,scr1997,avaConv,onshore_a
50AT,1,h0056,0.16038212609150748,scr1997,avaConv,onshore_a
50AT,1,h0057,0.3403756826839618,scr1997,avaConv,onshore_a
50AT,1,h0058,0.35507160763638534,scr1997,avaConv,onshore_a
50AT,1,h0059,0.3321654265982059,scr1997,avaConv,onshore_a
50AT,1,h0060,0.1593393411593478,scr1997,avaConv,onshore_a
50AT,1,h0061,0.1595896054524028,scr1997,avaConv,onshore_a
50AT,1,h0062,0.3980823076703999,scr1997,avaConv,onshore_a
50AT,1,h0063,0.3935481057938352,scr1997,avaConv,onshore_a
50AT,1,h0064,0.34609358642898225,scr1997,avaConv,onshore_a
50AT,1,h0065,0.0,scr1997,avaConv,onshore_a
