timestep_2,region_4,carrier_1,parameter,value
all,01ES,frtRoadLight,capaDem,0.09942
all,02ES,frtRoadLight,capaDem,0.09253
all,03ES,frtRoadLight,capaDem,0.06767
all,04ES,frtRoadLight,capaDem,0.15984
all,05ES,frtRoadLight,capaDem,0.05768
all,06ES,frtRoadLight,capaDem,0.35856
all,07ES,frtRoadLight,capaDem,0.35836
all,08ES,frtRoadLight,capaDem,0.06881
all,09ES,frtRoadLight,capaDem,0.16132
all,10ES,frtRoadLight,capaDem,0.09264
all,11ES,frtRoadLight,capaDem,0.29524
all,12PT,frtRoadLight,capaDem,0.14983
all,13PT,frtRoadLight,capaDem,0.20076
all,14FR,frtRoadLight,capaDem,0.22094
all,15FR,frtRoadLight,capaDem,0.10512
all,16FR,frtRoadLight,capaDem,0.21979
all,17FR,frtRoadLight,capaDem,0.15881
all,18FR,frtRoadLight,capaDem,0.12874
all,19FR,frtRoadLight,capaDem,0.16686
all,20FR,frtRoadLight,capaDem,0.13267
all,21FR,frtRoadLight,capaDem,0.19171
all,22FR,frtRoadLight,capaDem,0.06918
all,23FR,frtRoadLight,capaDem,0.8805
all,24FR,frtRoadLight,capaDem,0.06841
all,25FR,frtRoadLight,capaDem,0.18053
all,26FR,frtRoadLight,capaDem,0.2577
all,27FR,frtRoadLight,capaDem,0.03279
all,28BE,frtRoadLight,capaDem,2.32554
all,29LU,frtRoadLight,capaDem,0.05901
all,30NL,frtRoadLight,capaDem,0.96205
all,31DE,frtRoadLight,capaDem,0.81829
all,32DE,frtRoadLight,capaDem,0.4016
all,33DE,frtRoadLight,capaDem,1.09108
all,34DE,frtRoadLight,capaDem,0.37502
all,35DE,frtRoadLight,capaDem,0.72867
all,36DE,frtRoadLight,capaDem,0.73929
all,37DE,frtRoadLight,capaDem,0.90833
all,38DK,frtRoadLight,capaDem,0.06805
all,39CZ,frtRoadLight,capaDem,1.3832
all,40CZ,frtRoadLight,capaDem,0.84146
all,41PL,frtRoadLight,capaDem,1.60598
all,42PL,frtRoadLight,capaDem,0.60621
all,43PL,frtRoadLight,capaDem,1.13278
all,44PL,frtRoadLight,capaDem,1.2287
all,45PL,frtRoadLight,capaDem,0.74851
all,46SK,frtRoadLight,capaDem,0.86644
all,47CH,frtRoadLight,capaDem,0.330081591
all,48CH,frtRoadLight,capaDem,0.034185
all,49AT,frtRoadLight,capaDem,0.12891
all,50AT,frtRoadLight,capaDem,0.15657
all,51AT,frtRoadLight,capaDem,0.21853
all,52IT,frtRoadLight,capaDem,5.32642
all,53IT,frtRoadLight,capaDem,0.99364
all,54IT,frtRoadLight,capaDem,1.86216
all,55IT,frtRoadLight,capaDem,0.71285
all,56IT,frtRoadLight,capaDem,0.49951
all,57SI,frtRoadLight,capaDem,0.19241
all,58HU,frtRoadLight,capaDem,0.67342
all,59RO,frtRoadLight,capaDem,0.11947
all,60RO,frtRoadLight,capaDem,0.23592
all,61RO,frtRoadLight,capaDem,0.1026
all,62HR,frtRoadLight,capaDem,0.18826
all,63BA,frtRoadLight,capaDem,0.03853
all,64ME,frtRoadLight,capaDem,0.01052
all,65RS,frtRoadLight,capaDem,0.09672
all,66BG,frtRoadLight,capaDem,0.193
all,67MK,frtRoadLight,capaDem,0.02421
all,68GR,frtRoadLight,capaDem,0.18704
all,69GR,frtRoadLight,capaDem,0.50469
all,70AL,frtRoadLight,capaDem,0.02886
all,72DK,frtRoadLight,capaDem,0.07241
all,73EE,frtRoadLight,capaDem,0.03186
all,74FI,frtRoadLight,capaDem,0.0299
all,75FI,frtRoadLight,capaDem,0.25045
all,77LT,frtRoadLight,capaDem,0.48812
all,78LV,frtRoadLight,capaDem,0.0903
all,79NO,frtRoadLight,capaDem,0.01624
all,80NO,frtRoadLight,capaDem,0.03768
all,81NO,frtRoadLight,capaDem,0.07683
all,82NO,frtRoadLight,capaDem,0.14544
all,83NO,frtRoadLight,capaDem,0.03846
all,84NO,frtRoadLight,capaDem,0.03214
