timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s2016,wind,avaConv,0.116934691005029
h0002,LU,s2016,wind,avaConv,0.0890547771205951
h0003,LU,s2016,wind,avaConv,0.0667846898487779
h0004,LU,s2016,wind,avaConv,0.0548203643947718
h0005,LU,s2016,wind,avaConv,0.0444393064523058
h0006,LU,s2016,wind,avaConv,0.0271117606794547
h0007,LU,s2016,wind,avaConv,0.0128232047011459
h0008,LU,s2016,wind,avaConv,0.00338421474819801
h0009,LU,s2016,wind,avaConv,0.00760710356706988
h0010,LU,s2016,wind,avaConv,0.0235556438119076
h0011,LU,s2016,wind,avaConv,0.0256503557931587
h0012,LU,s2016,wind,avaConv,0.0365194957644596
h0013,LU,s2016,wind,avaConv,0.0540904511664716
h0014,LU,s2016,wind,avaConv,0.0971777053506019
h0015,LU,s2016,wind,avaConv,0.161863223428981
h0016,LU,s2016,wind,avaConv,0.200864052916364
h0017,LU,s2016,wind,avaConv,0.286442586483795
h0018,LU,s2016,wind,avaConv,0.456801547214034
h0019,LU,s2016,wind,avaConv,0.643001905722417
h0020,LU,s2016,wind,avaConv,0.70096149653566
h0021,LU,s2016,wind,avaConv,0.823722035619608
h0022,LU,s2016,wind,avaConv,0.880836913921529
h0023,LU,s2016,wind,avaConv,0.89269610896053
h0024,LU,s2016,wind,avaConv,0.881134980114352
h0025,LU,s2016,wind,avaConv,0.849205224748078
h0026,LU,s2016,wind,avaConv,0.798703408625766
h0027,LU,s2016,wind,avaConv,0.829185966234187
h0028,LU,s2016,wind,avaConv,0.853755658129247
h0029,LU,s2016,wind,avaConv,0.770953762871621
h0030,LU,s2016,wind,avaConv,0.692135095778166
h0031,LU,s2016,wind,avaConv,0.616919586309027
h0032,LU,s2016,wind,avaConv,0.590247762629164
h0033,LU,s2016,wind,avaConv,0.50086595311452
h0034,LU,s2016,wind,avaConv,0.376511214909169
h0035,LU,s2016,wind,avaConv,0.362190812243802
h0036,LU,s2016,wind,avaConv,0.356531775229
h0037,LU,s2016,wind,avaConv,0.337992232694964
h0038,LU,s2016,wind,avaConv,0.27455884513451
h0039,LU,s2016,wind,avaConv,0.280550794928111
h0040,LU,s2016,wind,avaConv,0.2556266037645
h0041,LU,s2016,wind,avaConv,0.303065318350279
h0042,LU,s2016,wind,avaConv,0.396411965908
h0043,LU,s2016,wind,avaConv,0.47939010446501
h0044,LU,s2016,wind,avaConv,0.583778780241117
h0045,LU,s2016,wind,avaConv,0.603658220410011
h0046,LU,s2016,wind,avaConv,0.628956721591306
h0047,LU,s2016,wind,avaConv,0.587771242970187
h0048,LU,s2016,wind,avaConv,0.352637299837773
h0049,LU,s2016,wind,avaConv,0.444167253885677
h0050,LU,s2016,wind,avaConv,0.520901273025812
h0051,LU,s2016,wind,avaConv,0.50114389337057
h0052,LU,s2016,wind,avaConv,0.478995352548617
h0053,LU,s2016,wind,avaConv,0.466115478488973
h0054,LU,s2016,wind,avaConv,0.452394917933923
h0055,LU,s2016,wind,avaConv,0.483896694275548
h0056,LU,s2016,wind,avaConv,0.397466424220593
h0057,LU,s2016,wind,avaConv,0.295147243053705
h0058,LU,s2016,wind,avaConv,0.383934458853488
h0059,LU,s2016,wind,avaConv,0.412914806823648
h0060,LU,s2016,wind,avaConv,0.478744681824353
h0061,LU,s2016,wind,avaConv,0.591445868118912
h0062,LU,s2016,wind,avaConv,0.652442830330895
h0063,LU,s2016,wind,avaConv,0.798915721077557
h0064,LU,s2016,wind,avaConv,0.889602106892597
h0065,LU,s2016,wind,avaConv,0.938169668560725
h0066,LU,s2016,wind,avaConv,0.936293662672061
h0067,LU,s2016,wind,avaConv,0.958394649358537
h0068,LU,s2016,wind,avaConv,0.978389834969786
h0069,LU,s2016,wind,avaConv,0.989804515408475
h0070,LU,s2016,wind,avaConv,0.997341768721466
h0071,LU,s2016,wind,avaConv,0.99683071894564
h0072,LU,s2016,wind,avaConv,0.954128153255846
h0073,LU,s2016,wind,avaConv,0.868628901701349
h0074,LU,s2016,wind,avaConv,0.773326769386568
h0075,LU,s2016,wind,avaConv,0.581419267917621
h0076,LU,s2016,wind,avaConv,0.550077829716255
h0077,LU,s2016,wind,avaConv,0.508980947229013
h0078,LU,s2016,wind,avaConv,0.661134343976373
h0079,LU,s2016,wind,avaConv,0.538452732896654
h0080,LU,s2016,wind,avaConv,0.45946180740693
h0081,LU,s2016,wind,avaConv,0.400766897138776
h0082,LU,s2016,wind,avaConv,0.458231696855485
h0083,LU,s2016,wind,avaConv,0.603846301261554
h0084,LU,s2016,wind,avaConv,0.792767496916124
h0085,LU,s2016,wind,avaConv,0.84938643932805
h0086,LU,s2016,wind,avaConv,0.873722351251043
h0087,LU,s2016,wind,avaConv,0.844342239936512
h0088,LU,s2016,wind,avaConv,0.673805812952989
h0089,LU,s2016,wind,avaConv,0.572043026032128
h0090,LU,s2016,wind,avaConv,0.469147641444948
h0091,LU,s2016,wind,avaConv,0.513590459687026
h0092,LU,s2016,wind,avaConv,0.485265597288835
h0093,LU,s2016,wind,avaConv,0.471790103952856
