timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s2002,wind,avaConv,0.0123807422189652
h0002,LU,s2002,wind,avaConv,0.00950149984246168
h0003,LU,s2002,wind,avaConv,0.0031671666141539
h0004,LU,s2002,wind,avaConv,0.0
h0005,LU,s2002,wind,avaConv,0.0
h0006,LU,s2002,wind,avaConv,0.0
h0007,LU,s2002,wind,avaConv,0.0
h0008,LU,s2002,wind,avaConv,0.0
h0009,LU,s2002,wind,avaConv,0.0
h0010,LU,s2002,wind,avaConv,0.0
h0011,LU,s2002,wind,avaConv,0.0
h0012,LU,s2002,wind,avaConv,0.0
h0013,LU,s2002,wind,avaConv,0.0
h0014,LU,s2002,wind,avaConv,0.0
h0015,LU,s2002,wind,avaConv,0.0
h0016,LU,s2002,wind,avaConv,0.0
h0017,LU,s2002,wind,avaConv,0.0
h0018,LU,s2002,wind,avaConv,0.0
h0019,LU,s2002,wind,avaConv,0.0
h0020,LU,s2002,wind,avaConv,0.0
h0021,LU,s2002,wind,avaConv,0.0
h0022,LU,s2002,wind,avaConv,0.0
h0023,LU,s2002,wind,avaConv,0.0
h0024,LU,s2002,wind,avaConv,0.0
h0025,LU,s2002,wind,avaConv,0.0
h0026,LU,s2002,wind,avaConv,0.0
h0027,LU,s2002,wind,avaConv,0.0
h0028,LU,s2002,wind,avaConv,0.0
h0029,LU,s2002,wind,avaConv,0.0
h0030,LU,s2002,wind,avaConv,0.0
h0031,LU,s2002,wind,avaConv,0.0
h0032,LU,s2002,wind,avaConv,0.00232849254348005
h0033,LU,s2002,wind,avaConv,0.00910228903360383
h0034,LU,s2002,wind,avaConv,0.00663472783453725
h0035,LU,s2002,wind,avaConv,0.0457342550266133
h0036,LU,s2002,wind,avaConv,0.0436436472402773
h0037,LU,s2002,wind,avaConv,0.0560755338738709
h0038,LU,s2002,wind,avaConv,0.0562460153355972
h0039,LU,s2002,wind,avaConv,0.0258041441344672
h0040,LU,s2002,wind,avaConv,0.0186037888760655
h0041,LU,s2002,wind,avaConv,0.0820827956437596
h0042,LU,s2002,wind,avaConv,0.156876956464429
h0043,LU,s2002,wind,avaConv,0.218291677309435
h0044,LU,s2002,wind,avaConv,0.267194203772227
h0045,LU,s2002,wind,avaConv,0.282302885913157
h0046,LU,s2002,wind,avaConv,0.293171078602042
h0047,LU,s2002,wind,avaConv,0.369502887929797
h0048,LU,s2002,wind,avaConv,0.387194916895833
h0049,LU,s2002,wind,avaConv,0.482999141601281
h0050,LU,s2002,wind,avaConv,0.643020849277822
h0051,LU,s2002,wind,avaConv,0.72215849845363
h0052,LU,s2002,wind,avaConv,0.79735830267494
h0053,LU,s2002,wind,avaConv,0.803036124704935
h0054,LU,s2002,wind,avaConv,0.891304475069693
h0055,LU,s2002,wind,avaConv,0.912638255700282
h0056,LU,s2002,wind,avaConv,0.934049424251528
h0057,LU,s2002,wind,avaConv,0.928237901008245
h0058,LU,s2002,wind,avaConv,0.961123299725543
h0059,LU,s2002,wind,avaConv,0.968308303768068
h0060,LU,s2002,wind,avaConv,0.98526323680535
h0061,LU,s2002,wind,avaConv,0.991121958165012
h0062,LU,s2002,wind,avaConv,0.986908067087723
h0063,LU,s2002,wind,avaConv,0.972250608319403
h0064,LU,s2002,wind,avaConv,0.956427798328773
h0065,LU,s2002,wind,avaConv,0.963979179730267
h0066,LU,s2002,wind,avaConv,0.970237822270599
h0067,LU,s2002,wind,avaConv,0.973371524058705
h0068,LU,s2002,wind,avaConv,0.971168051301052
h0069,LU,s2002,wind,avaConv,0.962401989821875
h0070,LU,s2002,wind,avaConv,0.954424483820156
h0071,LU,s2002,wind,avaConv,0.949165446736258
h0072,LU,s2002,wind,avaConv,0.927918445915367
h0073,LU,s2002,wind,avaConv,0.904587191049905
h0074,LU,s2002,wind,avaConv,0.877544176069974
h0075,LU,s2002,wind,avaConv,0.848314578561592
h0076,LU,s2002,wind,avaConv,0.838418485369779
h0077,LU,s2002,wind,avaConv,0.839399030111236
h0078,LU,s2002,wind,avaConv,0.814565920048342
h0079,LU,s2002,wind,avaConv,0.74395913126757
h0080,LU,s2002,wind,avaConv,0.683924915595216
h0081,LU,s2002,wind,avaConv,0.64485423620447
h0082,LU,s2002,wind,avaConv,0.669263352793602
h0083,LU,s2002,wind,avaConv,0.677873691825306
h0084,LU,s2002,wind,avaConv,0.563016192000416
h0085,LU,s2002,wind,avaConv,0.47864890518712
h0086,LU,s2002,wind,avaConv,0.369806361390995
h0087,LU,s2002,wind,avaConv,0.254171710168675
h0088,LU,s2002,wind,avaConv,0.150225615040067
h0089,LU,s2002,wind,avaConv,0.178871589878477
h0090,LU,s2002,wind,avaConv,0.234626760550121
h0091,LU,s2002,wind,avaConv,0.229118946763947
h0092,LU,s2002,wind,avaConv,0.193469853793215
h0093,LU,s2002,wind,avaConv,0.168194715268721
h0094,LU,s2002,wind,avaConv,0.152764407269629
h0095,LU,s2002,wind,avaConv,0.101044556273598
h0096,LU,s2002,wind,avaConv,0.0624052106252543
h0097,LU,s2002,wind,avaConv,0.0484787699081779
h0098,LU,s2002,wind,avaConv,0.0514558811679576
h0099,LU,s2002,wind,avaConv,0.0605248630694858
h0100,LU,s2002,wind,avaConv,0.0813245871870389
h0101,LU,s2002,wind,avaConv,0.0774069075949673
h0102,LU,s2002,wind,avaConv,0.0532194170853429
h0103,LU,s2002,wind,avaConv,0.0375774278807902
h0104,LU,s2002,wind,avaConv,0.0256503557931587
h0105,LU,s2002,wind,avaConv,0.0168039467436964
h0106,LU,s2002,wind,avaConv,0.00816621961418577
h0107,LU,s2002,wind,avaConv,0.00549565915763394
h0108,LU,s2002,wind,avaConv,0.0
h0109,LU,s2002,wind,avaConv,0.0
h0110,LU,s2002,wind,avaConv,0.0
h0111,LU,s2002,wind,avaConv,0.0
h0112,LU,s2002,wind,avaConv,0.0
h0113,LU,s2002,wind,avaConv,0.0
h0114,LU,s2002,wind,avaConv,0.0
h0115,LU,s2002,wind,avaConv,0.0031671666141539
h0116,LU,s2002,wind,avaConv,0.0123807422189652
h0117,LU,s2002,wind,avaConv,0.0269689035932498
h0118,LU,s2002,wind,avaConv,0.0305919502503501
h0119,LU,s2002,wind,avaConv,0.0160277825625364
h0120,LU,s2002,wind,avaConv,0.00527861102358983
h0121,LU,s2002,wind,avaConv,0.0
h0122,LU,s2002,wind,avaConv,0.0
h0123,LU,s2002,wind,avaConv,0.0
h0124,LU,s2002,wind,avaConv,0.0
h0125,LU,s2002,wind,avaConv,0.0
h0126,LU,s2002,wind,avaConv,0.0
h0127,LU,s2002,wind,avaConv,0.0
h0128,LU,s2002,wind,avaConv,0.0
h0129,LU,s2002,wind,avaConv,0.0
h0130,LU,s2002,wind,avaConv,0.0
h0131,LU,s2002,wind,avaConv,0.0
h0132,LU,s2002,wind,avaConv,0.0
h0133,LU,s2002,wind,avaConv,0.0
h0134,LU,s2002,wind,avaConv,0.0
h0135,LU,s2002,wind,avaConv,0.0
h0136,LU,s2002,wind,avaConv,0.0
h0137,LU,s2002,wind,avaConv,0.0
h0138,LU,s2002,wind,avaConv,0.0
h0139,LU,s2002,wind,avaConv,0.0
h0140,LU,s2002,wind,avaConv,0.0
h0141,LU,s2002,wind,avaConv,0.0
h0142,LU,s2002,wind,avaConv,0.0
h0143,LU,s2002,wind,avaConv,0.0
h0144,LU,s2002,wind,avaConv,0.0
h0145,LU,s2002,wind,avaConv,0.0
h0146,LU,s2002,wind,avaConv,0.0
h0147,LU,s2002,wind,avaConv,0.0
h0148,LU,s2002,wind,avaConv,0.00527861102358983
h0149,LU,s2002,wind,avaConv,0.0
h0150,LU,s2002,wind,avaConv,0.00257505918749801
h0151,LU,s2002,wind,avaConv,0.00805161806787274
h0152,LU,s2002,wind,avaConv,0.0166584058835095
h0153,LU,s2002,wind,avaConv,0.029642620749593
h0154,LU,s2002,wind,avaConv,0.109580072612822
h0155,LU,s2002,wind,avaConv,0.193213223280682
h0156,LU,s2002,wind,avaConv,0.151686466798023
h0157,LU,s2002,wind,avaConv,0.110024232438862
h0158,LU,s2002,wind,avaConv,0.100526521086926
h0159,LU,s2002,wind,avaConv,0.133562038521116
h0160,LU,s2002,wind,avaConv,0.201870445028508
h0161,LU,s2002,wind,avaConv,0.24678670529305
h0162,LU,s2002,wind,avaConv,0.314800281189497
h0163,LU,s2002,wind,avaConv,0.40534527023453
h0164,LU,s2002,wind,avaConv,0.44610213744992
h0165,LU,s2002,wind,avaConv,0.310649807163301
h0166,LU,s2002,wind,avaConv,0.200018748750212
h0167,LU,s2002,wind,avaConv,0.235584613472424
h0168,LU,s2002,wind,avaConv,0.238015868281195
h0169,LU,s2002,wind,avaConv,0.261595821488097
h0170,LU,s2002,wind,avaConv,0.316273328491981
h0171,LU,s2002,wind,avaConv,0.314394717275714
h0172,LU,s2002,wind,avaConv,0.290362515260423
h0173,LU,s2002,wind,avaConv,0.276251386505392
h0174,LU,s2002,wind,avaConv,0.348878499221328
h0175,LU,s2002,wind,avaConv,0.357365200492031
h0176,LU,s2002,wind,avaConv,0.386591720563378
h0177,LU,s2002,wind,avaConv,0.428075265491438
h0178,LU,s2002,wind,avaConv,0.422203718432759
h0179,LU,s2002,wind,avaConv,0.418428540502366
h0180,LU,s2002,wind,avaConv,0.332149928162925
h0181,LU,s2002,wind,avaConv,0.202973406081829
h0182,LU,s2002,wind,avaConv,0.13367589092619
h0183,LU,s2002,wind,avaConv,0.0504838212702876
h0184,LU,s2002,wind,avaConv,0.00105572220471796
h0185,LU,s2002,wind,avaConv,0.0563923056638497
h0186,LU,s2002,wind,avaConv,0.11733378276291
h0187,LU,s2002,wind,avaConv,0.143495740596998
h0188,LU,s2002,wind,avaConv,0.14513741381747
h0189,LU,s2002,wind,avaConv,0.136086427123644
h0190,LU,s2002,wind,avaConv,0.162157777589094
h0191,LU,s2002,wind,avaConv,0.146695898951147
h0192,LU,s2002,wind,avaConv,0.106288202884295
h0193,LU,s2002,wind,avaConv,0.0815054478500959
h0194,LU,s2002,wind,avaConv,0.0661198121440025
h0195,LU,s2002,wind,avaConv,0.0520361496326076
h0196,LU,s2002,wind,avaConv,0.0449213901837483
h0197,LU,s2002,wind,avaConv,0.0362126291263692
h0198,LU,s2002,wind,avaConv,0.0382410427316234
h0199,LU,s2002,wind,avaConv,0.0382410427316234
