timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s2002,electricity,dem,76.9529404227476
h0002,FR,s2002,electricity,dem,75.4635283348355
h0003,FR,s2002,electricity,dem,72.7072536095608
h0004,FR,s2002,electricity,dem,71.721588774396
h0005,FR,s2002,electricity,dem,73.5906162469234
h0006,FR,s2002,electricity,dem,77.8596656974729
h0007,FR,s2002,electricity,dem,82.3181711919784
h0008,FR,s2002,electricity,dem,84.3233909721982
h0009,FR,s2002,electricity,dem,85.4735008623081
h0010,FR,s2002,electricity,dem,85.7003964667036
h0011,FR,s2002,electricity,dem,85.7788854776927
h0012,FR,s2002,electricity,dem,85.8417426205498
h0013,FR,s2002,electricity,dem,84.1123250381322
h0014,FR,s2002,electricity,dem,82.0364184447256
h0015,FR,s2002,electricity,dem,80.049577785385
h0016,FR,s2002,electricity,dem,79.4890942689015
h0017,FR,s2002,electricity,dem,81.8369074557147
h0018,FR,s2002,electricity,dem,86.1075722908795
h0019,FR,s2002,electricity,dem,87.0180393238465
h0020,FR,s2002,electricity,dem,83.7153964667036
h0021,FR,s2002,electricity,dem,80.3792096535168
h0022,FR,s2002,electricity,dem,80.7699514117586
h0023,FR,s2002,electricity,dem,81.8665283348356
h0024,FR,s2002,electricity,dem,79.1847261370334
h0025,FR,s2002,electricity,dem,75.3483986169476
h0026,FR,s2002,electricity,dem,73.8589865290355
h0027,FR,s2002,electricity,dem,71.1027118037608
h0028,FR,s2002,electricity,dem,70.117046968596
h0029,FR,s2002,electricity,dem,71.9860744411234
h0030,FR,s2002,electricity,dem,76.2551238916729
h0031,FR,s2002,electricity,dem,80.7136293861784
h0032,FR,s2002,electricity,dem,82.7188491663982
h0033,FR,s2002,electricity,dem,83.8689590565081
h0034,FR,s2002,electricity,dem,84.0958546609036
h0035,FR,s2002,electricity,dem,84.1743436718927
h0036,FR,s2002,electricity,dem,84.2372008147498
h0037,FR,s2002,electricity,dem,82.5077832323322
h0038,FR,s2002,electricity,dem,80.4318766389256
h0039,FR,s2002,electricity,dem,78.445035979585
h0040,FR,s2002,electricity,dem,77.8845524631015
h0041,FR,s2002,electricity,dem,80.2323656499147
h0042,FR,s2002,electricity,dem,84.5030304850795
h0043,FR,s2002,electricity,dem,85.4134975180465
h0044,FR,s2002,electricity,dem,82.1108546609037
h0045,FR,s2002,electricity,dem,78.7746678477168
h0046,FR,s2002,electricity,dem,79.1654096059586
h0047,FR,s2002,electricity,dem,80.2619865290355
h0048,FR,s2002,electricity,dem,77.5801843312334
h0049,FR,s2002,electricity,dem,74.3913086553476
h0050,FR,s2002,electricity,dem,72.9018965674355
h0051,FR,s2002,electricity,dem,70.1456218421608
h0052,FR,s2002,electricity,dem,69.159957006996
h0053,FR,s2002,electricity,dem,71.0289844795234
h0054,FR,s2002,electricity,dem,75.2980339300729
h0055,FR,s2002,electricity,dem,79.7565394245784
h0056,FR,s2002,electricity,dem,81.7617592047982
h0057,FR,s2002,electricity,dem,82.911869094908
h0058,FR,s2002,electricity,dem,83.1387646993036
h0059,FR,s2002,electricity,dem,83.2172537102927
h0060,FR,s2002,electricity,dem,83.2801108531498
