timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s2012,electricity,dem,35.3920427464051
h0002,DE,s2012,electricity,dem,34.441266647504
h0003,DE,s2012,electricity,dem,34.4863037354161
h0004,DE,s2012,electricity,dem,35.3285770870645
h0005,DE,s2012,electricity,dem,37.2750290101414
h0006,DE,s2012,electricity,dem,42.2620867024491
h0007,DE,s2012,electricity,dem,47.4565867024491
h0008,DE,s2012,electricity,dem,50.1987597793722
h0009,DE,s2012,electricity,dem,51.5717597793721
h0010,DE,s2012,electricity,dem,52.8659191200315
h0011,DE,s2012,electricity,dem,53.8577281859656
h0012,DE,s2012,electricity,dem,53.3733229661853
h0013,DE,s2012,electricity,dem,52.1924795595919
h0014,DE,s2012,electricity,dem,50.9704534606908
h0015,DE,s2012,electricity,dem,50.3631292848667
h0016,DE,s2012,electricity,dem,50.8177899991524
h0017,DE,s2012,electricity,dem,53.2581169222293
h0018,DE,s2012,electricity,dem,54.0546938453062
h0019,DE,s2012,electricity,dem,52.6223531859656
h0020,DE,s2012,electricity,dem,49.0122323068447
h0021,DE,s2012,electricity,dem,46.0719301090425
h0022,DE,s2012,electricity,dem,44.2507831310205
h0023,DE,s2012,electricity,dem,40.4923957683831
h0024,DE,s2012,electricity,dem,37.3717378013502
h0025,DE,s2012,electricity,dem,47.3832762440051
h0026,DE,s2012,electricity,dem,46.432500145104
h0027,DE,s2012,electricity,dem,46.4775372330162
h0028,DE,s2012,electricity,dem,47.3198105846645
h0029,DE,s2012,electricity,dem,49.2662625077414
h0030,DE,s2012,electricity,dem,54.2533202000491
h0031,DE,s2012,electricity,dem,59.4478202000491
h0032,DE,s2012,electricity,dem,62.1899932769722
h0033,DE,s2012,electricity,dem,63.5629932769722
h0034,DE,s2012,electricity,dem,64.8571526176315
h0035,DE,s2012,electricity,dem,65.8489616835656
h0036,DE,s2012,electricity,dem,65.3645564637853
h0037,DE,s2012,electricity,dem,64.1837130571919
h0038,DE,s2012,electricity,dem,62.9616869582908
h0039,DE,s2012,electricity,dem,62.3543627824667
h0040,DE,s2012,electricity,dem,62.8090234967524
h0041,DE,s2012,electricity,dem,65.2493504198293
h0042,DE,s2012,electricity,dem,66.0459273429062
h0043,DE,s2012,electricity,dem,64.6135866835656
h0044,DE,s2012,electricity,dem,61.0034658044447
h0045,DE,s2012,electricity,dem,58.0631636066425
h0046,DE,s2012,electricity,dem,56.2420166286205
h0047,DE,s2012,electricity,dem,52.4836292659831
h0048,DE,s2012,electricity,dem,49.3629712989502
h0049,DE,s2012,electricity,dem,49.8629418483051
h0050,DE,s2012,electricity,dem,48.912165749404
h0051,DE,s2012,electricity,dem,48.9572028373161
h0052,DE,s2012,electricity,dem,49.7994761889645
h0053,DE,s2012,electricity,dem,51.7459281120414
h0054,DE,s2012,electricity,dem,56.7329858043491
h0055,DE,s2012,electricity,dem,61.9274858043491
h0056,DE,s2012,electricity,dem,64.6696588812722
h0057,DE,s2012,electricity,dem,66.0426588812721
h0058,DE,s2012,electricity,dem,67.3368182219315
h0059,DE,s2012,electricity,dem,68.3286272878656
h0060,DE,s2012,electricity,dem,67.8442220680854
h0061,DE,s2012,electricity,dem,66.6633786614919
h0062,DE,s2012,electricity,dem,65.4413525625908
h0063,DE,s2012,electricity,dem,64.8340283867667
h0064,DE,s2012,electricity,dem,65.2886891010524
h0065,DE,s2012,electricity,dem,67.7290160241293
h0066,DE,s2012,electricity,dem,68.5255929472062
h0067,DE,s2012,electricity,dem,67.0932522878656
h0068,DE,s2012,electricity,dem,63.4831314087447
h0069,DE,s2012,electricity,dem,60.5428292109425
h0070,DE,s2012,electricity,dem,58.7216822329205
h0071,DE,s2012,electricity,dem,54.9632948702831
h0072,DE,s2012,electricity,dem,51.8426369032502
h0073,DE,s2012,electricity,dem,50.5646114856051
h0074,DE,s2012,electricity,dem,49.613835386704
h0075,DE,s2012,electricity,dem,49.6588724746161
h0076,DE,s2012,electricity,dem,50.5011458262645
h0077,DE,s2012,electricity,dem,52.4475977493414
h0078,DE,s2012,electricity,dem,57.4346554416491
h0079,DE,s2012,electricity,dem,62.6291554416491
h0080,DE,s2012,electricity,dem,65.3713285185722
h0081,DE,s2012,electricity,dem,66.7443285185721
h0082,DE,s2012,electricity,dem,68.0384878592315
h0083,DE,s2012,electricity,dem,69.0302969251656
h0084,DE,s2012,electricity,dem,68.5458917053854
h0085,DE,s2012,electricity,dem,67.3650482987919
h0086,DE,s2012,electricity,dem,66.1430221998908
h0087,DE,s2012,electricity,dem,65.5356980240667
h0088,DE,s2012,electricity,dem,65.9903587383524
h0089,DE,s2012,electricity,dem,68.4306856614293
h0090,DE,s2012,electricity,dem,69.2272625845062
h0091,DE,s2012,electricity,dem,67.7949219251656
h0092,DE,s2012,electricity,dem,64.1848010460447
h0093,DE,s2012,electricity,dem,61.2444988482425
h0094,DE,s2012,electricity,dem,59.4233518702205
h0095,DE,s2012,electricity,dem,55.6649645075831
h0096,DE,s2012,electricity,dem,52.5443065405502
h0097,DE,s2012,electricity,dem,49.9437100551051
h0098,DE,s2012,electricity,dem,48.992933956204
h0099,DE,s2012,electricity,dem,49.0379710441161
h0100,DE,s2012,electricity,dem,49.8802443957645
h0101,DE,s2012,electricity,dem,51.8266963188414
h0102,DE,s2012,electricity,dem,56.8137540111491
h0103,DE,s2012,electricity,dem,62.0082540111491
h0104,DE,s2012,electricity,dem,64.7504270880722
h0105,DE,s2012,electricity,dem,66.1234270880721
h0106,DE,s2012,electricity,dem,67.4175864287315
h0107,DE,s2012,electricity,dem,68.4093954946656
h0108,DE,s2012,electricity,dem,67.9249902748854
h0109,DE,s2012,electricity,dem,66.7441468682919
h0110,DE,s2012,electricity,dem,65.5221207693908
h0111,DE,s2012,electricity,dem,64.9147965935667
h0112,DE,s2012,electricity,dem,65.3694573078524
h0113,DE,s2012,electricity,dem,67.8097842309293
h0114,DE,s2012,electricity,dem,68.6063611540062
h0115,DE,s2012,electricity,dem,67.1740204946656
h0116,DE,s2012,electricity,dem,63.5638996155447
h0117,DE,s2012,electricity,dem,60.6235974177425
h0118,DE,s2012,electricity,dem,58.8024504397205
h0119,DE,s2012,electricity,dem,55.0440630770831
h0120,DE,s2012,electricity,dem,51.9234051100502
h0121,DE,s2012,electricity,dem,49.3194978988051
h0122,DE,s2012,electricity,dem,48.368721799904
h0123,DE,s2012,electricity,dem,48.4137588878162
h0124,DE,s2012,electricity,dem,49.2560322394645
h0125,DE,s2012,electricity,dem,51.2024841625414
h0126,DE,s2012,electricity,dem,56.1895418548491
h0127,DE,s2012,electricity,dem,61.3840418548491
h0128,DE,s2012,electricity,dem,64.1262149317722
h0129,DE,s2012,electricity,dem,65.4992149317722
h0130,DE,s2012,electricity,dem,66.7933742724315
h0131,DE,s2012,electricity,dem,67.7851833383656
h0132,DE,s2012,electricity,dem,67.3007781185854
h0133,DE,s2012,electricity,dem,66.1199347119919
h0134,DE,s2012,electricity,dem,64.8979086130908
h0135,DE,s2012,electricity,dem,64.2905844372667
h0136,DE,s2012,electricity,dem,64.7452451515524
h0137,DE,s2012,electricity,dem,67.1855720746293
h0138,DE,s2012,electricity,dem,67.9821489977062
h0139,DE,s2012,electricity,dem,66.5498083383656
h0140,DE,s2012,electricity,dem,62.9396874592447
h0141,DE,s2012,electricity,dem,59.9993852614425
h0142,DE,s2012,electricity,dem,58.1782382834205
h0143,DE,s2012,electricity,dem,54.4198509207831
h0144,DE,s2012,electricity,dem,51.2991929537502
h0145,DE,s2012,electricity,dem,40.9212611137051
h0146,DE,s2012,electricity,dem,39.970485014804
h0147,DE,s2012,electricity,dem,40.0155221027161
h0148,DE,s2012,electricity,dem,40.8577954543645
h0149,DE,s2012,electricity,dem,42.8042473774414
h0150,DE,s2012,electricity,dem,47.7913050697491
h0151,DE,s2012,electricity,dem,52.9858050697491
h0152,DE,s2012,electricity,dem,55.7279781466722
h0153,DE,s2012,electricity,dem,57.1009781466722
h0154,DE,s2012,electricity,dem,58.3951374873315
h0155,DE,s2012,electricity,dem,59.3869465532656
h0156,DE,s2012,electricity,dem,58.9025413334854
h0157,DE,s2012,electricity,dem,57.7216979268919
h0158,DE,s2012,electricity,dem,56.4996718279908
h0159,DE,s2012,electricity,dem,55.8923476521667
h0160,DE,s2012,electricity,dem,56.3470083664524
h0161,DE,s2012,electricity,dem,58.7873352895293
h0162,DE,s2012,electricity,dem,59.5839122126062
h0163,DE,s2012,electricity,dem,58.1515715532656
h0164,DE,s2012,electricity,dem,54.5414506741447
h0165,DE,s2012,electricity,dem,51.6011484763425
h0166,DE,s2012,electricity,dem,49.7800014983205
h0167,DE,s2012,electricity,dem,46.0216141356831
h0168,DE,s2012,electricity,dem,42.9009561686502
h0169,DE,s2012,electricity,dem,37.0448144441051
h0170,DE,s2012,electricity,dem,36.094038345204
h0171,DE,s2012,electricity,dem,36.1390754331161
h0172,DE,s2012,electricity,dem,36.9813487847645
h0173,DE,s2012,electricity,dem,38.9278007078414
h0174,DE,s2012,electricity,dem,43.9148584001491
h0175,DE,s2012,electricity,dem,49.1093584001491
h0176,DE,s2012,electricity,dem,51.8515314770722
h0177,DE,s2012,electricity,dem,53.2245314770722
h0178,DE,s2012,electricity,dem,54.5186908177315
h0179,DE,s2012,electricity,dem,55.5104998836656
h0180,DE,s2012,electricity,dem,55.0260946638854
h0181,DE,s2012,electricity,dem,53.8452512572919
h0182,DE,s2012,electricity,dem,52.6232251583908
h0183,DE,s2012,electricity,dem,52.0159009825667
h0184,DE,s2012,electricity,dem,52.4705616968524
h0185,DE,s2012,electricity,dem,54.9108886199293
h0186,DE,s2012,electricity,dem,55.7074655430062
h0187,DE,s2012,electricity,dem,54.2751248836656
h0188,DE,s2012,electricity,dem,50.6650040045447
h0189,DE,s2012,electricity,dem,47.7247018067425
h0190,DE,s2012,electricity,dem,45.9035548287205
h0191,DE,s2012,electricity,dem,42.1451674660831
h0192,DE,s2012,electricity,dem,39.0245094990502
h0193,DE,s2012,electricity,dem,48.4882831207051
h0194,DE,s2012,electricity,dem,47.537507021804
h0195,DE,s2012,electricity,dem,47.5825441097161
h0196,DE,s2012,electricity,dem,48.4248174613645
h0197,DE,s2012,electricity,dem,50.3712693844414
h0198,DE,s2012,electricity,dem,55.3583270767491
h0199,DE,s2012,electricity,dem,60.5528270767491
h0200,DE,s2012,electricity,dem,63.2950001536722
h0201,DE,s2012,electricity,dem,64.6680001536721
h0202,DE,s2012,electricity,dem,65.9621594943315
h0203,DE,s2012,electricity,dem,66.9539685602656
h0204,DE,s2012,electricity,dem,66.4695633404853
h0205,DE,s2012,electricity,dem,65.2887199338919
h0206,DE,s2012,electricity,dem,64.0666938349908
h0207,DE,s2012,electricity,dem,63.4593696591667
h0208,DE,s2012,electricity,dem,63.9140303734524
h0209,DE,s2012,electricity,dem,66.3543572965293
h0210,DE,s2012,electricity,dem,67.1509342196062
h0211,DE,s2012,electricity,dem,65.7185935602656
h0212,DE,s2012,electricity,dem,62.1084726811447
h0213,DE,s2012,electricity,dem,59.1681704833425
h0214,DE,s2012,electricity,dem,57.3470235053205
h0215,DE,s2012,electricity,dem,53.5886361426831
h0216,DE,s2012,electricity,dem,50.4679781756502
h0217,DE,s2012,electricity,dem,50.1652989471051
h0218,DE,s2012,electricity,dem,49.214522848204
h0219,DE,s2012,electricity,dem,49.2595599361161
h0220,DE,s2012,electricity,dem,50.1018332877645
h0221,DE,s2012,electricity,dem,52.0482852108414
h0222,DE,s2012,electricity,dem,57.0353429031491
h0223,DE,s2012,electricity,dem,62.2298429031491
h0224,DE,s2012,electricity,dem,64.9720159800722
h0225,DE,s2012,electricity,dem,66.3450159800721
h0226,DE,s2012,electricity,dem,67.6391753207315
h0227,DE,s2012,electricity,dem,68.6309843866656
h0228,DE,s2012,electricity,dem,68.1465791668854
h0229,DE,s2012,electricity,dem,66.9657357602919
h0230,DE,s2012,electricity,dem,65.7437096613908
h0231,DE,s2012,electricity,dem,65.1363854855667
h0232,DE,s2012,electricity,dem,65.5910461998524
h0233,DE,s2012,electricity,dem,68.0313731229293
h0234,DE,s2012,electricity,dem,68.8279500460062
h0235,DE,s2012,electricity,dem,67.3956093866656
h0236,DE,s2012,electricity,dem,63.7854885075447
h0237,DE,s2012,electricity,dem,60.8451863097425
h0238,DE,s2012,electricity,dem,59.0240393317205
h0239,DE,s2012,electricity,dem,55.2656519690831
h0240,DE,s2012,electricity,dem,52.1449940020502
h0241,DE,s2012,electricity,dem,50.4335838551051
h0242,DE,s2012,electricity,dem,49.482807756204
h0243,DE,s2012,electricity,dem,49.5278448441161
h0244,DE,s2012,electricity,dem,50.3701181957645
h0245,DE,s2012,electricity,dem,52.3165701188414
h0246,DE,s2012,electricity,dem,57.3036278111491
h0247,DE,s2012,electricity,dem,62.4981278111491
h0248,DE,s2012,electricity,dem,65.2403008880722
h0249,DE,s2012,electricity,dem,66.6133008880721
h0250,DE,s2012,electricity,dem,67.9074602287315
h0251,DE,s2012,electricity,dem,68.8992692946656
h0252,DE,s2012,electricity,dem,68.4148640748854
h0253,DE,s2012,electricity,dem,67.2340206682919
h0254,DE,s2012,electricity,dem,66.0119945693908
h0255,DE,s2012,electricity,dem,65.4046703935667
h0256,DE,s2012,electricity,dem,65.8593311078524
h0257,DE,s2012,electricity,dem,68.2996580309293
h0258,DE,s2012,electricity,dem,69.0962349540062
h0259,DE,s2012,electricity,dem,67.6638942946656
h0260,DE,s2012,electricity,dem,64.0537734155447
h0261,DE,s2012,electricity,dem,61.1134712177425
h0262,DE,s2012,electricity,dem,59.2923242397205
h0263,DE,s2012,electricity,dem,55.5339368770831
h0264,DE,s2012,electricity,dem,52.4132789100502
h0265,DE,s2012,electricity,dem,49.9765586486051
h0266,DE,s2012,electricity,dem,49.025782549704
h0267,DE,s2012,electricity,dem,49.0708196376161
h0268,DE,s2012,electricity,dem,49.9130929892645
h0269,DE,s2012,electricity,dem,51.8595449123414
h0270,DE,s2012,electricity,dem,56.8466026046491
h0271,DE,s2012,electricity,dem,62.0411026046491
h0272,DE,s2012,electricity,dem,64.7832756815722
h0273,DE,s2012,electricity,dem,66.1562756815722
h0274,DE,s2012,electricity,dem,67.4504350222315
h0275,DE,s2012,electricity,dem,68.4422440881656
h0276,DE,s2012,electricity,dem,67.9578388683853
h0277,DE,s2012,electricity,dem,66.7769954617919
h0278,DE,s2012,electricity,dem,65.5549693628908
h0279,DE,s2012,electricity,dem,64.9476451870667
h0280,DE,s2012,electricity,dem,65.4023059013524
h0281,DE,s2012,electricity,dem,67.8426328244293
h0282,DE,s2012,electricity,dem,68.6392097475062
h0283,DE,s2012,electricity,dem,67.2068690881656
h0284,DE,s2012,electricity,dem,63.5967482090447
h0285,DE,s2012,electricity,dem,60.6564460112425
h0286,DE,s2012,electricity,dem,58.8352990332205
h0287,DE,s2012,electricity,dem,55.0769116705831
h0288,DE,s2012,electricity,dem,51.9562537035502
h0289,DE,s2012,electricity,dem,49.5094474149051
h0290,DE,s2012,electricity,dem,48.558671316004
h0291,DE,s2012,electricity,dem,48.6037084039162
h0292,DE,s2012,electricity,dem,49.4459817555645
h0293,DE,s2012,electricity,dem,51.3924336786414
h0294,DE,s2012,electricity,dem,56.3794913709491
h0295,DE,s2012,electricity,dem,61.5739913709491
h0296,DE,s2012,electricity,dem,64.3161644478722
h0297,DE,s2012,electricity,dem,65.6891644478722
h0298,DE,s2012,electricity,dem,66.9833237885315
h0299,DE,s2012,electricity,dem,67.9751328544656
h0300,DE,s2012,electricity,dem,67.4907276346854
h0301,DE,s2012,electricity,dem,66.3098842280919
h0302,DE,s2012,electricity,dem,65.0878581291908
h0303,DE,s2012,electricity,dem,64.4805339533667
h0304,DE,s2012,electricity,dem,64.9351946676524
h0305,DE,s2012,electricity,dem,67.3755215907293
h0306,DE,s2012,electricity,dem,68.1720985138062
h0307,DE,s2012,electricity,dem,66.7397578544656
h0308,DE,s2012,electricity,dem,63.1296369753447
h0309,DE,s2012,electricity,dem,60.1893347775425
h0310,DE,s2012,electricity,dem,58.3681877995205
h0311,DE,s2012,electricity,dem,54.6098004368831
h0312,DE,s2012,electricity,dem,51.4891424698502
h0313,DE,s2012,electricity,dem,42.0271119127051
h0314,DE,s2012,electricity,dem,41.076335813804
h0315,DE,s2012,electricity,dem,41.1213729017161
h0316,DE,s2012,electricity,dem,41.9636462533645
