timestep_2,region_3,carrier_1,parameter,value
all,01ES,frtRoadHeavy,capaDem,2.478993236
all,01ES,frtRoadLight,capaDem,0.031932901
all,01ES,psngRoadPrvt,capaDem,6.277190151
all,01ES,psngRoadPub,capaDem,0.492713309
all,02ES,frtRoadHeavy,capaDem,2.307255297
all,02ES,frtRoadLight,capaDem,0.029720676
all,02ES,psngRoadPrvt,capaDem,4.31982645
all,02ES,psngRoadPub,capaDem,0.413014975
all,03ES,frtRoadHeavy,capaDem,1.687413588
all,03ES,frtRoadLight,capaDem,0.021736248
all,03ES,psngRoadPrvt,capaDem,3.155773584
all,03ES,psngRoadPub,capaDem,0.309679488
all,04ES,frtRoadHeavy,capaDem,3.985269409
all,04ES,frtRoadLight,capaDem,0.051335846
all,04ES,psngRoadPrvt,capaDem,6.072009958
all,04ES,psngRoadPub,capaDem,0.472768431
all,05ES,frtRoadHeavy,capaDem,1.438238253
all,05ES,frtRoadLight,capaDem,0.018526521
all,05ES,psngRoadPrvt,capaDem,1.998852199
all,06ES,frtRoadHeavy,capaDem,8.939926736
all,06ES,frtRoadLight,capaDem,0.128737718
all,06ES,psngRoadPrvt,capaDem,12.39155989
all,06ES,psngRoadPub,capaDem,1.129330103
all,07ES,frtRoadHeavy,capaDem,8.935080009
all,07ES,frtRoadLight,capaDem,0.128667924
all,07ES,psngRoadPrvt,capaDem,14.61412469
all,07ES,psngRoadPub,capaDem,1.203723772
all,08ES,frtRoadHeavy,capaDem,1.715795751
all,08ES,frtRoadLight,capaDem,0.02210185
all,08ES,psngRoadPrvt,capaDem,3.56811753
all,08ES,psngRoadPub,capaDem,0.386335998
all,09ES,frtRoadHeavy,capaDem,4.022179608
all,09ES,frtRoadLight,capaDem,0.051811301
all,09ES,psngRoadPrvt,capaDem,7.814739747
all,09ES,psngRoadPub,capaDem,0.829838389
all,10ES,frtRoadHeavy,capaDem,2.310001732
all,10ES,frtRoadLight,capaDem,0.029756054
all,10ES,psngRoadPrvt,capaDem,4.48812935
all,10ES,psngRoadPub,capaDem,0.476589388
