timestep_2,carrier_1,region_4,parameter,value,comment,source
2040,processHeat_high,01ES,capaDem,0.510725645,computed using historic generation quantities and full load hours from demand profiles,"Heat Roadmap Europe (2017), Profile of heating and cooling demand in 2015; Ruhnau (2019), when2heat"
2040,processHeat_low,01ES,capaDem,0.198722205,process heat distributed across clusters based on employment data and heat demand of relevant industries,"JRC (2012), Heat and cooling demand and market perspective; eurostat (2020), SBS data by NUTS 2 regions and NACE Rev. 2"
2040,processHeat_medium,01ES,capaDem,0.225602244,,
2040,processHeat_high,02ES,capaDem,0.600673704,,
2040,processHeat_low,02ES,capaDem,0.203796794,,
2040,processHeat_medium,02ES,capaDem,0.246805465,,
2040,processHeat_high,03ES,capaDem,0.397501051,,
2040,processHeat_low,03ES,capaDem,0.170767251,,
2040,processHeat_medium,03ES,capaDem,0.200488895,,
2040,processHeat_high,04ES,capaDem,0.978495889,,
2040,processHeat_low,04ES,capaDem,0.380704669,,
2040,processHeat_medium,04ES,capaDem,0.477755346,,
2040,processHeat_high,05ES,capaDem,0.317521429,,
2040,processHeat_low,05ES,capaDem,0.153326077,,
2040,processHeat_medium,05ES,capaDem,0.19596856,,
2040,processHeat_high,06ES,capaDem,1.709564305,,
2040,processHeat_low,06ES,capaDem,1.040776912,,
2040,processHeat_medium,06ES,capaDem,1.425484743,,
2040,processHeat_high,07ES,capaDem,0.727156917,,
2040,processHeat_low,07ES,capaDem,0.454723417,,
2040,processHeat_medium,07ES,capaDem,0.575873097,,
2040,processHeat_high,08ES,capaDem,0.391949504,,
2040,processHeat_low,08ES,capaDem,0.151333915,,
2040,processHeat_medium,08ES,capaDem,0.17389557,,
2040,processHeat_high,09ES,capaDem,0.559609557,,
2040,processHeat_low,09ES,capaDem,0.248751296,,
2040,processHeat_medium,09ES,capaDem,0.278197928,,
2040,processHeat_high,10ES,capaDem,0.321392671,,
2040,processHeat_low,10ES,capaDem,0.142255489,,
2040,processHeat_medium,10ES,capaDem,0.159773495,,
2040,processHeat_high,11ES,capaDem,2.216295619,,
2040,processHeat_low,11ES,capaDem,0.740026279,,
2040,processHeat_medium,11ES,capaDem,0.975353959,,
2040,processHeat_high,12PT,capaDem,0.636324302,,
2040,processHeat_low,12PT,capaDem,1.202201484,,
2040,processHeat_medium,12PT,capaDem,0.699636083,,
2040,processHeat_high,13PT,capaDem,0.406657252,,
2040,processHeat_low,13PT,capaDem,0.801350698,,
2040,processHeat_medium,13PT,capaDem,0.369900797,,
2040,processHeat_high,14FR,capaDem,0.347280751,,
2040,processHeat_low,14FR,capaDem,0.399859553,,
2040,processHeat_medium,14FR,capaDem,0.416367757,,
2040,processHeat_high,15FR,capaDem,0.084374333,,
2040,processHeat_low,15FR,capaDem,0.157297523,,
2040,processHeat_medium,15FR,capaDem,0.147957839,,
2040,processHeat_high,16FR,capaDem,0.448041101,,
2040,processHeat_low,16FR,capaDem,0.327228607,,
2040,processHeat_medium,16FR,capaDem,0.335543751,,
2040,processHeat_high,17FR,capaDem,0.406493455,,
2040,processHeat_low,17FR,capaDem,0.39487062,,
2040,processHeat_medium,17FR,capaDem,0.392863423,,
2040,processHeat_high,18FR,capaDem,0.281020549,,
2040,processHeat_low,18FR,capaDem,0.173346539,,
2040,processHeat_medium,18FR,capaDem,0.192726667,,
2040,processHeat_high,19FR,capaDem,0.927138137,,
2040,processHeat_low,19FR,capaDem,0.230729046,,
2040,processHeat_medium,19FR,capaDem,0.32738008,,
2040,processHeat_high,20FR,capaDem,0.756649821,,
2040,processHeat_low,20FR,capaDem,0.193245545,,
2040,processHeat_medium,20FR,capaDem,0.266475981,,
2040,processHeat_high,21FR,capaDem,0.585617903,,
2040,processHeat_low,21FR,capaDem,0.625546228,,
2040,processHeat_medium,21FR,capaDem,0.564443476,,
2040,processHeat_high,22FR,capaDem,0.047643613,,
2040,processHeat_low,22FR,capaDem,0.017408573,,
2040,processHeat_medium,22FR,capaDem,0.025754831,,
2040,processHeat_high,23FR,capaDem,3.927609159,,
2040,processHeat_low,23FR,capaDem,2.213330556,,
2040,processHeat_medium,23FR,capaDem,2.614536613,,
2040,processHeat_high,24FR,capaDem,0.285043526,,
2040,processHeat_low,24FR,capaDem,0.129304564,,
2040,processHeat_medium,24FR,capaDem,0.128936012,,
2040,processHeat_high,25FR,capaDem,0.539294147,,
2040,processHeat_low,25FR,capaDem,0.390141814,,
2040,processHeat_medium,25FR,capaDem,0.484247248,,
2040,processHeat_high,26FR,capaDem,0.947687344,,
2040,processHeat_low,26FR,capaDem,0.43230022,,
2040,processHeat_medium,26FR,capaDem,0.487219643,,
2040,processHeat_high,27FR,capaDem,0.165674837,,
2040,processHeat_low,27FR,capaDem,0.095742733,,
2040,processHeat_medium,27FR,capaDem,0.087149065,,
2040,processHeat_high,28BE,capaDem,5.067207477,,
2040,processHeat_low,28BE,capaDem,1.944817253,,
2040,processHeat_medium,28BE,capaDem,2.512575818,,
2040,processHeat_high,29LU,capaDem,0.259209211,,
2040,processHeat_low,29LU,capaDem,0.09972276,,
2040,processHeat_medium,29LU,capaDem,0.137108729,,
2040,processHeat_high,30NL,capaDem,7.178475842,,
2040,processHeat_low,30NL,capaDem,3.297979509,,
2040,processHeat_medium,30NL,capaDem,3.323035853,,
2040,processHeat_high,31DE,capaDem,2.269158825,,
2040,processHeat_low,31DE,capaDem,1.736141674,,
2040,processHeat_medium,31DE,capaDem,1.477595354,,
2040,processHeat_high,32DE,capaDem,1.08398848,,
2040,processHeat_low,32DE,capaDem,0.850783351,,
2040,processHeat_medium,32DE,capaDem,0.666707392,,
2040,processHeat_high,33DE,capaDem,5.838913269,,
2040,processHeat_low,33DE,capaDem,3.028442954,,
2040,processHeat_medium,33DE,capaDem,2.517303796,,
2040,processHeat_high,34DE,capaDem,2.725647033,,
2040,processHeat_low,34DE,capaDem,1.214006218,,
2040,processHeat_medium,34DE,capaDem,1.121907641,,
2040,processHeat_high,35DE,capaDem,3.220166448,,
2040,processHeat_low,35DE,capaDem,2.407075548,,
2040,processHeat_medium,35DE,capaDem,1.773456539,,
2040,processHeat_high,36DE,capaDem,3.709404818,,
2040,processHeat_low,36DE,capaDem,2.256586133,,
2040,processHeat_medium,36DE,capaDem,1.896714291,,
2040,processHeat_high,37DE,capaDem,3.981543475,,
2040,processHeat_low,37DE,capaDem,2.54421517,,
2040,processHeat_medium,37DE,capaDem,2.104235168,,
2040,processHeat_high,38DK,capaDem,0.316497784,,
2040,processHeat_low,38DK,capaDem,0.492546441,,
2040,processHeat_medium,38DK,capaDem,0.515392477,,
2040,processHeat_high,39CZ,capaDem,1.200537657,,
2040,processHeat_low,39CZ,capaDem,1.840515749,,
2040,processHeat_medium,39CZ,capaDem,1.324358079,,
2040,processHeat_high,40CZ,capaDem,1.171392667,,
2040,processHeat_low,40CZ,capaDem,1.591083867,,
2040,processHeat_medium,40CZ,capaDem,1.129159875,,
2040,processHeat_high,41PL,capaDem,1.163746182,,
2040,processHeat_low,41PL,capaDem,1.140714668,,
2040,processHeat_medium,41PL,capaDem,0.89301835,,
2040,processHeat_high,42PL,capaDem,0.948386675,,
2040,processHeat_low,42PL,capaDem,0.661596857,,
2040,processHeat_medium,42PL,capaDem,0.495792746,,
2040,processHeat_high,43PL,capaDem,1.552253455,,
2040,processHeat_low,43PL,capaDem,1.068210797,,
2040,processHeat_medium,43PL,capaDem,0.7904515,,
2040,processHeat_high,44PL,capaDem,1.374081922,,
2040,processHeat_low,44PL,capaDem,1.059216383,,
2040,processHeat_medium,44PL,capaDem,0.876011449,,
2040,processHeat_high,45PL,capaDem,0.80580642,,
2040,processHeat_low,45PL,capaDem,0.676294275,,
2040,processHeat_medium,45PL,capaDem,0.587660635,,
2040,processHeat_high,46SK,capaDem,1.920378883,,
2040,processHeat_low,46SK,capaDem,1.55369705,,
2040,processHeat_medium,46SK,capaDem,0.567380253,,
2040,processHeat_high,47CH,capaDem,0.229927341,,
2040,processHeat_low,47CH,capaDem,0.30947015,,
2040,processHeat_medium,47CH,capaDem,1.202793365,,
2040,processHeat_high,48CH,capaDem,0.023813788,,
2040,processHeat_low,48CH,capaDem,0.031978702,,
2040,processHeat_medium,48CH,capaDem,0.124574425,,
2040,processHeat_high,49AT,capaDem,0.942810946,,
2040,processHeat_low,49AT,capaDem,0.521875211,,
2040,processHeat_medium,49AT,capaDem,0.396869009,,
2040,processHeat_high,50AT,capaDem,1.561402728,,
2040,processHeat_low,50AT,capaDem,0.921909324,,
2040,processHeat_medium,50AT,capaDem,0.734893209,,
2040,processHeat_high,51AT,capaDem,0.889596924,,
2040,processHeat_low,51AT,capaDem,0.671373711,,
2040,processHeat_medium,51AT,capaDem,0.491204205,,
2040,processHeat_high,52IT,capaDem,4.36521277,,
2040,processHeat_low,52IT,capaDem,2.329584532,,
2040,processHeat_medium,52IT,capaDem,3.053067446,,
2040,processHeat_high,53IT,capaDem,0.814333104,,
2040,processHeat_low,53IT,capaDem,0.434584292,,
2040,processHeat_medium,53IT,capaDem,0.569551594,,
2040,processHeat_high,54IT,capaDem,1.526121265,,
2040,processHeat_low,54IT,capaDem,0.814444771,,
2040,processHeat_medium,54IT,capaDem,1.06738237,,
2040,processHeat_high,55IT,capaDem,0.584209595,,
2040,processHeat_low,55IT,capaDem,0.311767937,,
2040,processHeat_medium,55IT,capaDem,0.408601227,,
2040,processHeat_high,56IT,capaDem,0.409372567,,
2040,processHeat_low,56IT,capaDem,0.218467348,,
2040,processHeat_medium,56IT,capaDem,0.286318703,,
2040,processHeat_high,57SI,capaDem,0.306005221,,
2040,processHeat_low,57SI,capaDem,0.185905433,,
2040,processHeat_medium,57SI,capaDem,0.283851104,,
2040,processHeat_high,58HU,capaDem,1.329280153,,
2040,processHeat_low,58HU,capaDem,1.105545285,,
2040,processHeat_medium,58HU,capaDem,0.759133188,,
2040,processHeat_high,59RO,capaDem,0.969841749,,
2040,processHeat_low,59RO,capaDem,0.331940863,,
2040,processHeat_medium,59RO,capaDem,0.365584571,,
2040,processHeat_high,60RO,capaDem,1.303213153,,
2040,processHeat_low,60RO,capaDem,0.5157874,,
2040,processHeat_medium,60RO,capaDem,0.577994484,,
2040,processHeat_high,61RO,capaDem,0.623957514,,
2040,processHeat_low,61RO,capaDem,0.229396517,,
2040,processHeat_medium,61RO,capaDem,0.264849231,,
2040,processHeat_high,62HR,capaDem,0.321157366,,
2040,processHeat_low,62HR,capaDem,0.219187701,,
2040,processHeat_medium,62HR,capaDem,0.478183094,,
2040,processHeat_high,63BA,capaDem,0.353299545,,
2040,processHeat_low,63BA,capaDem,0.07650889,,
2040,processHeat_medium,63BA,capaDem,0.183780734,,
2040,processHeat_high,64ME,capaDem,0.134821359,,
2040,processHeat_low,64ME,capaDem,0.068325925,,
2040,processHeat_medium,64ME,capaDem,0.091666189,,
2040,processHeat_high,65RS,capaDem,0.961233715,,
2040,processHeat_low,65RS,capaDem,0.820774614,,
2040,processHeat_medium,65RS,capaDem,1.214965389,,
2040,processHeat_high,66BG,capaDem,0.634479462,,
2040,processHeat_low,66BG,capaDem,0.674866852,,
2040,processHeat_medium,66BG,capaDem,0.445754695,,
2040,processHeat_high,67MK,capaDem,0.14206627,,
2040,processHeat_low,67MK,capaDem,0.053873762,,
2040,processHeat_medium,67MK,capaDem,0.100829528,,
2040,processHeat_high,68GR,capaDem,0.231480663,,
2040,processHeat_low,68GR,capaDem,0.208223697,,
