timestep_3,region_4,carrier_1,parameter,value
d001,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d002,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d003,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d004,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d005,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d006,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d007,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d008,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d009,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d010,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d011,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d012,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d013,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d014,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d015,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d016,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d017,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d018,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d019,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d020,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d021,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d022,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d023,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d024,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d025,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d026,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d027,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d028,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d029,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d030,01ES,psngRoadPrvt,mustOut,0.37500337433333325
d031,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d032,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d033,01ES,psngRoadPrvt,mustOut,0.6061052398333333
d034,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d035,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d036,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d037,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d038,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d039,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d040,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d041,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d042,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d043,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d044,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d045,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d046,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d047,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d048,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d049,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d050,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d051,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d052,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d053,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d054,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d055,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d056,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d057,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d058,01ES,psngRoadPrvt,mustOut,0.3820557984166666
d059,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d060,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d061,01ES,psngRoadPrvt,mustOut,0.6006488904999999
d062,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d063,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d064,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d065,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d066,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d067,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d068,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d069,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d070,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d071,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d072,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d073,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d074,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d075,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d076,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d077,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d078,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d079,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d080,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d081,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d082,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d083,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d084,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d085,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d086,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d087,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d088,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d089,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d090,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d091,01ES,psngRoadPrvt,mustOut,0.5843349125833331
d092,01ES,psngRoadPrvt,mustOut,0.37479922525000003
d093,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d094,01ES,psngRoadPrvt,mustOut,0.61545391975
d095,01ES,psngRoadPrvt,mustOut,0.61545391975
d096,01ES,psngRoadPrvt,mustOut,0.61545391975
d097,01ES,psngRoadPrvt,mustOut,0.61545391975
d098,01ES,psngRoadPrvt,mustOut,0.61545391975
d099,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d100,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d101,01ES,psngRoadPrvt,mustOut,0.61545391975
d102,01ES,psngRoadPrvt,mustOut,0.61545391975
d103,01ES,psngRoadPrvt,mustOut,0.61545391975
d104,01ES,psngRoadPrvt,mustOut,0.61545391975
d105,01ES,psngRoadPrvt,mustOut,0.61545391975
d106,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d107,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d108,01ES,psngRoadPrvt,mustOut,0.61545391975
d109,01ES,psngRoadPrvt,mustOut,0.61545391975
d110,01ES,psngRoadPrvt,mustOut,0.61545391975
d111,01ES,psngRoadPrvt,mustOut,0.61545391975
d112,01ES,psngRoadPrvt,mustOut,0.61545391975
d113,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d114,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d115,01ES,psngRoadPrvt,mustOut,0.61545391975
d116,01ES,psngRoadPrvt,mustOut,0.61545391975
d117,01ES,psngRoadPrvt,mustOut,0.61545391975
d118,01ES,psngRoadPrvt,mustOut,0.61545391975
d119,01ES,psngRoadPrvt,mustOut,0.61545391975
d120,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d121,01ES,psngRoadPrvt,mustOut,0.3724027929166665
d122,01ES,psngRoadPrvt,mustOut,0.61545391975
d123,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d124,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d125,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d126,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d127,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d128,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d129,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d130,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d131,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d132,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d133,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d134,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d135,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d136,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d137,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d138,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d139,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d140,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d141,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d142,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d143,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d144,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d145,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d146,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d147,01ES,psngRoadPrvt,mustOut,0.6049982368749999
d148,01ES,psngRoadPrvt,mustOut,0.38448968020833335
d149,01ES,psngRoadPrvt,mustOut,0.38448968020833335
